code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sz.002518,2017-04-25,2017-03-31,0.025467,0.126895,0.337185,50505305.29,0.66882,,445321380.0,425162056.0,True,2017-04-26,0.51685,174.131835,0.71998,125.003419,0.18232,0.139922,0.129361,0.173226,0.023335,0.0,0.040571,3.405916,2.784708,0.786168,0.306567,0.286028,1.400614,0.767341,0.232659,0.680394,37.852837,-0.084253,-0.663958,-0.084253,0.025467,1.425311,0.139922,1.006307,0.126895,0.900557,0.973582,0.14473
sz.002518,2017-08-22,2017-06-30,0.07436,0.137139,0.341419,147417658.02,0.57151,1066934695.18,578917794.0,552778502.0,True,2017-08-23,1.269412,141.797935,1.946539,92.471815,0.487957,0.371646,0.139537,0.243889,0.278985,0.3,0.307736,3.092639,2.546109,0.687317,0.573389,0.306472,1.441903,0.755992,0.244008,0.660504,,-0.027542,-0.200833,-0.027542,0.07436,1.446117,0.371646,1.008898,0.137139,0.890744,1.010063,0.152426
sz.002518,2017-10-23,2017-09-30,0.120586,0.143842,0.337705,245895181.57,0.606616,,589078794.0,552778502.0,True,2017-10-24,1.86702,144.615476,2.512525,107.46161,0.714156,0.5524,0.139099,0.300511,0.312541,0.34375,0.332348,2.466461,1.930457,0.695555,1.073322,0.369854,1.586933,0.778471,0.221529,0.606652,16.130923,0.017513,0.121748,0.017513,0.120586,1.513932,0.5524,1.002425,0.143842,0.895017,0.938007,0.171336
sz.002518,2018-04-04,2017-12-31,0.17543,0.136086,0.328439,371462956.77,0.630543,2707643841.3,589078794.0,552778502.0,True,2018-04-05,2.782913,129.360875,4.824211,74.623608,1.058391,0.822424,0.149258,0.352428,0.237611,0.254902,0.255463,2.216537,1.899162,0.43232,0.87498,0.405427,1.681879,0.784066,0.215934,0.570074,,0.146353,1.075441,0.146353,0.17543,1.567548,0.822424,0.999937,0.136086,0.902024,1.015241,0.148603
sz.002518,2018-04-26,2018-03-31,0.018518,0.096401,0.330304,42525589.94,0.616173,,589078794.0,553637234.0,True,2018-04-27,0.382847,235.080815,0.552914,162.774061,0.154667,0.119177,0.143157,0.250936,-0.157998,-0.222222,-0.166555,2.520736,1.925731,0.571954,0.550312,0.35448,1.549139,0.756138,0.243862,0.619111,2.983133,-0.553611,-5.742772,-0.553611,0.018518,1.618194,0.119177,0.996079,0.096401,0.946205,0.664782,0.153256
sz.002518,2018-08-23,2018-06-30,0.067297,0.13312,0.321452,154340426.22,0.639239,1144472783.72,589078794.0,553879695.0,True,2018-08-24,0.913171,197.115354,1.50751,119.402155,0.403973,0.308081,0.136943,0.252229,0.04696,0.0,0.034444,2.282483,1.771398,0.434783,0.538731,0.376591,1.604084,0.740577,0.259423,0.591702,,-0.352631,-2.648969,-0.352631,0.067297,1.646138,0.308081,0.996837,0.13312,0.865728,1.020083,0.150739
sz.002518,2018-10-23,2018-09-30,0.095502,0.12393,0.30866,223086102.34,0.589916,,588004794.0,556931745.0,True,2018-10-24,1.431217,188.650639,2.249331,120.035671,0.630186,0.479049,0.125239,0.098445,-0.092759,-0.116279,-0.099661,2.431493,1.825484,0.524671,0.051809,0.354151,1.54835,0.735519,0.264481,0.614065,,-0.170948,-1.379386,-0.170948,0.095502,1.617039,0.479049,0.994799,0.12393,0.861323,1.126557,0.12772
sz.002518,2019-03-26,2018-12-31,0.09826,0.0853,0.297397,231556802.39,0.395041,2687479491.45,582445394.0,559623131.0,True,2019-03-27,2.089677,172.27544,4.925668,73.086533,0.992416,0.737873,0.068275,-0.071926,-0.376636,-0.375,-0.380546,2.669311,2.296684,0.646205,-0.278277,0.315283,1.460457,0.699815,0.300185,0.648042,,-0.033041,-0.387356,-0.033041,0.09826,1.571104,0.737873,0.993664,0.0853,0.901657,1.024256,0.092363
sz.002518,2019-04-24,2019-03-31,0.017947,0.11264,0.338658,44221519.71,0.397523,,582445394.0,559623131.0,True,2019-04-25,0.312161,288.312981,0.697168,129.093705,0.153986,0.108313,0.065879,0.033642,0.03988,0.142857,0.03413,2.491817,2.112566,0.581502,-0.026163,0.333971,1.501435,0.70682,0.29318,0.631009,9.48354,0.577775,5.129384,0.577775,0.017947,1.484981,0.108313,0.990571,0.11264,0.850819,0.894554,0.147996
sz.002518,2019-08-20,2019-06-30,0.050852,0.123854,0.346143,123662722.36,0.342374,986281725.24,582445394.0,559458131.0,True,2019-08-21,0.794878,226.449933,1.699435,105.917559,0.395184,0.276222,0.05098,-0.006148,-0.198766,-0.192308,-0.199381,2.39732,2.004079,0.467202,-0.101576,0.340431,1.516142,0.698158,0.301842,0.623916,,0.319178,2.57705,0.319178,0.050852,1.49226,0.276222,0.996073,0.123854,0.844646,1.058452,0.138537
