date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,53.6,9.99,105664843.0,6.99,141313467.0,9.34,-35648624.0,-2.36,-57116832.0,-3.78,-48548016.0,-3.21
2025-11-10,50.09,-6.55,-18751867.0,-1.04,-3832443.0,-0.21,-14919424.0,-0.83,20619216.0,1.14,-1867360.0,-0.1
2025-11-11,49.15,-1.88,-20017843.0,-2.13,-18977316.0,-2.02,-1040527.0,-0.11,7141184.0,0.76,12876656.0,1.37
2025-11-12,48.09,-2.16,-28091870.0,-3.27,-21252165.0,-2.47,-6839705.0,-0.8,-18071776.0,-2.1,46163632.0,5.37
2025-11-13,49.48,2.89,77868609.0,7.68,54302690.0,5.36,23565919.0,2.33,27790208.0,2.74,-105658816.0,-10.43
2025-11-14,45.89,-7.26,-110762351.0,-13.31,-74894913.0,-9.0,-35867438.0,-4.31,17815975.0,2.14,92946371.0,11.17
2025-11-17,45.31,-1.26,-50344026.0,-8.66,-31725271.0,-5.46,-18618755.0,-3.2,-2380679.0,-0.41,52724705.0,9.07
2025-11-18,46.89,3.49,85874891.0,10.4,41280640.0,5.0,44594251.0,5.4,-12597888.0,-1.53,-73277004.0,-8.88
2025-11-19,46.4,-1.04,12916406.0,2.93,22428618.0,5.09,-9512212.0,-2.16,-14450368.0,-3.28,1533963.0,0.35
2025-11-20,45.58,-1.77,3318836.0,0.67,11805477.0,2.4,-8486641.0,-1.72,-3454990.0,-0.7,136155.0,0.03
2025-11-21,42.57,-6.6,-72617976.0,-11.97,-37177621.0,-6.13,-35440355.0,-5.84,-15785192.0,-2.6,88403164.0,14.57
2025-11-24,42.97,0.94,-23865270.0,-4.94,-14653936.0,-3.03,-9211334.0,-1.9,38207421.0,7.9,-14342150.0,-2.97
2025-11-25,43.8,1.93,39671696.0,6.57,-2107524.0,-0.35,41779220.0,6.92,2241177.0,0.37,-41912874.0,-6.94
2025-11-26,45.06,2.88,20978313.0,3.51,5370232.0,0.9,15608081.0,2.61,-8161032.0,-1.37,-12817281.0,-2.15
2025-11-27,44.06,-2.22,-3847455.0,-0.9,-11622966.0,-2.71,7775511.0,1.81,-6513780.0,-1.52,10361236.0,2.42
2025-11-28,44.97,2.07,9424088.0,2.57,-16231234.0,-4.43,25655322.0,7.01,-7386534.0,-2.02,-2037554.0,-0.56
2025-12-01,44.47,-1.11,-8630392.0,-2.67,-13057826.0,-4.04,4427434.0,1.37,6035428.0,1.87,2594965.0,0.8
2025-12-02,44.29,-0.4,-24176751.0,-7.33,-32720215.0,-9.92,8543464.0,2.59,15493751.0,4.7,8683001.0,2.63
2025-12-03,44.61,0.72,-16357604.0,-4.77,-27485266.0,-8.02,11127662.0,3.25,20340754.0,5.93,-3983150.0,-1.16
