trade_id,stock_code,model_name,model_type,sector,buy_date,sell_date,buy_price,sell_price,shares,buy_amount,sell_amount,buy_fee,sell_fee,stamp_tax,pnl,net_return,hold_days_calendar,ev_bps,utility_bps,exit_reason,target_hit_bps,entry_policy,label_mode,expected_return_col,samples,metadata_path
20260519_002028.SZ_00001,002028.SZ,a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3,close,UNKNOWN,2026-05-19,2026-05-20,194.99,205.3,100,19499.0,20530.0,5.557214999999999,5.85105,20.53,999.061735,0.05122196438438861,1,56.70932387630424,23.41150055692728,scheduled_hold_days,50.0,all_days,close_profit,trade_net_close_return,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out\04_external\storage_power\training_samples_with_storage_power_external.csv,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002028.SZ\a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3\metadata.json
