trade_id,stock_code,buy_date,planned_sell_date,buy_price,shares,buy_amount,buy_fee,model_name,model_type,sector,ev_bps,utility_bps,target_hit_bps,entry_policy,label_mode,expected_return_col,samples,metadata_path
20260520_603308.SH_00002,603308.SH,2026-05-20,2026-05-21,73.49,200,14697.999999999998,4.188929999999999,a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5,close,通用设备,55.98264792133479,12.212716424468256,50.0,all_days,close_profit,trade_net_close_return,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5\metadata.json
