date,cash,market_value,equity,daily_return,open_positions,open_lots,gross_exposure,equity_peak,drawdown
2026-05-19,180495.442785,19499.0,199994.442785,-2.7786075000091337e-05,1,1,0.09749770907865679,199994.442785,0.0
2026-05-20,186296.872805,14697.999999999998,200994.872805,0.005002289093980039,1,1,0.07312624344532219,200994.872805,0.0
