date,pur_stk_003816_open,pur_stk_003816_high,pur_stk_003816_low,pur_stk_003816_close,pur_stk_003816_volume,pur_stk_003816_range_pct,pur_stk_003816_close_ret1,pur_stk_003816_close_ret3,pur_stk_003816_close_ret5,pur_stk_003816_close_ret20,pur_stk_003816_close_ret60,pur_stk_003816_close_ma20_gap,pur_stk_003816_close_z20,pur_stk_003816_close_z60,pur_stk_003816_close_vol20,pur_stk_003816_range_pct_ret1,pur_stk_003816_range_pct_ret3,pur_stk_003816_range_pct_ret5,pur_stk_003816_range_pct_ret20,pur_stk_003816_range_pct_ret60,pur_stk_003816_range_pct_ma20_gap,pur_stk_003816_range_pct_z20,pur_stk_003816_range_pct_z60,pur_stk_003816_volume_shock20,pur_stk_003816_volume_z20,pur_stk_600900_open,pur_stk_600900_high,pur_stk_600900_low,pur_stk_600900_close,pur_stk_600900_volume,pur_stk_600900_range_pct,pur_stk_600900_close_ret1,pur_stk_600900_close_ret3,pur_stk_600900_close_ret5,pur_stk_600900_close_ret20,pur_stk_600900_close_ret60,pur_stk_600900_close_ma20_gap,pur_stk_600900_close_z20,pur_stk_600900_close_z60,pur_stk_600900_close_vol20,pur_stk_600900_range_pct_ret1,pur_stk_600900_range_pct_ret3,pur_stk_600900_range_pct_ret5,pur_stk_600900_range_pct_ret20,pur_stk_600900_range_pct_ret60,pur_stk_600900_range_pct_ma20_gap,pur_stk_600900_range_pct_z20,pur_stk_600900_range_pct_z60,pur_stk_600900_volume_shock20,pur_stk_600900_volume_z20,pur_stk_600025_open,pur_stk_600025_high,pur_stk_600025_low,pur_stk_600025_close,pur_stk_600025_volume,pur_stk_600025_range_pct,pur_stk_600025_close_ret1,pur_stk_600025_close_ret3,pur_stk_600025_close_ret5,pur_stk_600025_close_ret20,pur_stk_600025_close_ret60,pur_stk_600025_close_ma20_gap,pur_stk_600025_close_z20,pur_stk_600025_close_z60,pur_stk_600025_close_vol20,pur_stk_600025_range_pct_ret1,pur_stk_600025_range_pct_ret3,pur_stk_600025_range_pct_ret5,pur_stk_600025_range_pct_ret20,pur_stk_600025_range_pct_ret60,pur_stk_600025_range_pct_ma20_gap,pur_stk_600025_range_pct_z20,pur_stk_600025_range_pct_z60,pur_stk_600025_volume_shock20,pur_stk_600025_volume_z20,pur_stk_600011_open,pur_stk_600011_high,pur_stk_600011_low,pur_stk_600011_close,pur_stk_600011_volume,pur_stk_600011_range_pct,pur_stk_600011_close_ret1,pur_stk_600011_close_ret3,pur_stk_600011_close_ret5,pur_stk_600011_close_ret20,pur_stk_600011_close_ret60,pur_stk_600011_close_ma20_gap,pur_stk_600011_close_z20,pur_stk_600011_close_z60,pur_stk_600011_close_vol20,pur_stk_600011_range_pct_ret1,pur_stk_600011_range_pct_ret3,pur_stk_600011_range_pct_ret5,pur_stk_600011_range_pct_ret20,pur_stk_600011_range_pct_ret60,pur_stk_600011_range_pct_ma20_gap,pur_stk_600011_range_pct_z20,pur_stk_600011_range_pct_z60,pur_stk_600011_volume_shock20,pur_stk_600011_volume_z20,pur_stk_601991_open,pur_stk_601991_high,pur_stk_601991_low,pur_stk_601991_close,pur_stk_601991_volume,pur_stk_601991_range_pct,pur_stk_601991_close_ret1,pur_stk_601991_close_ret3,pur_stk_601991_close_ret5,pur_stk_601991_close_ret20,pur_stk_601991_close_ret60,pur_stk_601991_close_ma20_gap,pur_stk_601991_close_z20,pur_stk_601991_close_z60,pur_stk_601991_close_vol20,pur_stk_601991_range_pct_ret1,pur_stk_601991_range_pct_ret3,pur_stk_601991_range_pct_ret5,pur_stk_601991_range_pct_ret20,pur_stk_601991_range_pct_ret60,pur_stk_601991_range_pct_ma20_gap,pur_stk_601991_range_pct_z20,pur_stk_601991_range_pct_z60,pur_stk_601991_volume_shock20,pur_stk_601991_volume_z20,pur_stk_601611_open,pur_stk_601611_high,pur_stk_601611_low,pur_stk_601611_close,pur_stk_601611_volume,pur_stk_601611_range_pct,pur_stk_601611_close_ret1,pur_stk_601611_close_ret3,pur_stk_601611_close_ret5,pur_stk_601611_close_ret20,pur_stk_601611_close_ret60,pur_stk_601611_close_ma20_gap,pur_stk_601611_close_z20,pur_stk_601611_close_z60,pur_stk_601611_close_vol20,pur_stk_601611_range_pct_ret1,pur_stk_601611_range_pct_ret3,pur_stk_601611_range_pct_ret5,pur_stk_601611_range_pct_ret20,pur_stk_601611_range_pct_ret60,pur_stk_601611_range_pct_ma20_gap,pur_stk_601611_range_pct_z20,pur_stk_601611_range_pct_z60,pur_stk_601611_volume_shock20,pur_stk_601611_volume_z20,pur_stock_basket_close_ret1,pur_stock_basket_close,pur_stock_basket_close_ret3,pur_stock_basket_close_ret5,pur_stock_basket_close_ret20,pur_stock_basket_close_ret60,pur_stock_basket_close_ma20_gap,pur_stock_basket_close_z20,pur_stock_basket_close_z60,pur_stock_basket_close_vol20,pur_etf_512890_open,pur_etf_512890_high,pur_etf_512890_low,pur_etf_512890_close,pur_etf_512890_volume,pur_etf_512890_range_pct,pur_etf_512890_close_ret1,pur_etf_512890_close_ret3,pur_etf_512890_close_ret5,pur_etf_512890_close_ret20,pur_etf_512890_close_ret60,pur_etf_512890_close_ma20_gap,pur_etf_512890_close_z20,pur_etf_512890_close_z60,pur_etf_512890_close_vol20,pur_etf_512890_range_pct_ret1,pur_etf_512890_range_pct_ret3,pur_etf_512890_range_pct_ret5,pur_etf_512890_range_pct_ret20,pur_etf_512890_range_pct_ret60,pur_etf_512890_range_pct_ma20_gap,pur_etf_512890_range_pct_z20,pur_etf_512890_range_pct_z60,pur_etf_512890_volume_shock20,pur_etf_512890_volume_z20,pur_etf_159611_open,pur_etf_159611_high,pur_etf_159611_low,pur_etf_159611_close,pur_etf_159611_volume,pur_etf_159611_range_pct,pur_etf_159611_close_ret1,pur_etf_159611_close_ret3,pur_etf_159611_close_ret5,pur_etf_159611_close_ret20,pur_etf_159611_close_ret60,pur_etf_159611_close_ma20_gap,pur_etf_159611_close_z20,pur_etf_159611_close_z60,pur_etf_159611_close_vol20,pur_etf_159611_range_pct_ret1,pur_etf_159611_range_pct_ret3,pur_etf_159611_range_pct_ret5,pur_etf_159611_range_pct_ret20,pur_etf_159611_range_pct_ret60,pur_etf_159611_range_pct_ma20_gap,pur_etf_159611_range_pct_z20,pur_etf_159611_range_pct_z60,pur_etf_159611_volume_shock20,pur_etf_159611_volume_z20,pur_etf_516260_open,pur_etf_516260_high,pur_etf_516260_low,pur_etf_516260_close,pur_etf_516260_volume,pur_etf_516260_range_pct,pur_etf_516260_close_ret1,pur_etf_516260_close_ret3,pur_etf_516260_close_ret5,pur_etf_516260_close_ret20,pur_etf_516260_close_ret60,pur_etf_516260_close_ma20_gap,pur_etf_516260_close_z20,pur_etf_516260_close_z60,pur_etf_516260_close_vol20,pur_etf_516260_range_pct_ret1,pur_etf_516260_range_pct_ret3,pur_etf_516260_range_pct_ret5,pur_etf_516260_range_pct_ret20,pur_etf_516260_range_pct_ret60,pur_etf_516260_range_pct_ma20_gap,pur_etf_516260_range_pct_z20,pur_etf_516260_range_pct_z60,pur_etf_516260_volume_shock20,pur_etf_516260_volume_z20,pur_etf_basket_close_ret1,pur_etf_basket_close,pur_etf_basket_close_ret3,pur_etf_basket_close_ret5,pur_etf_basket_close_ret20,pur_etf_basket_close_ret60,pur_etf_basket_close_ma20_gap,pur_etf_basket_close_z20,pur_etf_basket_close_z60,pur_etf_basket_close_vol20,pur_fut_zc0_open,pur_fut_zc0_high,pur_fut_zc0_low,pur_fut_zc0_close,pur_fut_zc0_volume,pur_fut_zc0_hold,pur_fut_zc0_settle,pur_fut_zc0_range_pct,pur_fut_zc0_close_ret1,pur_fut_zc0_close_ret3,pur_fut_zc0_close_ret5,pur_fut_zc0_close_ret20,pur_fut_zc0_close_ret60,pur_fut_zc0_close_ma20_gap,pur_fut_zc0_close_z20,pur_fut_zc0_close_z60,pur_fut_zc0_close_vol20,pur_fut_zc0_range_pct_ret1,pur_fut_zc0_range_pct_ret3,pur_fut_zc0_range_pct_ret5,pur_fut_zc0_range_pct_ret20,pur_fut_zc0_range_pct_ret60,pur_fut_zc0_range_pct_ma20_gap,pur_fut_zc0_range_pct_z20,pur_fut_zc0_range_pct_z60,pur_fut_zc0_volume_shock20,pur_fut_zc0_volume_z20,pur_fut_zc0_hold_shock20,pur_fut_zc0_hold_z20,pur_future_basket_close_ret1,pur_future_basket_close,pur_future_basket_close_ret3,pur_future_basket_close_ret5,pur_future_basket_close_ret20,pur_future_basket_close_ret60,pur_future_basket_close_ma20_gap,pur_future_basket_close_z20,pur_future_basket_close_z60,pur_future_basket_close_vol20,pur_board_board_open,pur_board_board_high,pur_board_board_low,pur_board_board_close,pur_board_board_volume,pur_board_board_amount,pur_board_board_range_pct,pur_board_board_close_ret1,pur_board_board_close_ret3,pur_board_board_close_ret5,pur_board_board_close_ret20,pur_board_board_close_ret60,pur_board_board_close_ma20_gap,pur_board_board_close_z20,pur_board_board_close_z60,pur_board_board_close_vol20,pur_board_board_range_pct_ret1,pur_board_board_range_pct_ret3,pur_board_board_range_pct_ret5,pur_board_board_range_pct_ret20,pur_board_board_range_pct_ret60,pur_board_board_range_pct_ma20_gap,pur_board_board_range_pct_z20,pur_board_board_range_pct_z60,pur_board_board_volume_shock20,pur_board_board_volume_z20,pur_board_board_amount_shock20,pur_board_board_amount_z20,pur_board_basket_close_ret1,pur_board_basket_close,pur_board_basket_close_ret3,pur_board_basket_close_ret5,pur_board_basket_close_ret20,pur_board_basket_close_ret60,pur_board_basket_close_ma20_gap,pur_board_basket_close_z20,pur_board_basket_close_z60,pur_board_basket_close_vol20
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,11.78725371,11.89242997,11.71212781,11.74969076,33821355.0,0.015394483643361045,,,,,,,,,,,,,,,,,,,,4.22914456,4.45643064,4.19667512,4.33467024,346440416,0.06189555125725321,,,,,,,,,,,,,,,,,,,,5.25296292,5.3549622,5.23596304,5.32946238,9818135,0.022727272727272707,,,,,,,,,,,,,,,,,,,,3.5137137,3.5560476,3.5137137,3.54758082,12070522,0.012048192771084265,,,,,,,,,,,,,,,,,,,,9.55424538,9.84292141,9.52630899,9.81498502,12531033,0.03323558162267837,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.0,614.0,601.0,612.8,144026.0,220868.0,607.4,0.021630615640598982,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,1045.204,1055.952,1045.116,1055.691,868181710,5502963200.0,0.010368227067617308,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,11.80979148,12.11029508,11.7947663,12.01263141,42081989.0,0.026751592356687892,0.02237851662404089,,,,,,,,,0.7377388535031937,,,,,,,,,,4.261614,4.32655288,4.16420568,4.27784872,315443696,0.03898635477582846,-0.013108614232209881,,,,,,,,,-0.37012670565301975,,,,,,,,,,5.32946238,5.37196208,5.29546262,5.37196208,7390053,0.014446227929374,0.00797448165869219,,,,,,,,,-0.36436597110754343,,,,,,,,,,3.5560476,3.61531506,3.53064726,3.60684828,26679569,0.023980815347721895,0.01670644391408116,,,,,,,,,0.9904076738609293,,,,,,,,,,9.92673058,9.99191549,9.81498502,9.95466697,14400129,0.018026565464895672,0.014231499051233332,,,,,,,,,-0.45761245674740325,,,,,,,,,,0.009636465403167538,100.96364654031676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612.6,617.6,609.2,613.2,143366.0,218466.0,614.4,0.013788575180564644,0.0006527415143604554,,,,,,,,,-0.36254356280620326,,,,,,,,,,,,0.0006527415143604554,100.06527415143604,,,,,,,,,1055.837,1066.883,1054.445,1066.685,985480630,6374233900.0,0.01179577882203442,0.010414032136297324,,,,,,,,,0.1376852324999449,,,,,,,,,,,,0.010414032136297324,101.04140321362974,,,,,,,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,12.020144,12.03516918,11.88491738,11.90745515,27101885.0,0.012642225031605614,-0.008755472170106193,,,,,,,,,-0.5274215881042662,,,,,,,,,,4.19667512,4.39960912,4.07491472,4.3427876,525425552,0.07968127490039856,0.015180265654649139,,,,,,,,,1.043824701195223,,,,,,,,,,5.3549622,5.40596184,5.32096244,5.34646226,12379201,0.015974440894568787,-0.004746835443038,,,,,,,,,0.10578629747959467,,,,,,,,,,3.5983815,3.62378184,3.56451438,3.58991472,25867544,0.016627078384798155,-0.0046948356807511304,,,,,,,,,-0.306650831353919,,,,,,,,,,9.97329123,10.28990365,9.92673058,10.1502217,23771661,0.03658536585365857,0.019644527595883865,,,,,,,,,1.0295250320924239,,,,,,,,,,0.0033255299913272918,101.29940417492035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.2,626.4,614.2,624.0,218634.0,231854.0,620.8,0.019863236730706557,0.017612524461839474,,,,,,,,,0.4405575971841027,,,,,,,,,,,,0.017612524461839474,101.82767624020887,,,,,,,,,1068.683,1073.444,1064.527,1069.762,1237369020,7448016300.0,0.008376490215842303,0.0028846379202858152,,,,,,,,,-0.2898739165747084,,,,,,,,,,,,0.0028846379202858152,101.33287107685867,,,,,,,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,11.96755587,12.04268177,11.90745515,12.02765659,26421005.0,0.01135646687697145,0.010094637223974745,0.02365728900255748,,,,,,,,-0.101703470031562,-0.2623028391167256,,,,,,,,,4.27784872,4.37525704,4.2210272,4.23726192,275383488,0.03653846153846163,-0.024299065420560817,-0.022471910112359605,,,,,,,,-0.5414423076923074,-0.40967548076922766,,,,,,,,,5.32946238,5.3974619,5.3124625,5.36346214,13665499,0.016000000000000014,0.0031796502384737746,0.006379585326953929,,,,,,,,0.0015999999999949388,-0.2959999999999987,,,,,,,,,3.58144794,3.5983815,3.56451438,3.58991472,18575889,0.009501187648456089,0.0,0.01193317422434359,,,,,,,,-0.4285714285714286,-0.21140142517813987,,,,,,,,,10.17815809,10.22471874,10.02916401,10.19678235,16450516,0.01949860724233976,0.004587155963302836,0.03889943074003788,,,,,,,,-0.46703806870938036,-0.4133213173848943,,,,,,,,,-0.0012875243989617369,101.16897872044485,0.011689787204448576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.6,630.8,624.8,628.2,184480.0,237872.0,628.0,0.009603072983354721,0.006730769230769207,0.025130548302872313,,,,,,,,-0.5165403748871733,-0.5560425490002929,,,,,,,,,,,0.006730769230769207,102.5130548302872,0.02513054830287209,,,,,,,,1067.423,1072.451,1064.885,1070.955,963703040,5916565700.0,0.007104992557881884,0.0011152013251545245,0.014458776289652864,,,,,,,,-0.1517936062953501,-0.31473408987418505,,,,,,,,,,,0.0011152013251545245,101.44587762896529,0.014458776289652864,,,,,,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,12.03516918,12.04268177,11.96755587,12.00511882,23727593.0,0.006277463904582614,-0.0018738288569644101,-0.0006253908692932519,,,,,,,,-0.4472344284020232,-0.7653424207096499,,,,,,,,,4.16420568,4.24537928,4.1398536,4.20479248,221018700,0.025490196078431282,-0.007662835249042099,-0.017077798861479976,,,,,,,,-0.30237358101135614,-0.34617647058823753,,,,,,,,,5.38046202,5.38896196,5.32946238,5.38046202,7779921,0.011164274322168932,0.0031695721077655836,0.0015822784810126667,,,,,,,,-0.3022328548644424,-0.22718412192097304,,,,,,,,,3.5983815,3.6407154,3.58991472,3.63224862,32619703,0.014150943396226356,0.011792452830188704,0.007042253521126751,,,,,,,,0.489386792452819,-0.40990566037736276,,,,,,,,,10.243343,10.34577643,9.9639791,10.3364643,20857811,0.03831775700934603,0.013698630136986356,0.03835360149672584,,,,,,,,0.9651535380507539,1.1256271519921386,,,,,,,,,0.0038247981937866715,101.55592964752206,0.005866300668615265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.0,634.0,623.2,632.6,224908.0,246018.0,629.2,0.01732991014120655,0.00700413880929629,0.03163731245923018,,,,,,,,0.8046213093709664,0.2568311021456018,,,,,,,,,,,0.00700413880929629,103.23107049608353,0.03163731245922996,,,,,,,,1068.934,1071.494,1064.286,1071.123,866380370,5235667600.0,0.006772615631512435,0.0001568693362468121,0.00416055349048694,,,,,,,,-0.0467807564415712,-0.42584413172776314,,,,,,,,,,,0.0001568693362468121,101.46179137645393,0.004160553490487162,,,,,,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,12.020144,12.19293357,12.00511882,12.11780767,26552857.0,0.015644555694618312,0.009386733416770987,0.017665615141955637,0.031329923273657245,,,,,,,1.4921777221526709,0.23748435544430335,0.01624426366292009,,,,,,,,4.20479248,4.25349664,4.1398536,4.15608832,188853833,0.027450980392156765,-0.01158301158301156,-0.04299065420560744,-0.041198501872659166,,,,,,,0.07692307692307687,-0.6554901960784332,-0.556495098039216,,,,,,,,5.36346214,5.38046202,5.32096244,5.33796232,7683696,0.011182108626198284,-0.00789889415481837,-0.0015898251192368873,0.0015948963317384823,,,,,,,0.0015974440894861441,-0.2999999999999916,-0.5079872204472751,,,,,,,,3.63224862,3.6407154,3.58144794,3.5983815,20373610,0.016548463356973908,-0.009324009324009341,0.002358490566037652,0.014319809069212486,,,,,,,0.16942474389282758,-0.004728132387715411,0.3735224586288426,,,,,,,,10.28059152,10.30852791,10.19678235,10.27127939,14719624,0.010958904109589218,-0.006306306306306242,0.01192660550458724,0.04648956356736256,,,,,,,-0.7139993317741369,-0.7004566210045616,-0.6702659145850065,,,,,,,,-0.005145097590274816,101.03341447861447,-0.002625777500592008,0.010334144786144694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.8,634.0,627.6,630.6,96174.0,235130.0,630.2,0.010197578075207048,-0.003161555485298728,0.01057692307692304,0.029046997389034157,,,,,,,-0.41156197625286317,-0.4866104546071979,-0.5285581212923507,,,,,,,,,,-0.003161555485298728,102.90469973890337,0.010576923076922817,0.029046997389033713,,,,,,,1070.22,1073.703,1066.816,1068.033,775721110,5156777500.0,0.006455658707780865,-0.0028848227514488567,-0.0016162473522148835,0.011690920922883485,,,,,,,-0.04679978031778376,-0.22931221293956805,-0.3773613689515366,,,,,,,,,,-0.0028848227514489677,101.16909209228837,-0.0016162473522148835,0.011690920922883707,,,,,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,12.12532026,12.20795875,12.08024472,12.14785803,15892857.0,0.010572139303482553,0.002479851208927464,0.009993753903810187,0.011257035647279645,,,,,,,-0.3242288557213969,-0.0690644002211066,-0.6048033641317235,,,,,,,,4.11550152,4.1398536,3.98562376,4.02621056,268449184,0.0386965376782078,-0.03125000000000011,-0.04980842911877392,-0.05882352941176461,,,,,,,0.4096595868490034,0.05906313645621086,-0.007433808553969912,,,,,,,,5.33796232,5.33796232,5.26146286,5.2699628,9058261,0.01453957996768973,-0.01273885350318471,-0.017432646592710044,-0.01898734177215189,,,,,,,0.300253865681944,-0.0912762520193926,0.006462035541188849,,,,,,,,3.5983815,3.5983815,3.56451438,3.57298116,12682858,0.009501187648456089,-0.007058823529411784,-0.004716981132075526,-0.009389671361502372,,,,,,,-0.42585680352900757,0.0,-0.6038004750593824,,,,,,,,10.243343,10.55064329,10.07572466,10.1502217,15382059,0.0471349353049908,-0.011786038077969185,-0.004566210045662045,0.019644527595883865,,,,,,,3.301062846580341,1.4173488249273944,1.614748516392642,,,,,,,,-0.012070772780327643,99.81386308922245,-0.013394576562514526,-0.011388093541522148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.8,639.2,629.6,637.4,197108.0,261632.0,635.0,0.015247776365946653,0.010783380907072537,0.01464501751034697,0.03946510110893664,,,,,,,0.4952350698856569,0.587801778907237,0.10582682882556216,,,,,,,,,,0.010783380907072537,104.0143603133159,0.014645017510346747,0.03946510110893642,,,,,,,1067.947,1068.212,1055.285,1059.676,849761880,5032475000.0,0.012249771388771702,-0.007824664593697017,-0.010531721687652595,-0.0065708245639528595,,,,,,,0.8975246281231255,0.7241075608421976,0.038487714426217234,,,,,,,,,,-0.007824664593697017,100.37747787941737,-0.010531721687652595,-0.0065708245639526375,,,,,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,12.19293357,12.32816019,12.14785803,12.26054688,18820760.0,0.014842300556586308,0.00927643784786647,0.02127659574468077,0.029652996845425772,,,,,,,0.40390701735240353,1.364378478664174,0.1740259740259722,,,,,,,,3.99374112,4.13173624,3.90445016,4.03432792,225287606,0.058212058212058215,0.002016129032258007,-0.04054054054054057,-0.07102803738317764,,,,,,,0.504322135901081,1.2837038221653687,-0.2694386694386708,,,,,,,,5.2699628,5.30396256,5.25296292,5.2699628,7958092,0.009708737864077888,0.0,-0.020537124802527673,-0.014308426073131986,,,,,,,-0.33225458468174995,-0.13037447988901363,-0.3922330097087279,,,,,,,,3.57298116,3.63224862,3.57298116,3.60684828,15533601,0.0165876777251186,0.009478672985782088,-0.006993006993006978,0.004716981132075526,,,,,,,0.7458530805687267,0.17219589257505263,-0.002369668246441914,,,,,,,,10.08503679,10.1502217,10.00122762,10.03847614,10316150,0.014897579143389184,-0.011009174311926495,-0.028828828828828756,-0.011009174311926495,,,,,,,-0.6839376346441748,-0.611209519916431,-0.5927995034140294,,,,,,,,0.0019524131107959697,100.00874098415704,-0.01523484319167745,-0.012741073861941343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.4,640.8,632.0,636.0,156026.0,250776.0,636.0,0.013924050632911245,-0.0021964229683086867,0.0053746443250077824,0.019230769230769162,,,,,,,-0.086814345991572,-0.19653070792311578,-0.2990039427267124,,,,,,,,,,-0.0021964229683086867,103.7859007832898,0.0053746443250080045,0.019230769230769162,,,,,,,1060.221,1066.11,1058.112,1065.821,694576780,4495092400.0,0.007558746144075368,0.005798942318218092,-0.004949945057663885,-0.003683997001202144,,,,,,,-0.3829479829310275,0.1160748749574878,-0.0976237124016871,,,,,,,,,,0.005798942318218092,100.95956108368833,-0.004949945057663885,-0.003683997001202033,,,,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,12.29059724,12.30562242,12.20044616,12.23049652,14243015.0,0.008620689655172376,-0.002450980392156743,0.009299442033478211,0.01686445971267969,,,,,,,-0.41918103448276267,-0.4489655172413831,-0.24090038314175521,,,,,,,,4.02621056,4.03432792,3.90445016,3.91256752,204350099,0.033264033264033266,-0.030181086519114664,-0.05859375,-0.07662835249042144,,,,,,,-0.4285714285714286,0.2117612117612162,-0.08961593172119708,,,,,,,,5.28696268,5.36346214,5.2699628,5.32946238,10137601,0.01774193548387104,0.011290322580645107,-0.0015923566878981443,-0.006339144215530945,,,,,,,0.8274193548386761,0.5866359447004388,0.10887096774193905,,,,,,,,3.60684828,3.63224862,3.58144794,3.61531506,11058965,0.014184397163120588,0.0023474178403755097,0.004705882352941115,0.007075471698113178,,,,,,,-0.14488348530902195,-0.14285714285713713,0.49290780141843693,,,,,,,,10.01053975,10.10366105,9.81498502,9.84292141,11046452,0.02941176470588225,-0.01948051948051943,-0.04170444242973703,-0.034703196347031895,,,,,,,0.9742647058823479,1.6838235294117117,0.508403361344538,,,,,,,,-0.007694969194154022,99.23917680313782,-0.01775885418438905,-0.019075036060604678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.0,636.2,631.4,632.0,129300.0,255462.0,633.8,0.007602153943617518,-0.0062893081761006275,0.002220107833809104,0.006049028971665038,,,,,,,-0.4540271258674634,-0.2545137789040005,-0.20836236933796637,,,,,,,,,,-0.0062893081761007386,103.13315926892948,0.002220107833808882,0.006049028971664816,,,,,,,1065.188,1068.922,1063.945,1065.833,760342940,4992771600.0,0.0046778733863124256,1.1258926217561083e-05,-0.002059861446228606,-0.0047826472634235895,,,,,,,-0.38113103719206176,-0.27538403158235636,-0.3416075600074975,,,,,,,,,,1.1258926217561083e-05,100.96069777993752,-0.0020598614462284948,-0.0047826472634235895,,,,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,12.23049652,12.36572314,12.11780767,12.29810983,25661213.0,0.020458772473651576,0.005528255528255421,0.01236858379715522,0.024405506883604433,,,,,,,1.3732176069435935,0.935159184566579,2.259082455052662,,,,,,,,3.86386336,3.86386336,3.67716408,3.70963352,203351226,0.050772626931567366,-0.051867219917012486,-0.0786290322580645,-0.11776061776061775,,,,,,,0.5263520971302438,0.3120715696526073,0.9918492103922654,,,,,,,,5.3549622,5.3549622,5.19346334,5.21896316,13121815,0.03109656301145658,-0.020733652312599604,-0.009677419354838679,-0.03001579778830965,,,,,,,0.7527153697366364,1.1387525004546384,1.7853635725976424,,,,,,,,3.60684828,3.60684828,3.46291302,3.47984658,20936558,0.041564792176039145,-0.0374707259953162,-0.026066350710900466,-0.04195804195804198,,,,,,,1.9303178484107555,3.3746943765281054,1.9372453137734449,,,,,,,,9.84292141,9.95466697,9.52630899,9.5914939,11481455,0.04496578690127073,-0.0255439924314097,-0.05504587155963303,-0.072072072072072,,,,,,,0.5288367546432102,-0.04601997201617869,0.1734973654721801,,,,,,,,-0.02601746702561647,96.65722479301286,-0.03162524922402721,-0.048236522195321485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.4,635.6,625.6,629.8,179846.0,245838.0,630.4,0.015984654731457715,-0.0034810126582278667,-0.011923438970818934,-0.0044261776794183305,,,,,,,1.1026481244671227,0.04832693947143385,-0.07762621956995186,,,,,,,,,,-0.0034810126582278667,102.7741514360313,-0.011923438970819045,-0.0044261776794183305,,,,,,,1062.278,1063.053,1040.779,1042.285,844632370,5595312000.0,0.021401277312474765,-0.02209351746474353,-0.01641162015559461,-0.026923145147662697,,,,,,,3.5750014045047553,0.7470756500885765,2.159972228882493,,,,,,,,,,-0.022093517464743417,98.73012084028379,-0.016411620155594386,-0.026923145147662697,,,,,,
