entry_policy,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,windows
all_days,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,258,0.7713178294573644,0.0005329719501024267,0.005,0.13194490321867325,-0.09059048912230039,1.1615913799294937,10
all_days,reversal_fundamental_regime_sector,xgb_d4_500_lr002_mcw5,50.0,216,0.7638888888888888,0.0005069198133377981,0.005,0.10552578368227339,-0.08440113555740059,1.1552824833452329,10
all_days,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,272,0.7536764705882353,0.0003078274823799235,0.005,0.07193483750345142,-0.08826617852965535,1.0905997204360416,10
all_days,reversal_fundamental_regime_sector_external,xgb_d4_500_lr002_mcw5,50.0,223,0.757847533632287,0.00034362063373378544,0.005,0.06649558066755201,-0.11813215109447228,1.1014023191359388,10
all_days,reversal_fundamental_regime_sector_external,lgbm_leaves7_400,50.0,238,0.7605042016806722,0.00031301174063381223,0.005,0.06275150166379473,-0.1214414853930843,1.091480075195588,10
all_days,reversal_fundamental_regime_sector,extra_trees_600_d3,50.0,288,0.75,0.00022168759691882053,0.005,0.04814801968193416,-0.2011258371636817,1.0639149828126373,10
all_days,reversal_fundamental_regime,random_forest_600_d4,50.0,247,0.7773279352226721,0.00021086975564865875,0.005,0.03715658414575573,-0.14035562010078695,1.0578251371894654,10
all_days,all_no_ak,xgb_d3_600_lr002_mcw3,50.0,269,0.7657992565055762,0.00014910361559130372,0.005,0.022616519824299797,-0.15902345562845077,1.0411906262831307,10
all_days,reversal_fundamental_regime,lgbm_leaves7_400,50.0,196,0.7602040816326531,3.452986508621324e-05,0.005,-0.004576019548673926,-0.18430917731431273,1.0092094634957915,10
all_days,reversal_fundamental_regime,xgb_d4_500_lr002_mcw5,50.0,200,0.76,2.5822760814286986e-05,0.005,-0.006386145043713709,-0.14177719683700163,1.0069077121431147,10
all_days,all_no_ak,xgb_d4_500_lr002_mcw5,50.0,252,0.753968253968254,3.0769502579932854e-05,0.005,-0.00731383289775589,-0.14854625634239127,1.0083369407582894,10
all_days,reversal_fundamental_regime,xgb_d3_600_lr002_mcw3,50.0,223,0.7443946188340808,1.7986746928214263e-05,0.005,-0.008109036792043112,-0.11093785689570512,1.004875836967906,10
all_days,reversal_fundamental_regime_sector_external,xgb_d2_200_lr003_mcw5,50.0,277,0.7653429602888087,3.7249734824205975e-05,0.005,-0.008642503666503543,-0.2060595208172853,1.0099135101009387,10
all_days,reversal_fundamental_regime,lgbm_leaves15_700,50.0,234,0.7435897435897436,-2.491747369690091e-05,0.005,-0.018615810100733654,-0.13432560250788672,0.9933171002288657,10
all_days,reversal_fundamental_regime_sector,xgb_d2_200_lr003_mcw5,50.0,274,0.7591240875912408,-1.0481052430851493e-05,0.005,-0.021115200812616752,-0.14608268103025634,0.9971949954163796,10
all_days,all_no_ak,xgb_d3_400_lr003_mcw3,50.0,191,0.7486910994764397,-6.06047096462708e-05,0.005,-0.02251990465548548,-0.148546263281084,0.9837935492182489,10
all_days,reversal_fundamental_regime_sector,xgb_d3_600_lr002_mcw3,50.0,179,0.7374301675977654,-9.61621545280614e-05,0.005,-0.025424803326144385,-0.10963511482987476,0.9743347112306125,10
all_days,reversal_fundamental_regime,xgb_d2_200_lr003_mcw5,50.0,203,0.7487684729064039,-0.00014890157951802252,0.005,-0.04151721365131156,-0.1166650554929366,0.9613979447540631,10
all_days,reversal_fundamental_regime_sector,xgb_d3_400_lr003_mcw3,50.0,176,0.7443181818181818,-0.00023151524628690182,0.005,-0.05024570342323542,-0.1098719967001952,0.9405482129408282,10
all_days,reversal_fundamental_regime,extra_trees_600_d3,50.0,286,0.7342657342657343,-0.00012773463902688017,0.005,-0.05202681210596749,-0.17416857964448595,0.9656848366623748,10
all_days,reversal_fundamental_regime_sector_external,xgb_d3_600_lr002_mcw3,50.0,222,0.7567567567567568,-0.00019466640001986982,0.005,-0.056362332077875665,-0.16682099307927156,0.9503561970684994,10
