code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sh.601899,2017-04-29,2017-03-31,0.035351,0.059792,0.141322,1103606809.0,0.129135,,21540743650.0,15803803650.0,True,2017-04-30,23.978572,3.753351,1.278853,70.375558,0.709914,0.203945,0.07,-0.008592,12.504536,14.666667,14.771988,0.810594,0.438636,0.182376,-0.027626,0.645038,2.817206,0.303518,0.696482,0.181211,3.754774,0.055016,0.920125,0.055016,0.035351,3.181416,0.203945,0.911224,0.059792,0.889054,0.733672,0.091667
sh.601899,2017-08-19,2017-06-30,0.04958,0.046976,0.145899,1762721468.0,0.121871,37523631910.0,23031218891.0,15803803650.0,True,2017-08-20,45.97986,3.914757,2.661648,67.627277,1.356349,0.407659,0.238177,0.084364,2.056723,1.76,1.796322,0.907845,0.556252,0.250258,0.02873,0.615601,2.601464,0.328748,0.671252,0.213698,4.105247,0.088099,1.875401,0.088099,0.04958,3.031526,0.407659,0.85402,0.046976,0.819426,0.756409,0.07579
sh.601899,2017-10-26,2017-09-30,0.071398,0.043107,0.147508,2671626435.0,0.11417,,23031218891.0,15803803650.0,True,2017-10-27,67.786151,3.983114,4.24539,63.598398,2.293417,0.677803,0.278117,0.076692,0.839936,0.515152,0.554359,0.966694,0.550123,0.234607,-0.010789,0.597589,2.485024,0.319325,0.680675,0.232747,2.799401,0.093016,2.157817,0.093016,0.071398,2.948523,0.677803,0.828777,0.043107,0.766427,0.642781,0.0875
sh.601899,2018-03-24,2017-12-31,0.111778,0.034348,0.139364,3247549197.0,0.152303,94548620000.0,23031218891.0,15803803650.0,True,2018-03-25,91.090286,3.952123,7.047492,51.081999,3.580355,1.059173,0.260685,0.001094,0.924738,0.777778,0.906577,0.995882,0.610732,0.206159,-0.110648,0.57854,2.372702,0.321054,0.678946,0.253907,8.783866,0.103273,3.006684,0.103273,0.111778,2.844594,1.059173,1.080112,0.034348,0.710941,0.886155,0.05452
sh.601899,2018-04-25,2018-03-31,0.030795,0.060581,0.153563,1385103018.0,0.155765,,23031218891.0,15803803650.0,True,2018-04-26,15.944446,5.644599,1.73739,51.801851,0.782393,0.253645,0.218213,-0.008951,0.255069,0.0,0.079282,1.002903,0.626003,0.238949,-0.107614,0.580822,2.385621,0.327271,0.672729,0.25605,3.71981,0.058037,0.958009,0.058037,0.030795,2.557587,0.253645,0.783597,0.060581,0.819903,0.731169,0.101055
sh.601899,2018-08-25,2018-06-30,0.072209,0.061604,0.142478,3068749857.0,0.196635,49813890835.0,23031218891.0,16875725837.0,True,2018-08-26,38.529862,4.671701,3.729761,48.260466,1.721874,0.552554,0.061017,-0.040967,0.740916,0.594203,0.678241,0.969023,0.576702,0.336341,-0.087967,0.585431,2.412146,0.320754,0.679246,0.251369,7.19502,0.099986,1.623034,0.099986,0.072209,2.576697,0.552554,0.823274,0.061604,0.811659,0.861015,0.088151
sh.601899,2018-10-27,2018-09-30,0.094723,0.051304,0.134389,3907968102.0,0.201722,,23031218891.0,16875725837.0,True,2018-10-28,55.325924,4.880172,5.52455,48.872761,2.711052,0.84364,0.044432,-0.025553,0.462767,0.46,0.514043,0.856929,0.458959,0.242613,-0.052966,0.580778,2.38537,0.301528,0.698472,0.260564,7.157796,0.086902,1.693868,0.086902,0.094723,2.551204,0.84364,0.857829,0.051304,0.787998,0.860292,0.07568
sh.601899,2019-03-23,2018-12-31,0.108509,0.044179,0.125883,4682676553.0,0.177749,105994246123.0,23031218891.0,16875725837.0,True,2019-03-24,55.463717,6.49073,7.799098,46.159183,3.585508,1.048438,0.155879,0.26383,0.441911,0.125,0.167076,0.818005,0.477634,0.292212,0.269644,0.581201,2.387782,0.269746,0.730254,0.139609,5.686961,0.096543,2.185291,0.096543,0.108509,2.679665,1.048438,0.874238,0.044179,0.763873,0.833452,0.069392
sh.601899,2019-04-30,2019-03-31,0.021302,0.036151,0.128129,1049885374.0,0.168593,,23031218891.0,16875725837.0,True,2019-05-01,30.174265,2.982674,1.920294,46.867833,0.963164,0.256993,0.173527,0.243708,-0.242016,-0.191489,-0.194295,0.851821,0.460893,0.268863,0.248143,0.582893,2.397467,0.263904,0.736096,0.150907,3.601409,0.044244,1.223872,0.044244,0.021302,2.752822,0.256993,0.832931,0.036151,0.734049,0.722331,0.06818
sh.601899,2019-08-30,2019-06-30,0.045547,0.033322,0.112445,2239169790.0,0.148529,67198395835.0,23031218891.0,16875725837.0,True,2019-08-31,81.214729,2.216347,4.657374,38.648391,2.226826,0.585706,0.170304,0.281276,-0.270332,-0.272727,-0.266372,0.786962,0.446378,0.248918,0.305889,0.596677,2.479405,0.256514,0.743487,0.137323,4.275594,0.06557,1.967787,0.06557,0.045547,2.819383,0.585706,0.827741,0.033322,0.736686,0.775156,0.058352
