date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2026-04-13,33.66,-0.27,-122161984.0,-2.06,100960704.0,1.7,-223122688.0,-3.77,-287455648.0,-4.85,409617632.0,6.92
2026-04-14,34.8,3.39,742555056.0,7.17,518873248.0,5.01,223681808.0,2.16,-179215216.0,-1.73,-563339824.0,-5.44
2026-04-15,34.91,0.32,-106196352.0,-1.0,-130329568.0,-1.23,24133216.0,0.23,47896960.0,0.45,58299376.0,0.55
2026-04-16,35.3,1.12,481198336.0,6.8,470628896.0,6.65,10569440.0,0.15,-219055856.0,-3.09,-262142480.0,-3.7
2026-04-17,34.73,-1.61,-865293312.0,-11.55,-712765600.0,-9.51,-152527712.0,-2.04,94541216.0,1.26,770752080.0,10.29
2026-04-20,34.82,0.26,215417776.0,2.73,164362864.0,2.08,51054912.0,0.65,-421513344.0,-5.34,206095584.0,2.61
2026-04-21,35.66,2.41,1344227424.0,12.23,1737991648.0,15.82,-393764224.0,-3.58,-616783440.0,-5.61,-727443984.0,-6.62
2026-04-22,35.53,-0.36,-1123041408.0,-8.47,-1256462768.0,-9.48,133421360.0,1.01,53180336.0,0.4,1069861008.0,8.07
2026-04-23,34.4,-3.18,-2188646224.0,-17.74,-1557007008.0,-12.62,-631639216.0,-5.12,170132880.0,1.38,2018513344.0,16.36
2026-04-24,34.31,-0.26,-516748432.0,-5.91,-404549984.0,-4.63,-112198448.0,-1.28,-175183744.0,-2.0,691932176.0,7.91
2026-04-27,33.56,-2.19,-1251033568.0,-16.06,-1130838112.0,-14.52,-120195456.0,-1.54,187594896.0,2.41,1063438656.0,13.65
2026-04-28,32.95,-1.82,-501982656.0,-7.32,-245079776.0,-3.57,-256902880.0,-3.75,-213343056.0,-3.11,715325712.0,10.43
2026-04-29,34.14,3.61,707690112.0,6.95,477565504.0,4.69,230124608.0,2.26,-230997568.0,-2.27,-476692528.0,-4.68
2026-04-30,33.3,-2.46,-1097350944.0,-13.64,-436134224.0,-5.42,-661216720.0,-8.22,-23379296.0,-0.29,1120730240.0,13.93
2026-05-06,34.21,2.73,963940944.0,7.16,240207456.0,1.78,723733488.0,5.37,-620231040.0,-4.6,-343709888.0,-2.55
2026-05-07,34.46,0.73,-807933504.0,-6.95,-772856528.0,-6.65,-35076976.0,-0.3,81517792.0,0.7,726415712.0,6.25
2026-05-08,34.8,0.99,433521840.0,4.18,361772736.0,3.49,71749104.0,0.69,-438348288.0,-4.23,4826448.0,0.05
2026-05-11,34.27,-1.52,-1057054656.0,-10.17,-536630864.0,-5.16,-520423792.0,-5.01,15655728.0,0.15,1041398928.0,10.02
