date,open,high,low,close,volume
2018-01-02,9.69290634,9.81298556,9.58958236,9.7459646,883489
2018-01-03,9.72083174,9.8157781,9.66777348,9.70966158,1106095
2018-01-04,9.6901138,9.81298556,9.4667106,9.47508822,1345036
2018-01-05,9.50022108,10.332398,9.44716282,9.98891558,2645291
2018-01-08,9.96099018,10.10620226,9.79902286,9.96099018,1576008
2018-01-09,9.88838414,10.16763814,9.83253334,9.96378272,1799227
2018-01-10,9.87721398,9.9972932,9.5085987,9.5225614,1437324
2018-01-11,9.4667106,9.83811842,9.28798804,9.65101824,1263957
2018-01-12,9.61750776,10.21790386,9.5784122,9.99450066,1933053
2018-01-15,10.03080368,10.4859877,9.8716289,10.00567082,3250492
2018-01-16,9.83532588,10.66191772,9.82415572,10.50832802,3689785
2018-01-17,10.41338166,10.60327438,10.13133512,10.44968468,2819264
2018-01-18,10.4161742,10.74848646,10.332398,10.62002962,2516702
2018-01-19,10.53066834,10.72056106,10.1648456,10.1648456,2331919
2018-01-22,10.00008574,10.13412766,9.61471522,9.82415572,1896629
2018-01-23,9.8437035,9.93585732,9.69569888,9.7878527,959664
2018-01-24,9.79623032,10.10061718,9.73479444,10.0950321,1398609
2018-01-25,10.05593654,10.38545626,9.913517,9.94982002,1458125
2018-01-26,9.84091096,10.02242606,9.5504868,9.57282712,1649099
2018-01-29,9.5504868,9.7040765,9.2293447,9.3270836,1287449
2018-01-30,8.936128,9.11205802,8.84676672,8.91937276,1714125
2018-01-31,8.86910704,8.87189958,8.20448252,8.27150348,1664713
2018-02-01,8.29105126,8.41113048,8.0145898,8.39437524,1195869
2018-02-02,8.26871094,8.5451724,8.1542168,8.20168998,791064
2018-02-05,8.1542168,8.1542168,7.679485,7.70182532,975810
2018-02-06,7.40302354,7.43094894,6.93108428,6.93108428,1635640
2018-02-07,7.17403526,7.19637558,6.71885124,7.04278588,1210611
2018-02-08,6.93108428,7.2047532,6.93108428,7.10422176,957447
2018-02-09,6.8137976,7.10422176,6.76073934,6.9254992,999563
2018-02-12,7.03999334,7.24943384,6.9673873,7.1489024,797765
2018-02-13,7.14331732,7.2047532,7.02603064,7.05674858,811400
2018-02-14,7.260604,7.7632612,7.260604,7.7632612,1087049
2018-02-22,8.23520046,8.53958732,8.1821422,8.53958732,1867570
2018-02-23,8.656874,8.93333546,8.1961049,8.68759194,4467360
2018-02-26,8.65966654,9.2991582,8.5451724,9.00873404,4786827
2018-02-27,8.66245908,9.04224452,8.656874,8.8802772,3377671
2018-02-28,8.71551734,8.76578306,8.4474335,8.62615606,2846018
2018-03-01,8.5312097,8.796501,8.52003954,8.76578306,2639641
2018-03-02,8.656874,9.05341468,8.4334708,8.4613962,3283557
2018-03-05,8.4613962,8.81884132,8.31618412,8.8104637,2317272
2018-03-06,8.7546129,9.1595312,8.62336352,8.66245908,3180350
2018-03-07,8.52562462,8.9919788,8.4474335,8.98360118,3237373
2018-03-08,8.936128,9.48346584,8.8802772,9.44157774,4666046
2018-03-09,9.60354506,10.38266372,9.52814648,9.54490172,5112585
2018-03-12,9.54210918,9.7320019,9.35780154,9.54490172,3393828
2018-03-13,9.38851948,9.9274797,9.37734932,9.86604382,4218232
2018-03-14,9.79623032,10.29888752,9.51976886,9.51976886,4203483
2018-03-15,9.19862676,9.19862676,8.56751272,8.63453368,3974229
2018-03-16,8.70155464,8.75740544,8.4474335,8.4613962,1642160
2018-03-19,8.33014682,8.64849638,8.24916316,8.53400224,1249800
2018-03-20,8.5312097,8.7406502,8.3915827,8.7266875,1478083
2018-03-21,8.74623528,8.936128,8.5032843,8.52841716,1865390
2018-03-22,8.4893216,8.75740544,8.45301858,8.60660828,1326003
2018-03-23,8.237993,8.237993,7.74650596,7.74650596,2120810
2018-03-26,7.58733118,8.0285525,7.2885294,7.9866644,1509136
2018-03-27,8.0285525,8.52003954,8.0006271,8.36644984,1873009
2018-03-28,8.1961049,8.796501,8.12908394,8.4195081,2330236
2018-03-29,8.38320508,8.59543812,8.237993,8.53679478,1790023
2018-03-30,8.62615606,8.89982498,8.6010232,8.78812338,2125652
2018-04-02,8.84955926,9.10088786,8.6987621,9.10088786,2815675
2018-04-03,8.8383891,9.47508822,8.8383891,9.45833298,3618218
2018-04-04,9.4387852,9.5504868,9.0338669,9.0478296,2544817
2018-04-09,8.94450562,9.65660332,8.94171308,9.55607188,2803333
2018-04-10,9.3829344,9.48625838,8.6289486,8.9500907,3054730
2018-04-11,8.94450562,9.215382,8.94450562,9.01431912,1883669
2018-04-12,9.03107436,9.76830492,8.98918626,9.45833298,4856225
2018-04-13,9.57561966,10.29888752,9.4387852,9.65381078,5784063
2018-04-16,9.60354506,10.192771,9.60354506,9.8297408,4978246
2018-04-17,9.51418378,9.77389,8.98639372,9.06737738,3858966
2018-04-18,9.1874566,9.20979692,8.46698128,8.7546129,3496869
2018-04-19,8.7406502,9.02548928,8.55075748,8.57868288,2234653
2018-04-20,8.41113048,8.59823066,7.92522852,7.9866644,2143699
2018-04-23,8.2100676,8.78533084,8.1262914,8.78533084,1397729
2018-04-24,9.075755,9.5504868,9.02828182,9.35221646,5210380
2018-04-25,9.21817454,9.95261256,9.19024914,9.64543316,5323253
2018-04-26,9.51976886,9.72362428,9.2433074,9.32149852,3538037
2018-04-27,9.5225614,9.60354506,8.71551734,8.78812338,3312953
2018-05-02,8.9082026,9.66777348,8.9082026,9.66777348,1484400
2018-05-03,10.63399232,10.63399232,10.2486218,10.63399232,8590350
2018-05-04,11.449414,11.69795006,10.6954282,10.89369854,13662358
2018-05-07,9.80460794,11.69236498,9.80460794,11.1003465,11862108
2018-05-08,10.79037456,11.58624846,10.79037456,10.98026728,9737105
2018-05-09,10.611652,10.7792044,10.22348894,10.5837266,6032495
2018-05-10,10.611652,10.7373163,10.2486218,10.44130706,4310379
2018-05-11,10.57814152,10.5976893,9.9274797,9.9693678,3767776
2018-05-14,9.87442144,10.4580623,9.87442144,10.28213228,3832201
2018-05-15,10.27096212,10.37987118,9.9274797,10.25699942,2874844
2018-05-16,10.24024418,10.2486218,9.96378272,9.99450066,2257265
2018-05-17,9.9414424,10.32960546,9.86883636,10.26816958,2813446
2018-05-18,10.25699942,10.25699942,9.9414424,10.18160084,2121930
2018-05-21,10.33519054,10.67029534,10.16763814,10.6256147,4056352
2018-05-22,10.61723708,10.8629806,10.38266372,10.81271488,4621686
2018-05-23,10.7792044,10.7792044,10.41896674,10.42175928,3108266
2018-05-24,10.41338166,10.46364738,10.26816958,10.38545626,1606000
2018-05-25,10.2765472,10.57814152,10.2765472,10.44689214,2042034
2018-05-28,10.43851452,10.43851452,9.91910208,9.91910208,2031600
2018-05-29,9.87442144,10.15646798,9.72083174,9.74037952,1487900
2018-05-30,9.58399728,9.60075252,8.8244264,8.94450562,2147241
2018-05-31,9.1316058,9.5504868,9.02269674,9.4248225,1817054
2018-06-01,9.494636,9.7599273,9.26006264,9.62588538,2017948
2018-06-04,9.88000652,9.88000652,9.47229568,9.5085987,1255921
2018-06-05,9.5365241,10.0810694,9.53093902,10.00846336,1959453
2018-06-06,9.77668254,10.82947012,9.77389,10.30726514,3760144
2018-06-07,10.1648456,10.74569392,10.1648456,10.5418385,3541293
2018-06-08,10.3882488,10.472025,10.1788083,10.44689214,2427820
2018-06-11,10.26537704,11.030533,10.26537704,10.71497598,4358243
2018-06-12,11.0584584,11.18133016,10.2765472,10.6675028,3850627
2018-06-13,10.4999504,11.3935632,10.4161742,11.030533,6305880
2018-06-14,10.8350552,10.9467568,10.29888752,10.89369854,3876068
2018-06-15,10.8769433,10.95513442,9.81019302,10.05593654,3845696
2018-06-19,9.5449066,9.713843,9.05076763,9.05076763,2746702
2018-06-20,8.59463935,9.39708725,8.59463935,9.291502,4077535
2018-06-21,9.53645978,10.2206522,9.31261905,9.74763028,7970334
2018-06-22,9.95457737,10.65566343,9.81098143,10.21642879,9183144
2018-06-25,9.94190714,11.05688738,9.63359821,10.6852273,10017512
2018-06-26,10.69367412,11.13713217,10.2628863,10.92173826,11063941
2018-06-27,10.75702527,12.01560145,10.7274614,12.01560145,6936569
2018-06-28,13.2192733,13.2192733,12.1211867,13.2192733,15657849
2018-06-29,13.03766667,14.359594,12.36614448,13.6416143,19625792
2018-07-02,14.0639553,14.6129986,12.78426207,13.50224177,17626481
2018-07-03,13.15169874,13.3459756,12.15075057,12.46750632,15340639
2018-07-04,12.23099536,12.37036789,11.28917493,11.60170727,10914153
2018-07-05,11.55947317,11.77064367,10.77814232,10.90484462,8128513
2018-07-06,11.08222784,11.22160037,10.63032297,10.95974895,7785956
2018-07-09,10.93018508,11.35674949,10.8541637,11.33985585,7149100
2018-07-10,11.26383447,11.62704773,11.03154692,11.6143775,8476036
2018-07-11,11.31451539,11.34407926,10.6429932,11.05688738,6893119
2018-07-12,10.91329144,11.4876752,10.90484462,11.35674949,6648381
2018-07-13,11.2342706,11.80020754,11.02732351,11.68195206,8754685
2018-07-16,11.56369658,11.67772865,11.2342706,11.5299093,5520241
2018-07-17,11.403207,11.63549455,11.08645125,11.4454411,4687571
2018-07-18,11.33563244,11.44121769,10.61342933,10.65144002,6094856
2018-07-19,10.5162909,10.5162909,9.9672476,10.15730105,5232150
2018-07-20,10.13196059,10.30089699,10.03059875,10.21220538,3008651
2018-07-23,10.2628863,10.32623745,9.91656668,10.06860944,3451931
2018-07-24,10.02637534,10.29667358,9.97991783,10.24599266,3096378
2018-07-25,10.14040741,10.33890768,9.97991783,10.02215193,3103500
2018-07-26,9.95880078,10.07705626,9.57869388,9.66316208,3740986
2018-07-27,9.74763028,9.81942825,9.54913001,9.70961959,2030198
2018-07-30,9.6716089,9.75185369,9.13101242,9.28305518,3460877
2018-07-31,9.291502,9.48155545,8.91561851,9.4182043,2016900
2018-08-01,9.46888522,9.5026725,8.91984192,8.91984192,2445000
2018-08-02,9.27460836,9.27883177,8.49327751,8.93251215,3380389
2018-08-03,9.10144855,9.11411878,8.47638387,8.5312882,2345540
2018-08-06,8.45104341,8.5312882,8.03292582,8.12584084,2580700
2018-08-07,8.08360674,8.42147954,7.97379808,8.32434111,2576431
2018-08-08,8.40880931,8.63687345,8.10472379,8.13006425,2835831
2018-08-09,7.9822449,8.42570295,7.9822449,8.31167088,2506580
2018-08-10,8.56929889,8.7002246,8.31589429,8.49327751,3105102
2018-08-13,8.18496858,8.56507548,8.18496858,8.50594774,2322552
2018-08-14,8.45949023,8.64109686,8.45949023,8.51439456,2216435
2018-08-15,8.4890541,8.5312882,8.17652176,8.20186222,1865267
2018-08-16,8.024479,8.2356495,7.8555426,8.02870241,1666700
2018-08-17,8.1089472,8.18919199,7.57679754,7.65704233,2167345
2018-08-20,7.602138,7.74995735,7.43742501,7.6866062,1606845
2018-08-21,7.6866062,7.7710744,7.54723367,7.6866062,1471950
2018-08-22,7.7288403,7.80063827,7.4754357,7.48810593,1302400
2018-08-23,7.47121229,7.63592528,7.37829727,7.57257413,1706852
2018-08-24,7.65704233,7.65704233,7.4332016,7.45431865,1422250
2018-08-27,7.54301026,7.97379808,7.46698888,7.79641486,2757189
2018-08-28,7.87243624,7.8977767,7.62325505,7.69082961,2193945
2018-08-29,7.62747846,7.62747846,7.5176698,7.55145708,1515834
2018-08-30,7.48388252,7.58102095,7.3064993,7.31916953,1537900
2018-08-31,7.31494612,7.42475478,7.24314815,7.24314815,1246860
2018-09-03,7.23470133,7.23892474,6.7152219,6.90527535,2069934
2018-09-04,6.95173286,7.12489267,6.88838171,7.05731811,1533484
2018-09-05,7.05731811,7.46698888,6.98552014,7.06154152,2201972
2018-09-06,6.91794558,7.25159497,6.91794558,7.12489267,1652012
2018-09-07,7.12489267,7.29382907,6.98129673,7.03620106,1453004
2018-09-10,6.9686265,7.15867995,6.8419242,6.88838171,1043050
2018-09-11,6.90949876,7.1375629,6.90949876,7.10377562,1608360
2018-09-12,7.06154152,7.14178631,6.93483922,7.02775424,1565228
2018-09-13,7.13333949,7.15023313,6.97707332,7.1375629,1456436
2018-09-14,7.17557359,7.5176698,7.0530947,7.20936087,4069444
2018-09-17,6.9686265,6.99396696,6.48715776,6.48715776,3688378
2018-09-18,6.4195832,6.62230688,6.34356182,6.56740255,1597838
2018-09-19,6.54206209,6.73633895,6.54206209,6.64764734,1653947
2018-09-20,6.62230688,6.74478577,6.56740255,6.57162596,1619054
2018-09-21,6.60118983,6.95173286,6.60118983,6.77857305,2341882
