date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q,ak_fund_收盘价_sum5,ak_fund_收盘价_sum10,ak_fund_涨跌幅_sum5,ak_fund_涨跌幅_sum10,ak_fund_主力净流入-净额_sum5,ak_fund_主力净流入-净额_sum10,ak_fund_主力净流入-净占比_sum5,ak_fund_主力净流入-净占比_sum10,ak_fund_超大单净流入-净额_sum5,ak_fund_超大单净流入-净额_sum10,ak_fund_超大单净流入-净占比_sum5,ak_fund_超大单净流入-净占比_sum10,ak_fund_大单净流入-净额_sum5,ak_fund_大单净流入-净额_sum10,ak_fund_大单净流入-净占比_sum5,ak_fund_大单净流入-净占比_sum10,ak_fund_中单净流入-净额_sum5,ak_fund_中单净流入-净额_sum10,ak_fund_中单净流入-净占比_sum5,ak_fund_中单净流入-净占比_sum10,ak_fund_小单净流入-净额_sum5,ak_fund_小单净流入-净额_sum10,ak_fund_小单净流入-净占比_sum5,ak_fund_小单净流入-净占比_sum10
2020-01-02,4.43050397,17.145031,1.648839,1.759227,20.857125,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,4.43050397,17.145031,1.648839,1.759227,20.857125,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,4.46532129,17.279766,1.661796,1.773052,21.021032,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,4.47402562,17.31345,1.665036,1.776508,21.062009,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,4.41309531,17.077663,1.64236,1.752314,20.775172,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,69,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,4.45661696,17.246082,1.658557,1.769595,20.980055,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,70,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,4.42179964,17.111347,1.645599,1.755771,20.816149,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,71,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,4.40439098,17.04398,1.639121,1.748858,20.734195,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,74,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,4.41309531,17.077663,1.64236,1.752314,20.775172,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,75,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,4.37827799,16.942928,1.629403,1.738489,20.611265,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484,76,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
