code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sh.601985,2017-04-27,2017-03-31,0.02942,0.272489,0.420037,2170799396.72,0.301549,,15565430000.0,4229650000.0,True,2017-04-28,2.169521,41.483814,0.341086,263.862973,0.259035,0.028097,0.085578,0.090199,0.186908,0.2,0.203088,0.784139,0.436378,0.170567,0.085739,0.740073,3.847235,0.106732,0.893268,0.142127,3.521518,0.598919,2.197956,0.598919,0.02942,6.866551,0.028097,0.559622,0.272489,0.839236,0.716032,0.453454
sh.601985,2017-08-25,2017-06-30,0.061914,0.276498,0.415514,4489002441.05,0.291452,16201310812.4,15565430000.0,4229650000.0,True,2017-08-26,4.830198,37.265551,0.676879,265.926536,0.501946,0.056526,0.036138,0.085916,0.00898,0.025,0.019178,0.796348,0.45416,0.225711,0.090577,0.753006,4.048683,0.11492,0.88508,0.137466,3.633901,0.590523,2.135719,0.590523,0.061914,6.986501,0.056526,0.567006,0.276498,0.869933,0.724814,0.438511
sh.601985,2017-10-28,2017-09-30,0.09794,0.286309,0.422204,7259493938.14,0.310388,,15565430000.0,4229650000.0,True,2017-10-29,6.610986,40.841107,1.057481,255.323767,0.758058,0.087114,0.078927,0.08586,0.072741,0.083333,0.091093,0.886957,0.537507,0.257453,0.08584,0.747334,3.9578,0.119331,0.880669,0.139436,3.669298,0.602489,2.104327,0.602489,0.09794,6.94586,0.087114,0.565343,0.286309,0.876236,0.727468,0.449159
sh.601985,2018-04-20,2017-12-31,0.106908,0.239243,0.396064,8036146122.52,0.288955,33589908933.61,15565430000.0,4229650000.0,True,2018-04-21,9.917349,36.300023,1.414624,254.484649,1.046046,0.11479,0.068522,0.074973,-0.008906,0.003472,0.002014,0.859095,0.468095,0.21936,0.072485,0.743969,3.905778,0.109287,0.890713,0.138834,3.371081,0.592635,2.477127,0.592635,0.106908,6.95537,0.11479,0.559686,0.239243,0.85373,0.703359,0.39842
sh.601985,2018-04-20,2018-03-31,0.027715,0.264387,0.448567,2182585586.72,0.288459,,15565430000.0,4229650000.0,True,2018-04-21,2.293749,39.237081,0.29221,307.997458,0.233157,0.026902,0.061459,0.089528,7.1e-05,-0.012658,-0.006301,0.939835,0.538824,0.288745,0.091475,0.741396,3.866911,0.121327,0.878673,0.138877,3.512816,0.560272,2.119137,0.560272,0.027715,6.978428,0.026902,0.558388,0.264387,0.830154,0.715328,0.445221
sh.601985,2018-08-24,2018-06-30,0.058781,0.255381,0.439013,4677597180.41,0.29009,17926062370.9,15565430000.0,15565430000.0,True,2018-08-25,4.004187,44.952941,0.639529,281.457058,0.499161,0.058071,0.066026,0.074572,0.032588,0.006061,0.006896,0.939237,0.541878,0.254985,0.068012,0.748409,3.97471,0.12314,0.87686,0.136517,3.367087,0.596097,2.284436,0.596097,0.058781,7.035652,0.058071,0.551363,0.260938,0.857343,0.703007,0.432936
sh.601985,2018-10-26,2018-09-30,0.086459,0.245789,0.440449,7019894876.25,0.271821,,15565430000.0,15565430000.0,True,2018-10-27,7.248216,37.250548,1.002723,269.26676,0.780402,0.090417,0.056886,0.065061,-0.038197,-0.064394,-0.064795,0.986171,0.573152,0.28939,0.058764,0.742916,3.889778,0.122095,0.877905,0.138161,3.163998,0.657449,2.636895,0.657449,0.086459,6.993776,0.090417,0.548377,0.249327,0.851279,0.683944,0.42823
sh.601985,2019-04-26,2019-03-31,0.029479,0.242234,0.430269,2601380501.33,0.315168,,15565430000.0,15565430000.0,True,2019-04-27,1.970012,45.685002,0.357547,251.715316,0.292857,0.032796,0.072542,0.067206,0.19188,0.141026,0.138558,0.939335,0.537511,0.219114,0.064912,0.739802,3.843225,0.118358,0.881642,0.138756,3.426536,0.511044,2.109713,0.511044,0.029479,6.956644,0.032796,0.533407,0.242234,0.829402,0.70816,0.412419
sh.601985,2019-04-26,2018-12-31,0.105387,0.217182,0.417554,8536410163.91,0.304319,39305402286.52,15565430000.0,15565430000.0,True,2019-04-27,9.975503,36.088407,1.407723,255.732188,1.168943,0.125441,0.064736,0.065811,0.052069,0.044674,0.0449,0.868581,0.424429,0.182547,0.063568,0.741652,3.870752,0.10546,0.89454,0.138467,2.991025,0.595539,2.742127,0.595539,0.105387,6.971224,0.125441,0.554901,0.217182,0.852416,0.665666,0.382749
sh.601985,2019-08-24,2019-06-30,0.054886,0.217202,0.435819,4775852709.55,0.305545,,15565430000.0,15565430000.0,True,2019-08-25,4.465812,40.306222,0.730956,246.252944,0.545375,0.066146,0.089354,0.086434,0.021006,0.006024,0.007396,1.103766,0.712324,0.387091,0.086277,0.748301,3.972997,0.136284,0.863716,0.136008,2.658888,0.662146,3.048533,0.662146,0.054886,7.022383,0.066146,0.544014,0.217202,0.821117,0.623903,0.423976
sh.601985,2019-10-30,2019-09-30,0.077065,0.198651,0.429856,6731423854.86,0.296879,,15565430000.0,15565430000.0,True,2019-10-31,6.911077,39.067716,1.132787,238.350233,0.853145,0.101635,0.078775,0.07427,-0.027289,-0.028689,-0.030478,1.116134,0.705722,0.375242,0.074992,0.743415,3.897349,0.132009,0.867991,0.137644,2.488263,0.68296,3.437994,0.68296,0.077065,6.97468,0.101635,0.547271,0.198651,0.823153,0.598113,0.403484
sh.601985,2020-04-24,2019-12-31,0.095614,0.182503,0.418471,8407376510.8,0.296333,45841682909.17,15565446753.0,15565446753.0,True,2020-04-25,8.739559,41.192009,1.471444,244.657708,1.206645,0.137284,0.078055,0.074681,-0.015116,-0.026316,-0.026242,0.86398,0.476022,0.222673,0.072717,0.740297,3.850554,0.121509,0.878491,0.136213,2.523027,0.565895,3.100751,0.565895,0.095614,6.955808,0.137284,0.548632,0.182503,0.812352,0.603651,0.372168
sh.601985,2020-04-24,2020-03-31,0.020483,0.181543,0.458187,1929093455.93,0.273764,,15565450457.0,15565450457.0,True,2020-04-25,1.648988,54.578943,0.31213,288.341247,0.239758,0.03031,0.071734,0.066701,-0.258435,-0.247191,-0.25317,0.935523,0.57415,0.275453,0.065485,0.738959,3.830813,0.131246,0.868754,0.136321,2.259788,0.552694,3.044418,0.552694,0.020483,6.929405,0.03031,0.537194,0.181543,0.752598,0.59801,0.403375
sh.601985,2020-08-21,2020-06-30,0.058686,0.223379,0.465874,5189931320.56,0.320515,,15565451584.0,15565451584.0,True,2020-08-22,3.277114,54.926372,0.633611,284.086073,0.515494,0.06582,0.063706,0.049782,0.086703,0.143713,0.144874,0.85586,0.494871,0.199466,0.048365,0.747291,3.957118,0.133671,0.866329,0.132847,2.901161,0.513771,2.299992,0.513771,0.058686,6.964369,0.06582,0.573135,0.223379,0.81421,0.65531,0.418658
sh.601985,2020-10-29,2020-09-30,0.090592,0.235851,0.464599,8712704047.41,0.374969,,15565462907.0,15565462907.0,True,2020-10-30,5.136489,52.565092,1.020345,264.616284,0.817151,0.104432,0.185524,0.048082,0.294333,0.329114,0.332257,1.001608,0.589929,0.232798,0.019054,0.722826,3.607842,0.133877,0.866123,0.150225,2.960263,0.603195,2.557531,0.603195,0.090592,6.529445,0.104432,0.563306,0.235851,0.821328,0.67982,0.422403
sh.601985,2021-04-27,2021-03-31,0.025083,0.241888,0.446194,3325119932.92,0.384858,,17456017800.0,15565470537.0,True,2021-04-28,1.222978,73.590838,0.372507,241.606071,0.250676,0.035634,0.407568,0.102595,0.686121,0.5,0.679333,0.991385,0.635858,0.286431,0.036995,0.694994,3.278625,0.148092,0.851908,0.171424,4.077096,0.441748,1.826253,0.441748,0.025083,5.416776,0.035634,0.537236,0.241888,0.817369,0.716405,0.413083
