date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close
2026-04-01,63.57,65.17,63.08,64.14,17997864.0,0.0,0.0,64.14,64.14,,,,,0.5071770334925806,,,64.14,0.0,,,4526.0668,,,,,,,0.5071770334925806,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1152191071.0,17997864,48,64.01821188336571,2026-04-02,64.5929017809884,63.53,65.85,63.24,0.0070611440752790244,0.008976975156221423,-0.0095104458995946
2026-04-02,64.5,65.85,63.24,63.53,17183099.0,0.0,0.0,64.08190476190477,64.12,,,,,0.1111111111110685,,,64.08190476190477,-17183099.0,,,4478.9141,,,,,,,0.1111111111110685,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1109906226.0,17183099,48,64.5929017809884,2026-04-03,64.3117561963696,63.3,65.75,62.5,0.012305307671487409,-0.00435257709232606,-0.0036203368487329746
2026-04-03,63.62,65.75,62.5,63.3,14073523.0,0.0,0.0,64.00743764172336,64.09311475409837,,,,,0.2461538461537695,,,64.00743764172336,-31256622.0,,,4440.7889,,,,,,,0.2461538461537695,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,905092980.0,14073523,48,64.3117561963696,2026-04-07,61.60997948002697,60.91,63.7,60.07,-0.02669858641347589,-0.04201061945957474,-0.03775671406003156
2026-04-07,63.3,63.7,60.07,60.91,15655966.0,0.0,0.0,63.712443580606845,63.98875033593121,,,,,0.231404958677621,,,63.712443580606845,-46912588.0,,,4440.6162,,,,,,,0.231404958677621,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,964563744.0,15655966,48,61.60997948002697,2026-04-08,66.01650264775623,67.0,67.0,63.0,0.08383685187582057,0.07152287997690032,0.09998358233459204
2026-04-08,63.95,67.0,63.0,67.0,22125904.0,0.0,0.0,64.02554419197763,64.08747983311379,,,,,0.99999999999975,,67.0,67.0,-24786684.0,,,4595.556,,,,,,,0.99999999999975,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1460674800.0,22125904,48,66.01650264775623,2026-04-09,68.71275372593183,68.7,70.16,66.96,0.02556348844674372,0.04084207690555752,0.025373134328358304
2026-04-09,67.8,70.16,66.96,68.7,23573566.0,0.0,0.0,64.47073045940833,64.2387100025199,,,,,0.5437499999998324,,70.16,70.16,-1213118.0,,,4566.2237,0.00887236131822,0.0710944808231992,0.0622221195049792,,,,0.5437499999998324,,,0.0622221195049792,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1619804635.0,23573566,48,68.71275372593183,2026-04-10,71.75698569355893,71.41,73.8,69.06,0.044497608348747164,0.044303739881672355,0.03944687045123718
2026-04-10,70.07,73.8,69.06,71.41,21932289.0,0.0,0.0,65.131613272798,64.47383426473236,,,,,0.4957805907171943,,73.8,73.8,20719171.0,,,4636.5655,0.0351985763692139,0.1240358885565873,0.0888373121873733,,,,0.4957805907171943,,,0.0888373121873733,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1573794948.0,21932289,48,71.75698569355893,2026-04-13,68.9525436282048,68.28,70.8,68.15,-0.03441333667266777,-0.03908249542881603,-0.043831396163002356
2026-04-13,69.8,70.8,68.15,68.28,18497495.0,0.0,0.0,65.43145962776963,64.59862658392146,,,,,0.0490566037735648,,73.8,73.8,2221676.0,,,4646.1546,0.0462453191593954,0.0786729857819905,0.0324276666225951,,,,0.0490566037735648,,,0.0324276666225951,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1275449331.0,18497495,48,68.9525436282048,2026-04-14,67.761346272462,66.78,70.32,66.0,-0.007595983121528871,-0.017275611501234467,-0.02196836555360282
2026-04-14,69.0,70.32,66.0,66.78,21812494.0,0.0,0.0,65.55989204417253,64.67014702379288,,,,,0.1805555555555143,,73.8,73.8,-19590818.0,,,4701.2837,0.0587007496842442,0.0963716959448366,0.0376709462605924,,,,0.1805555555555143,,,0.0376709462605924,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1478043959.0,21812494,48,67.761346272462,2026-04-15,66.75355555435381,65.01,69.48,64.68,-0.00039599349575014653,-0.0148726489886426,-0.026504941599281184
2026-04-15,67.45,69.48,64.68,65.01,20340710.0,0.0,0.0,65.50752137329896,64.68128974432426,,,,,0.0687499999999853,,73.8,73.8,-39931528.0,,,4685.2464,0.0195167679384171,-0.0297014925373133,-0.0492182604757305,,,,0.0687499999999853,,,-0.0492182604757305,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1357814715.0,20340710,48,66.75355555435381,2026-04-16,67.75959609286059,69.0,69.9,64.7,0.04229497143301941,0.01507096558605947,0.061375173050299825
