date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,8.96583492,5.693161,0.767268,2.289245,16.540336,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,63,5.693161,0.767268,2.289245,16.540336,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,8.8551456,5.617017900205761,0.7570061851851851,2.258627525720165,16.319117514403292,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,64,5.622875,0.757795,2.260983,16.336135,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,8.89204204,5.634589322916666,0.7593737395833332,2.2656933812499997,16.37016861458333,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,67,5.646303,0.760953,2.270404,16.404202,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,8.97505903,5.699017447095437,0.768057332987552,2.291600717842324,16.55735326348548,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,68,5.699018,0.768057,2.291601,16.557353,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,9.06730013,5.75173245220966,0.7751613299075024,2.312797720452209,16.7105042610483,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,69,5.757589,0.775951,2.315153,16.727521,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-09,9.09497246,5.781017642929807,0.7791084811800609,2.3245737650050864,16.795588226856562,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,70,5.775161,0.778319,2.322218,16.778572,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-10,9.07592409,5.781207456305314,0.7791338814942294,2.3246493070524634,16.7961387660977,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,71,5.581875,0.75227,2.244497,16.217017,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-13,9.02830644,5.535017707240294,0.745955036726128,2.2256554721930746,16.08088254459601,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,74,5.552589,0.748323,2.232721,16.131933,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-14,8.97116526,5.517446031645569,0.7435867784810126,2.21858985443038,16.029832158227848,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,75,5.517446,0.743587,2.21859,16.029832,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-01-15,9.1425888,5.617017743099788,0.7570062983014862,2.258628248407643,16.31911771549894,2024-10-30,2024-09-30,0.10214,0.470222,,29296264000.0,1.707312,,18351324463.0,18351324463.0,True,2024-10-31,,,,,,0.017163,0.231918,0.156012,0.10244,-0.074074,0.100612,,,,0.149752,0.009191,12.358485,,,,,-0.06598,-0.140316,-0.06598,0.10214,13.131983,0.017163,0.963771,0.470222,0.794628,,,76,5.622875,0.757795,2.260983,16.336135,asof1455_from_lagged_eod,1,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
