stock_code,train_days,model_family,model_name,params,n_windows,n_test_rows,median_spearman,mean_spearman,mean_pearson,median_rmse_norm,mean_rmse_norm,median_r2,mean_r2,median_pred_std_ratio,mean_target_std,passes_min_signal
002270,504,constant,constant_mean,{},48,1008,,,,1.0114859284185926,1.0259061112877033,-0.023103965292362916,-0.05355376184230689,1.0649173499132102e-17,241.0091155912045,False
