run_at,trade_date,sample_date,used_sample_date,used_live_bar_date,date_status,feature_status,snapshot_time,snapshot_age_seconds,max_snapshot_age_seconds,cutoff_time,source_used,core_complete,missing_core_fields,requires_price_snapshot,requires_intraday_bars,requires_bid_ask,uses_historical_context,requires_realtime_context,context_status,context_mode,context_snapshot_time,context_has_daily_fallback,context_stale_features,context_source_modes,lagged_daily_filled_features,lagged_daily_missing_features,required_context_features,missing_context_features,unsupported_realtime_features,stock_code,artifact_name,entry_policy,entry_vwap_premium_bps,entry_signal,close,daily_vwap,amount,volume,volume_unit_inferred,volume_unit_last,volume_unit_mixed,volume_unit_unknown_rows,volume_unit_ratio_median,pct_chg,pct_chg_raw,pct_chg_norm,pct_chg_source,pct_chg_unit,live_prev_close,hist_prev_close,prev_close_for_feature,sample_prev_close,prev_close_rel_diff,bench_close_asof,bench_ret1_asof,bench_ret5_asof,bench_ret20_asof,regime_market_ok_asof,regime_market_strict_asof,n_intraday_bars,min_intraday_bars,max_intraday_bars,intraday_feature_count,intraday_missing_count,hit_score,threshold,score_margin,signal_raw_score_pass,signal,missing_column_count,missing_feature_count,strict_features,samples,intraday_bars,reject_reason,error
2026-05-21T14:54:05,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,002270.SZ,nextday_all_days_close_profit_extra_trees_all_no_ak_v1,all_days,50.0,True,22.96,23.64027858975325,617219802.09,26108821.0,shares,shares,False,0,1.0118222063239715,-0.04966887417218535,-0.0496688741721853,-0.04966887417218535,sina_batch,ratio,24.16,24.16,24.16,24.16,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,0.0,0.0,47,40,60,17,0,0.5412266715166622,0.5278047087339155,0.013421962782746655,True,False,0,14,False,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/00_base/raw_cache/002270_5m_raw.csv,stale_snapshot_gt_180s;filled_features_gt_5,
2026-05-21T14:54:06,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,002311.SZ,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,45.12,45.67732716406223,425340464.63,9311851.0,shares,shares,False,0,1.00533951944955,0.0006653359946771076,0.0006653359946771,0.0006653359946771076,sina_batch,ratio,45.09,45.09,45.09,45.09,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,1.0,47,40,60,17,0,0.7290582060813904,0.745189368724823,-0.016131162643432617,False,False,0,0,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,stale_snapshot_gt_180s;score_below_threshold,
2026-05-21T14:54:08,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,002714.SZ,nextday_vwap_low_close_profit_random_forest_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,39.47,40.092342670893636,1473522369.76,36753212.0,shares,shares,False,0,1.0024694513279986,-0.0017703591299949029,-0.0017703591299949,-0.0017703591299949029,sina_batch,ratio,39.54,39.54,39.54,39.54,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,0.0,47,40,60,17,0,0.5083428806485785,0.5073019855495596,0.0010408950990188348,True,False,0,2,False,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/00_base/raw_cache/002714_5m_raw.csv,stale_snapshot_gt_180s,
2026-05-21T14:54:09,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,600096.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,all_days,50.0,True,31.59,32.136477729906574,1196537636.0,37233005.0,shares,shares,False,1,1.003622945635936,-0.002526049889485349,-0.0025260498894853,-0.002526049889485349,sina_batch,ratio,31.67,31.67,31.67,31.67,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,0.0,47,40,60,17,0,0.6095433235168457,0.5165203511714935,0.09302297234535217,True,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s,
2026-05-21T14:54:10,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,,,600096.SH,nextday_all_days_hit80_xgb_d3_400_reversal_fundamental_regime_v1,all_days,50.0,True,31.59,32.136477729906574,1196537636.0,37233005.0,shares,shares,False,1,1.003622945635936,-0.002526049889485349,-0.0025260498894853,-0.002526049889485349,sina_batch,ratio,31.67,31.67,31.67,31.67,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,0.0,47,40,60,17,0,0.6387017369270325,0.6920562386512756,-0.053354501724243164,False,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s;score_below_threshold,
2026-05-21T14:54:11,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,600096.SH,nextday_vwap_low_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,31.59,32.136477729906574,1196537636.0,37233005.0,shares,shares,False,1,1.003622945635936,-0.002526049889485349,-0.0025260498894853,-0.002526049889485349,sina_batch,ratio,31.67,31.67,31.67,31.67,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,0.0,47,40,60,17,0,0.580098032951355,0.5220376133918763,0.058060419559478715,True,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s,
2026-05-21T14:54:12,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,600276.SH,nextday_all_days_hit80_extra_trees_reversal_fundamental_regime_sector_v1,all_days,50.0,True,51.43,51.89818580860186,5019961787.0,96727115.0,shares,shares,False,1,0.9990319275440617,0.009421000981354233,0.0094210009813542,0.009421000981354233,sina_batch,ratio,50.95,50.95,50.95,50.95,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,0.0,47,40,60,17,0,0.5071093042237106,0.47285196923036155,0.03425733499334904,True,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/00_base/raw_cache/600276_5m_raw.csv,stale_snapshot_gt_180s,
2026-05-21T14:54:14,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-21 14:51:32,,nan,snapshot_ret_only,,,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",,,600312.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,all_days,50.0,True,21.1,21.645103840175317,594593167.0,27470100.0,shares,shares,False,1,1.008535245041775,-0.049977487618189986,-0.0499774876181899,-0.049977487618189986,sina_batch,ratio,22.21,22.21,22.21,22.21,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,1.0,47,40,60,17,0,0.36773818731307983,0.6057325005531311,-0.23799431324005127,False,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;score_below_threshold,
2026-05-21T14:54:15,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,,,600312.SH,nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,all_days,50.0,True,21.1,21.645103840175317,594593167.0,27470100.0,shares,shares,False,1,1.008535245041775,-0.049977487618189986,-0.0499774876181899,-0.049977487618189986,sina_batch,ratio,22.21,22.21,22.21,22.21,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,1.0,47,40,60,17,0,0.272575706243515,0.5366069078445435,-0.26403120160102844,False,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;score_below_threshold,
2026-05-21T14:54:16,2026-05-21,2026-05-21,2026-05-21,2026-05-21,exact_trade_date,live_overlay_partial,2026-05-21 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,,,600312.SH,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,vwap_low,50.0,True,21.1,21.645103840175317,594593167.0,27470100.0,shares,shares,False,1,1.008535245041775,-0.049977487618189986,-0.0499774876181899,-0.049977487618189986,sina_batch,ratio,22.21,22.21,22.21,22.21,0.0,4786.1152,-0.013314531923227513,-0.026142916171093655,0.006027041549367285,1.0,1.0,47,40,60,17,0,0.28276383876800537,0.6244068145751953,-0.34164297580718994,False,False,0,0,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;score_below_threshold,
