code,name,board,industry,marketcap,sector
002126,银轮股份,sz_mainboard,C36汽车制造业,38987925114.00937,11
300432,富临精工,chinext,C36汽车制造业,38869441296.16094,11
000987,越秀资本,sz_mainboard,J69其他金融业,38851564621.676895,31
600845,宝信软件,sh_mainboard,I65软件和信息技术服务业,38819932584.77097,18
601577,长沙银行,sh_mainboard,J66货币金融服务,38799977087.57638,0
600352,浙江龙盛,sh_mainboard,C26化学原料和化学制品制造业,38714425728.68836,15
600256,广汇能源,sh_mainboard,B07石油和天然气开采业,38671297969.56747,2
002236,大华股份,sz_mainboard,C39计算机、通信和其他电子设备制造业,38544622519.02388,4
002945,华林证券,sz_mainboard,J67资本市场服务,38503124530.20135,10
002340,格林美,sz_mainboard,C42废弃资源综合利用业,38475615479.47797,46
300001,特锐德,chinext,C38电气机械和器材制造业,38382703728.46465,1
600330,天通股份,sh_mainboard,C39计算机、通信和其他电子设备制造业,38162429206.30714,4
603650,彤程新材,sh_mainboard,C26化学原料和化学制品制造业,38134077232.96033,15
002078,太阳纸业,sz_mainboard,C22造纸和纸制品业,37717169056.17724,47
603179,新泉股份,sh_mainboard,C36汽车制造业,37624203281.64761,11
600707,彩虹股份,sh_mainboard,C39计算机、通信和其他电子设备制造业,37562786988.23682,4
002487,大金重工,sz_mainboard,C33金属制品业,37425872353.6573,27
600901,江苏金租,sh_mainboard,J66货币金融服务,37350147914.03287,0
600157,永泰能源,sh_mainboard,D44电力、热力生产和供应业,37090316787.94179,7
600863,华能蒙电,sh_mainboard,D44电力、热力生产和供应业,37007323500.196266,7
601108,财通证券,sh_mainboard,J67资本市场服务,36917428771.80363,10
601808,中海油服,sh_mainboard,B11开采专业及辅助性活动,36679042209.07984,43
000878,云南铜业,sz_mainboard,C32有色金属冶炼和压延加工业,36525965799.38744,20
002444,巨星科技,sz_mainboard,C33金属制品业,36465694824.39926,27
002821,凯莱英,sz_mainboard,C27医药制造业,36321377120.38369,12
600667,太极实业,sh_mainboard,E48土木工程建筑业,36246466316.88978,16
603225,新凤鸣,sh_mainboard,C28化学纤维制造业,35623502931.74078,40
000596,古井贡酒,sz_mainboard,C15酒、饮料和精制茶制造业,35589745660.93498,3
000958,电投产融,sz_mainboard,D44电力、热力生产和供应业,35584107768.67558,7
300748,金力永磁,chinext,C30非金属矿物制品业,35494068186.98024,19
600563,法拉电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,35392489095.50961,4
000786,北新建材,sz_mainboard,C30非金属矿物制品业,35327145332.959785,19
300207,欣旺达,chinext,C38电气机械和器材制造业,35270532505.66673,1
600060,海信视像,sh_mainboard,C39计算机、通信和其他电子设备制造业,35221201642.799416,4
000060,中金岭南,sz_mainboard,C32有色金属冶炼和压延加工业,35173563514.3971,20
002294,信立泰,sz_mainboard,C27医药制造业,34908116932.69757,12
603568,伟明环保,sh_mainboard,N77生态保护和环境治理业,34866037968.37834,48
000967,盈峰环境,sz_mainboard,C35专用设备制造业,34718300290.87618,9
000027,深圳能源,sz_mainboard,D44电力、热力生产和供应业,34681088228.17812,7
600588,用友网络,sh_mainboard,I65软件和信息技术服务业,34647765862.920074,18
001896,豫能控股,sz_mainboard,D44电力、热力生产和供应业,34635210972.86451,7
603306,华懋科技,sh_mainboard,C36汽车制造业,34610136554.87,11
002261,拓维信息,sz_mainboard,I65软件和信息技术服务业,34600759635.88015,18
603129,春风动力,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,34273894363.95429,13
002465,海格通信,sz_mainboard,C39计算机、通信和其他电子设备制造业,34269201638.67864,4
300017,网宿科技,chinext,I65软件和信息技术服务业,34208432464.076523,18
603606,东方电缆,sh_mainboard,C38电气机械和器材制造业,34072657420.465275,1
600085,同仁堂,sh_mainboard,C27医药制造业,34052331204.963367,12
002608,江苏国信,sz_mainboard,D44电力、热力生产和供应业,34040830584.097744,7
601799,星宇股份,sh_mainboard,C36汽车制造业,33915337100.482018,11
002032,苏泊尔,sz_mainboard,C38电气机械和器材制造业,33901180923.076923,1
601611,中国核建,sh_mainboard,E48土木工程建筑业,33664797372.73756,16
002859,洁美科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,33612466600.793163,4
600259,中稀有色,sh_mainboard,B09有色金属矿采选业,33609984990.73093,8
600177,雅戈尔,sh_mainboard,C18纺织服装、服饰业,33505949691.20217,49
600699,均胜电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,33401699640.08525,4
002046,国机精工,sz_mainboard,C34通用设备制造业,33242029278.23988,22
000811,冰轮环境,sz_mainboard,C34通用设备制造业,33118752211.499367,22
600733,北汽蓝谷,sh_mainboard,C36汽车制造业,33111050909.09091,11
603298,杭叉集团,sh_mainboard,C34通用设备制造业,32993839784.419403,22
601001,晋控煤业,sh_mainboard,B06煤炭开采和洗选业,32871556186.09684,6
600246,万通发展,sh_mainboard,K70房地产业,32760877454.423126,35
600109,国金证券,sh_mainboard,J67资本市场服务,32607811720.531048,10
000883,湖北能源,sz_mainboard,D44电力、热力生产和供应业,32528076457.635227,7
000062,深圳华强,sz_mainboard,F51批发业,32517100017.972977,32
002252,上海莱士,sz_mainboard,C27医药制造业,32478805330.967743,12
600483,福能股份,sh_mainboard,D44电力、热力生产和供应业,32249286349.36272,7
002245,蔚蓝锂芯,sz_mainboard,C38电气机械和器材制造业,32228356088.480022,1
300251,光线传媒,chinext,R87广播、电视、电影和录音制作业,32083212489.52152,50
002472,双环传动,sz_mainboard,C36汽车制造业,32044741099.78207,11
603369,今世缘,sh_mainboard,C15酒、饮料和精制茶制造业,31942700923.62345,3
300759,康龙化成,chinext,M73研究和试验发展,31907941055.8666,14
603663,三祥新材,sh_mainboard,C30非金属矿物制品业,31897570930.91098,19
603486,科沃斯,sh_mainboard,C39计算机、通信和其他电子设备制造业,31867287288.537548,4
600839,四川长虹,sh_mainboard,C39计算机、通信和其他电子设备制造业,31704487750.53448,4
000981,山子高科,sz_mainboard,C36汽车制造业,31679034432.34048,11
000547,航天发展,sz_mainboard,C39计算机、通信和其他电子设备制造业,31655305931.161087,4
600348,华阳股份,sh_mainboard,B06煤炭开采和洗选业,31601406368.71508,6
300339,润和软件,chinext,I65软件和信息技术服务业,31581717057.172028,18
000423,东阿阿胶,sz_mainboard,C27医药制造业,31531977610.43478,12
002131,利欧股份,sz_mainboard,L72商务服务业,31498741951.404167,28
000728,国元证券,sz_mainboard,J67资本市场服务,31245029432.136105,10
002601,龙佰集团,sz_mainboard,C26化学原料和化学制品制造业,31185744267.46044,15
002432,九安医疗,sz_mainboard,C35专用设备制造业,31168644546.553806,9
603773,沃格光电,sh_mainboard,C39计算机、通信和其他电子设备制造业,30845606095.18191,4
000962,东方钽业,sz_mainboard,C32有色金属冶炼和压延加工业,30744286795.709232,20
600332,白云山,sh_mainboard,C27医药制造业,30593182597.331886,12
000800,一汽解放,sz_mainboard,C36汽车制造业,30510815034.42461,11
600298,安琪酵母,sh_mainboard,C14食品制造业,30505760385.351,17
600871,石化油服,sh_mainboard,B11开采专业及辅助性活动,30480053038.401447,43
600499,科达制造,sh_mainboard,C35专用设备制造业,30474739676.604347,9
600282,南钢股份,sh_mainboard,C31黑色金属冶炼和压延加工业,30457074705.1114,26
603678,火炬电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,30422011922.402283,4
000002,万科A,sz_mainboard,K70房地产业,30414348514.498257,35
002939,长城证券,sz_mainboard,J67资本市场服务,30333582062.16472,10
000629,钒钛股份,sz_mainboard,C32有色金属冶炼和压延加工业,30194402528.43312,20
600206,有研新材,sh_mainboard,C32有色金属冶炼和压延加工业,30094995205.03173,20
300438,鹏辉能源,chinext,C38电气机械和器材制造业,29960562544.43704,1
002025,航天电器,sz_mainboard,C39计算机、通信和其他电子设备制造业,29901024297.194626,4
601598,中国外运,sh_mainboard,G58多式联运和运输代理业,29702900460.55855,51
002015,协鑫能科,sz_mainboard,D44电力、热力生产和供应业,29642016107.967632,7
002456,欧菲光,sz_mainboard,C39计算机、通信和其他电子设备制造业,29626142867.57416,4
000876,新希望,sz_mainboard,C13农副食品加工业,29610790377.69784,33
600500,中化国际,sh_mainboard,C26化学原料和化学制品制造业,29568049659.49986,15
603618,杭电股份,sh_mainboard,C38电气机械和器材制造业,29556276465.393528,1
002673,西部证券,sz_mainboard,J67资本市场服务,29544485463.27684,10
600737,中粮糖业,sh_mainboard,C13农副食品加工业,29537225280.277283,33
601933,永辉超市,sh_mainboard,F52零售业,29493631783.59395,42
000887,中鼎股份,sz_mainboard,C29橡胶和塑料制品业,29376232172.3814,39
603186,华正新材,sh_mainboard,C39计算机、通信和其他电子设备制造业,29371540008.737232,4
300454,深信服,chinext,I65软件和信息技术服务业,29353434820.280884,18
002149,西部材料,sz_mainboard,C32有色金属冶炼和压延加工业,29190698643.85884,20
603730,岱美股份,sh_mainboard,C36汽车制造业,29177737737.151245,11
002085,万丰奥威,sz_mainboard,C36汽车制造业,29131789572.86087,11
600637,东方明珠,sh_mainboard,I63电信、广播电视和卫星传输服务,29046218713.63422,24
600641,先导基电,sh_mainboard,K70房地产业,28896151380.354305,35
002555,三七互娱,sz_mainboard,I64互联网和相关服务,28874265489.182465,37
000877,天山股份,sz_mainboard,C30非金属矿物制品业,28798367240.608227,19
002459,晶澳科技,sz_mainboard,C38电气机械和器材制造业,28760252234.47862,1
000733,振华科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,28746500456.91561,4
601880,辽港股份,sh_mainboard,G55水上运输业,28723142811.356907,21
600517,国网英大,sh_mainboard,J69其他金融业,28706289215.291744,31
000737,北方铜业,sz_mainboard,C32有色金属冶炼和压延加工业,28682634639.073887,20
603005,晶方科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,28630331718.36292,4
002364,中恒电气,sz_mainboard,C38电气机械和器材制造业,28552607026.56187,1
000729,燕京啤酒,sz_mainboard,C15酒、饮料和精制茶制造业,28509167692.38257,3
002491,通鼎互联,sz_mainboard,C38电气机械和器材制造业,28388151140.296204,1
601162,天风证券,sh_mainboard,J67资本市场服务,28373372917.93313,10
600398,海澜之家,sh_mainboard,C18纺织服装、服饰业,28335916879.3292,49
002517,恺英网络,sz_mainboard,I64互联网和相关服务,28298647912.95188,37
300236,上海新阳,chinext,C39计算机、通信和其他电子设备制造业,27991496357.47864,4
601615,明阳智能,sh_mainboard,C34通用设备制造业,27974864696.73747,22
300255,常山药业,chinext,C27医药制造业,27831321122.090466,12
002518,科士达,sz_mainboard,C38电气机械和器材制造业,27607897105.93516,1
002797,第一创业,sz_mainboard,J67资本市场服务,27567978217.18872,10
601717,中创智领,sh_mainboard,C35专用设备制造业,27528195503.584354,9
600515,海南机场,sh_mainboard,K70房地产业,27436094539.40921,35
600331,宏达股份,sh_mainboard,C26化学原料和化学制品制造业,27249225208.977222,15
600295,鄂尔多斯,sh_mainboard,C31黑色金属冶炼和压延加工业,27243293775.66065,26
000519,中兵红箭,sz_mainboard,C35专用设备制造业,27238558252.64193,9
300257,开山股份,chinext,C34通用设备制造业,27218141369.619724,22
600562,国睿科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,27196425510.783203,4
600369,西南证券,sh_mainboard,J67资本市场服务,27179268588.50413,10
300623,捷捷微电,chinext,C39计算机、通信和其他电子设备制造业,27148982767.059048,4
600299,安迪苏,sh_mainboard,C14食品制造业,27141496590.96841,17
300489,光智科技,chinext,C39计算机、通信和其他电子设备制造业,27095982032.53493,4
300747,锐科激光,chinext,C39计算机、通信和其他电子设备制造业,27085427412.301044,4
600153,建发股份,sh_mainboard,L72商务服务业,26936328136.78653,28
600595,中孚实业,sh_mainboard,C32有色金属冶炼和压延加工业,26933316993.846462,20
603198,迎驾贡酒,sh_mainboard,C15酒、饮料和精制茶制造业,26911530105.09512,3
603160,汇顶科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,26830011819.754967,4
600732,爱旭股份,sh_mainboard,C38电气机械和器材制造业,26746924100.02574,1
600862,中航高科,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,26634761167.4809,13
300024,机器人,chinext,C34通用设备制造业,26545649413.4647,22
601155,新城控股,sh_mainboard,K70房地产业,26457298150.65262,35
600977,中国电影,sh_mainboard,R87广播、电视、电影和录音制作业,26437002620.26612,50
000951,中国重汽,sz_mainboard,C36汽车制造业,26419135503.3373,11
000932,华菱钢铁,sz_mainboard,C31黑色金属冶炼和压延加工业,26382179560.94717,26
603605,珀莱雅,sh_mainboard,C26化学原料和化学制品制造业,26368278752.60743,15
002653,海思科,sz_mainboard,C27医药制造业,26329058296.63013,12
600396,华电辽能,sh_mainboard,D44电力、热力生产和供应业,26258378298.85792,7
000661,长春高新,sz_mainboard,C27医药制造业,26182437859.201744,12
600353,旭光电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,26157186641.621635,4
000921,海信家电,sz_mainboard,C38电气机械和器材制造业,26139301877.18352,1
300458,全志科技,chinext,C39计算机、通信和其他电子设备制造业,26116589095.10892,4
603728,鸣志电器,sh_mainboard,C38电气机械和器材制造业,26083947036.372227,1
603345,安井食品,sh_mainboard,C13农副食品加工业,26058891128.367672,33
600114,东睦股份,sh_mainboard,C33金属制品业,26023666146.98212,27
002747,埃斯顿,sz_mainboard,C34通用设备制造业,25999303783.13525,22
600312,平高电气,sh_mainboard,C38电气机械和器材制造业,25971929021.97729,1
603067,振华股份,sh_mainboard,C26化学原料和化学制品制造业,25945029046.278244,15
600801,华新建材,sh_mainboard,C30非金属矿物制品业,25921200976.93352,19
002335,科华数据,sz_mainboard,C38电气机械和器材制造业,25881611775.854378,1
600208,衢州发展,sh_mainboard,K70房地产业,25863855282.810776,35
603596,伯特利,sh_mainboard,C36汽车制造业,25834205817.61942,11
603766,隆鑫通用,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,25833025355.362747,13
300073,当升科技,chinext,C39计算机、通信和其他电子设备制造业,25779364069.12348,4
002430,杭氧股份,sz_mainboard,C35专用设备制造业,25768849541.284405,9
601000,唐山港,sh_mainboard,G55水上运输业,25541852010.947475,21
000959,首钢股份,sz_mainboard,C31黑色金属冶炼和压延加工业,25484642353.886967,26
600536,中国软件,sh_mainboard,I65软件和信息技术服务业,25470027096.32257,18
600577,精达股份,sh_mainboard,C38电气机械和器材制造业,25468736888.14452,1
603885,吉祥航空,sh_mainboard,G56航空运输业,25466432292.76727,34
000969,安泰科技,sz_mainboard,C33金属制品业,25388078637.024124,27
603939,益丰药房,sh_mainboard,F52零售业,25350981226.931656,42
000830,鲁西化工,sz_mainboard,C26化学原料和化学制品制造业,25344658913.01801,15
002756,永兴材料,sz_mainboard,C32有色金属冶炼和压延加工业,25314786980.917446,20
600598,北大荒,sh_mainboard,A01农业,25278721332.62402,52
601118,海南橡胶,sh_mainboard,A01农业,25248186519.69389,52
002244,滨江集团,sz_mainboard,K70房地产业,25203467812.6307,35
600546,山煤国际,sh_mainboard,B06煤炭开采和洗选业,25196748129.221363,6
600166,福田汽车,sh_mainboard,C36汽车制造业,25177329585.326176,11
002152,广电运通,sz_mainboard,C39计算机、通信和其他电子设备制造业,25169461600.116585,4
600884,杉杉股份,sh_mainboard,C39计算机、通信和其他电子设备制造业,25159693968.494915,4
000582,北部湾港,sz_mainboard,G55水上运输业,25149019537.79489,21
600161,天坛生物,sh_mainboard,C27医药制造业,25131974717.11652,12
600704,物产中大,sh_mainboard,F51批发业,25130699574.376614,32
002498,汉缆股份,sz_mainboard,C38电气机械和器材制造业,25084342132.858727,1
603338,浙江鼎力,sh_mainboard,C35专用设备制造业,25080469544.533207,9
000738,航发控制,sz_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,24975332719.86685,13
601990,南京证券,sh_mainboard,J67资本市场服务,24919179270.863552,10
603516,淳中科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,24880103925.084675,4
600873,梅花生物,sh_mainboard,C14食品制造业,24874035317.807514,17
000155,川能动力,sz_mainboard,D44电力、热力生产和供应业,24831457226.97706,7
600566,济川药业,sh_mainboard,C27医药制造业,24763970690.03286,12
600323,瀚蓝环境,sh_mainboard,N77生态保护和环境治理业,24744613113.58448,48
300628,亿联网络,chinext,C39计算机、通信和其他电子设备制造业,24700655356.89415,4
600110,诺德股份,sh_mainboard,C39计算机、通信和其他电子设备制造业,24691648144.716743,4
603876,鼎胜新材,sh_mainboard,C32有色金属冶炼和压延加工业,24672052282.796627,20
002223,鱼跃医疗,sz_mainboard,C35专用设备制造业,24641354682.93602,9
002536,飞龙股份,sz_mainboard,C36汽车制造业,24617939850.410187,11
603444,吉比特,sh_mainboard,I64互联网和相关服务,24592362952.884937,37
600998,九州通,sh_mainboard,F51批发业,24557189120.6544,32
601106,中国一重,sh_mainboard,C35专用设备制造业,24551480074.781067,9
600226,亨通股份,sh_mainboard,D44电力、热力生产和供应业,24538665744.71345,7
603667,五洲新春,sh_mainboard,C34通用设备制造业,24535523676.391453,22
603737,三棵树,sh_mainboard,C26化学原料和化学制品制造业,24525396260.570824,15
300398,飞凯材料,chinext,C26化学原料和化学制品制造业,24499346970.80951,15
600583,海油工程,sh_mainboard,B11开采专业及辅助性活动,24494566097.27668,43
002497,雅化集团,sz_mainboard,C32有色金属冶炼和压延加工业,24381011297.879173,20
000158,常山北明,sz_mainboard,I65软件和信息技术服务业,24374400566.93429,18
600098,广州发展,sh_mainboard,D44电力、热力生产和供应业,24295898188.13938,7
000766,通化金马,sz_mainboard,C27医药制造业,24256782375.583927,12
601069,西部黄金,sh_mainboard,B09有色金属矿采选业,24219866162.49758,8
601016,节能风电,sh_mainboard,D44电力、热力生产和供应业,24213546691.65509,7
600100,同方股份,sh_mainboard,C39计算机、通信和其他电子设备制造业,24189498612.30084,4
300456,赛微电子,chinext,C39计算机、通信和其他电子设备制造业,24172671144.947323,4
600516,方大炭素,sh_mainboard,C30非金属矿物制品业,24155722946.082973,19
002624,完美世界,sz_mainboard,I64互联网和相关服务,24144198385.83182,37
601608,中信重工,sh_mainboard,C35专用设备制造业,24133800269.95608,9
601866,中远海发,sh_mainboard,G55水上运输业,24086882020.75812,21
002157,正邦科技,sz_mainboard,A03畜牧业,24063341293.312416,25
002271,东方雨虹,sz_mainboard,C30非金属矿物制品业,24046164035.059765,19
002266,浙富控股,sz_mainboard,N77生态保护和环境治理业,23970561819.77765,48
601918,新集能源,sh_mainboard,B06煤炭开采和洗选业,23936759794.283688,6
600132,重庆啤酒,sh_mainboard,C15酒、饮料和精制茶制造业,23908060989.70562,3
002552,宝鼎科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,23761095813.625755,4
601137,博威合金,sh_mainboard,C32有色金属冶炼和压延加工业,23754246876.91464,20
601928,凤凰传媒,sh_mainboard,R86新闻和出版业,23718456319.87269,53
300699,光威复材,chinext,C28化学纤维制造业,23705604000.0,40
000032,深桑达A,sz_mainboard,E49建筑安装业,23680651269.137035,45
601128,常熟银行,sh_mainboard,J66货币金融服务,23640329973.51227,0
002192,融捷股份,sz_mainboard,B09有色金属矿采选业,23553794566.80611,8
002130,沃尔核材,sz_mainboard,C39计算机、通信和其他电子设备制造业,23546912886.712143,4
002545,东方铁塔,sz_mainboard,C26化学原料和化学制品制造业,23530073698.636093,15
600126,杭钢股份,sh_mainboard,C31黑色金属冶炼和压延加工业,23437687916.95343,26
601606,长城军工,sh_mainboard,C33金属制品业,23356188027.405743,27
600008,首创环保,sh_mainboard,D46水的生产和供应业,23342876121.984528,54
600550,保变电气,sh_mainboard,C38电气机械和器材制造业,23277415873.67429,1
000415,渤海租赁,sz_mainboard,L71租赁业,23243671157.110783,55
000683,博源化工,sz_mainboard,C26化学原料和化学制品制造业,23227703777.949112,15
000400,许继电气,sz_mainboard,C38电气机械和器材制造业,23158224621.913044,1
600095,湘财股份,sh_mainboard,J67资本市场服务,23130986612.416325,10
600486,扬农化工,sh_mainboard,C26化学原料和化学制品制造业,23111921873.69737,15
601228,广州港,sh_mainboard,G55水上运输业,23009013649.10313,21
603881,数据港,sh_mainboard,I65软件和信息技术服务业,22988084921.918022,18
601099,太平洋,sh_mainboard,J67资本市场服务,22834326110.56925,10
300657,弘信电子,chinext,C39计算机、通信和其他电子设备制造业,22736545359.88824,4
300496,中科创达,chinext,I65软件和信息技术服务业,22676728659.76971,18
603063,禾望电气,sh_mainboard,C38电气机械和器材制造业,22673785164.488167,1
603301,振德医疗,sh_mainboard,C27医药制造业,22666875811.27397,12
601666,平煤股份,sh_mainboard,B06煤炭开采和洗选业,22619254066.60652,6
300568,星源材质,chinext,C26化学原料和化学制品制造业,22600049059.37993,15
300383,光环新网,chinext,I65软件和信息技术服务业,22572451192.580147,18
002318,久立特材,sz_mainboard,C33金属制品业,22396789117.86077,27
300558,贝达药业,chinext,C27医药制造业,22374631697.01356,12
600970,中材国际,sh_mainboard,E48土木工程建筑业,22363370033.3857,16
300347,泰格医药,chinext,M73研究和试验发展,22319151440.63052,14
600388,龙净环保,sh_mainboard,C35专用设备制造业,22314343252.7578,9
002716,湖南白银,sz_mainboard,C32有色金属冶炼和压延加工业,22248833288.5212,20
002171,楚江新材,sz_mainboard,C32有色金属冶炼和压延加工业,22221196015.68201,20
600685,中船防务,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,22203588854.62556,13
000709,河钢股份,sz_mainboard,C31黑色金属冶炼和压延加工业,22118239940.69344,26
300679,电连技术,chinext,C39计算机、通信和其他电子设备制造业,22005010261.48881,4
000825,太钢不锈,sz_mainboard,C31黑色金属冶炼和压延加工业,21987269242.210537,26
600688,上海石化,sh_mainboard,C25石油、煤炭及其他燃料加工业,21986394457.919395,56
600329,达仁堂,sh_mainboard,C27医药制造业,21985180359.765057,12
603738,泰晶科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,21960865194.16569,4
002603,以岭药业,sz_mainboard,C27医药制造业,21927633479.895863,12
600521,华海药业,sh_mainboard,C27医药制造业,21920091045.843723,12
000564,供销大集,sz_mainboard,F52零售业,21887325897.594395,42
300102,乾照光电,chinext,C39计算机、通信和其他电子设备制造业,21881637396.215645,4
600765,中航重机,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,21843760809.29332,13
600390,五矿资本,sh_mainboard,J69其他金融业,21814798101.92408,31
002831,裕同科技,sz_mainboard,C22造纸和纸制品业,21783569497.79485,47
603002,宏昌电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,21740290123.56092,4
002926,华西证券,sz_mainboard,J67资本市场服务,21707838320.91016,10
600535,天士力,sh_mainboard,C27医药制造业,21706799796.64919,12
300260,新莱应材,chinext,C34通用设备制造业,21690630519.320644,22
600186,莲花控股,sh_mainboard,C14食品制造业,21684333956.21668,17
600170,上海建工,sh_mainboard,E48土木工程建筑业,21681926788.61788,16
600582,天地科技,sh_mainboard,C35专用设备制造业,21644594354.14885,9
000039,中集集团,sz_mainboard,C33金属制品业,21633071020.04989,27
000750,国海证券,sz_mainboard,J67资本市场服务,21619876157.034306,10
600663,陆家嘴,sh_mainboard,K70房地产业,21585609247.70642,35
300474,景嘉微,chinext,C39计算机、通信和其他电子设备制造业,21563489624.93707,4
603077,和邦生物,sh_mainboard,C26化学原料和化学制品制造业,21549602355.079624,15
601567,三星电气,sh_mainboard,C40仪器仪表制造业,21485911169.15423,44
601975,招商南油,sh_mainboard,G55水上运输业,21435943707.79709,21
603588,高能环境,sh_mainboard,N77生态保护和环境治理业,21416704044.26559,48
603816,顾家家居,sh_mainboard,C21家具制造业,21351951073.89643,57
300677,英科医疗,chinext,C29橡胶和塑料制品业,21315650152.36568,39
603826,坤彩科技,sh_mainboard,C26化学原料和化学制品制造业,21234867823.010666,15
601997,贵阳银行,sh_mainboard,J66货币金融服务,21206218293.08094,0
601677,明泰铝业,sh_mainboard,C32有色金属冶炼和压延加工业,21185774704.949028,20
601636,旗滨集团,sh_mainboard,C30非金属矿物制品业,21183930914.36253,19
000623,吉林敖东,sz_mainboard,C27医药制造业,21168078157.16814,12
300342,天银机电,chinext,C34通用设备制造业,21153544161.81192,22
603833,欧派家居,sh_mainboard,C21家具制造业,21137556562.249,57
603638,艾迪精密,sh_mainboard,C35专用设备制造业,21113037048.81433,9
002423,中粮资本,sz_mainboard,J68保险业,21104967713.787086,5
002065,东华软件,sz_mainboard,I65软件和信息技术服务业,21053091550.13432,18
603938,三孚股份,sh_mainboard,C26化学原料和化学制品制造业,20952522847.89644,15
300724,捷佳伟创,chinext,C35专用设备制造业,20836150060.072475,9
601865,福莱特,sh_mainboard,C30非金属矿物制品业,20835049480.68345,19
000598,兴蓉环境,sz_mainboard,D46水的生产和供应业,20825187842.454205,54
002645,华宏科技,sz_mainboard,C42废弃资源综合利用业,20794108029.59417,46
002048,宁波华翔,sz_mainboard,C36汽车制造业,20712044658.427788,11
000935,四川双马,sz_mainboard,C30非金属矿物制品业,20689464409.030544,19
002948,青岛银行,sz_mainboard,J66货币金融服务,20674708288.07556,0
603226,菲林格尔,sh_mainboard,C20木材加工和木、竹、藤、棕、草制品业,20672203208.3016,58
002007,华兰生物,sz_mainboard,C27医药制造业,20661004876.329617,12
600967,内蒙一机,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,20643076971.184498,13
603127,昭衍新药,sh_mainboard,M73研究和试验发展,20637579080.296803,14
603899,晨光股份,sh_mainboard,C24文教、工美、体育和娱乐用品制造业,20625849790.268456,59
300012,华测检测,chinext,M74专业技术服务业,20624281879.16379,60
000603,盛达资源,sz_mainboard,B09有色金属矿采选业,20527969800.90853,8
002468,申通快递,sz_mainboard,G60邮政业,20468502411.40448,23
002683,广东宏大,sz_mainboard,B11开采专业及辅助性活动,20463137403.98293,43
002265,建设工业,sz_mainboard,C36汽车制造业,20444315320.93708,11
600596,新安股份,sh_mainboard,C26化学原料和化学制品制造业,20432956133.301907,15
000034,神州数码,sz_mainboard,F51批发业,20430510105.673668,32
002290,禾盛新材,sz_mainboard,C38电气机械和器材制造业,20413178636.64443,1
001696,宗申动力,sz_mainboard,C34通用设备制造业,20368432465.852013,22
002402,和而泰,sz_mainboard,C39计算机、通信和其他电子设备制造业,20347259652.031902,4
002461,珠江啤酒,sz_mainboard,C15酒、饮料和精制茶制造业,20273634413.459324,3
300627,华测导航,chinext,C39计算机、通信和其他电子设备制造业,20233330319.276623,4
000591,太阳能,sz_mainboard,D44电力、热力生产和供应业,20141704934.30351,7
000875,电投绿能,sz_mainboard,D44电力、热力生产和供应业,20121479538.461536,7
002299,圣农发展,sz_mainboard,C13农副食品加工业,20075179144.93232,33
300131,英唐智控,chinext,F51批发业,20074086703.506485,32
600428,中远海特,sh_mainboard,G55水上运输业,20026823635.68216,21
600961,株冶集团,sh_mainboard,C32有色金属冶炼和压延加工业,19983283080.577164,20
300209,行云科技,chinext,F52零售业,19928603087.350376,42
300738,奥飞数据,chinext,I65软件和信息技术服务业,19924080204.774967,18
601158,重庆水务,sh_mainboard,D46水的生产和供应业,19923521434.898144,54
603026,石大胜华,sh_mainboard,C26化学原料和化学制品制造业,19919259156.043087,15
600848,上海临港,sh_mainboard,K70房地产业,19893596771.70634,35
600459,贵研铂业,sh_mainboard,C32有色金属冶炼和压延加工业,19744776505.26227,20
600004,白云机场,sh_mainboard,G56航空运输业,19739934995.28746,34
600316,洪都航空,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,19684909606.074986,13
000543,皖能电力,sz_mainboard,D44电力、热力生产和供应业,19676472456.481617,7
002379,宏桥控股,sz_mainboard,C32有色金属冶炼和压延加工业,19659425149.389454,20
600007,中国国贸,sh_mainboard,K70房地产业,19600921066.63289,35
600410,华胜天成,sh_mainboard,I65软件和信息技术服务业,19594327090.43936,18
300503,昊志机电,chinext,C34通用设备制造业,19543105417.23688,22
002044,美年健康,sz_mainboard,Q84卫生,19526260160.722347,36
