date,sample_count
2017-11-21,859
2017-11-22,859
2017-11-23,863
2017-11-24,861
2017-11-27,861
2017-11-28,860
2017-11-29,863
2017-11-30,859
2017-12-01,857
2017-12-04,857
2017-12-05,859
2017-12-06,863
2017-12-07,862
2017-12-08,863
2017-12-11,862
2017-12-12,862
2017-12-13,862
2017-12-14,865
2017-12-15,866
2017-12-18,864
2017-12-19,866
2017-12-20,869
2017-12-21,869
2017-12-22,869
2017-12-25,870
2017-12-26,874
2017-12-27,874
2017-12-28,872
2017-12-29,870
2018-01-02,870
2018-01-03,872
2018-01-04,873
2018-01-05,874
2018-01-08,874
2018-01-09,873
2018-01-10,872
2018-01-11,875
2018-01-12,875
2018-01-15,876
2018-01-16,875
2018-01-17,874
2018-01-18,869
2018-01-19,870
2018-01-22,868
2018-01-23,866
2018-01-24,865
2018-01-25,865
2018-01-26,865
2018-01-29,867
2018-01-30,867
2018-01-31,866
2018-02-01,871
2018-02-02,866
2018-02-05,865
2018-02-06,865
2018-02-07,864
2018-02-08,864
2018-02-09,866
2018-02-12,869
2018-02-13,871
2018-02-14,874
2018-02-22,875
2018-02-23,874
2018-02-26,879
2018-02-27,881
2018-02-28,882
2018-03-01,880
2018-03-02,883
2018-03-05,881
2018-03-06,883
2018-03-07,883
2018-03-08,883
2018-03-09,884
2018-03-12,886
2018-03-13,883
2018-03-14,882
2018-03-15,883
2018-03-16,884
2018-03-19,883
2018-03-20,881
2018-03-21,885
2018-03-22,887
2018-03-23,886
2018-03-26,885
2018-03-27,885
2018-03-28,883
2018-03-29,888
2018-03-30,888
2018-04-02,891
2018-04-03,892
2018-04-04,893
2018-04-09,893
2018-04-10,894
2018-04-11,893
2018-04-12,894
2018-04-13,896
2018-04-16,891
2018-04-17,887
2018-04-18,885
2018-04-19,884
2018-04-20,886
2018-04-23,887
2018-04-24,889
2018-04-25,891
2018-04-26,890
2018-04-27,893
2018-05-02,891
2018-05-03,892
2018-05-04,892
2018-05-07,891
2018-05-08,890
2018-05-09,891
2018-05-10,892
2018-05-11,894
2018-05-14,895
2018-05-15,895
2018-05-16,899
2018-05-17,902
2018-05-18,902
2018-05-21,901
2018-05-22,899
2018-05-23,899
2018-05-24,899
