stock_code,sample_path,rows,features,feature_sets,target,status,feature_columns_by_set,elapsed_seconds
603308,saved_data/603308_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,1541,26,A,target_next_close_bps,ok,"{""A"": [""ret_prevclose_to_1455"", ""ret_open_to_1455"", ""gap_open"", ""vwap_dev_1455"", ""range_1455"", ""pos_in_range_1455"", ""high_ret_1455"", ""low_ret_1455"", ""amount_ratio_1455"", ""volume_ratio_1455"", ""ret_1d"", ""ret_2d"", ""ret_3d"", ""ret_5d"", ""ret_10d"", ""ret_20d"", ""rolling_ret_mean_5"", ""rolling_ret_mean_10"", ""rolling_ret_mean_20"", ""rolling_ret_std_5"", ""rolling_ret_std_10"", ""rolling_ret_std_20"", ""rolling_ret_z_20"", ""rolling_range_mean_10"", ""rolling_volume_z_20"", ""rolling_amount_z_20""]}",0.21176481246948242
