date,ak_fund_收盘价,ak_fund_涨跌幅,ak_fund_主力净流入-净额,ak_fund_主力净流入-净占比,ak_fund_超大单净流入-净额,ak_fund_超大单净流入-净占比,ak_fund_大单净流入-净额,ak_fund_大单净流入-净占比,ak_fund_中单净流入-净额,ak_fund_中单净流入-净占比,ak_fund_小单净流入-净额,ak_fund_小单净流入-净占比
2025-11-07,49.71,0.93,213637018.0,15.01,95603946.0,6.72,118033072.0,8.3,-151909552.0,-10.68,-61727456.0,-4.34
2025-11-10,51.67,3.94,145098768.0,5.17,157379728.0,5.6,-12280960.0,-0.44,-15562816.0,-0.55,-129535968.0,-4.61
2025-11-11,50.58,-2.11,-243553583.0,-12.83,-141688479.0,-7.47,-101865104.0,-5.37,192483472.0,10.14,51070096.0,2.69
2025-11-12,50.14,-0.87,-104214437.0,-8.45,-72531317.0,-5.88,-31683120.0,-2.57,64530656.0,5.24,39683776.0,3.22
2025-11-13,50.57,0.86,97666987.0,6.82,24044987.0,1.68,73622000.0,5.14,-45531136.0,-3.18,-52135850.0,-3.64
2025-11-14,49.87,-1.38,-72516888.0,-5.81,-79754392.0,-6.39,7237504.0,0.58,102411840.0,8.2,-29894944.0,-2.4
2025-11-17,48.46,-2.83,-300349318.0,-13.96,-193679942.0,-9.0,-106669376.0,-4.96,167590064.0,7.79,132759264.0,6.17
2025-11-18,48.6,0.29,-187020574.0,-17.52,-46921666.0,-4.4,-140098908.0,-13.13,83378432.0,7.81,103642141.0,9.71
2025-11-19,48.45,-0.31,-68146576.0,-8.87,-30884069.0,-4.02,-37262507.0,-4.85,-39890684.0,-5.19,108037273.0,14.05
2025-11-20,48.22,-0.47,-11866487.0,-1.44,-41546353.0,-5.04,29679866.0,3.6,-22487888.0,-2.73,34354377.0,4.17
2025-11-21,47.89,-0.68,-129744762.0,-8.86,-37678186.0,-2.57,-92066576.0,-6.29,81391456.0,5.56,48353280.0,3.3
2025-11-24,49.46,3.28,81179808.0,3.34,83987888.0,3.46,-2808080.0,-0.12,-136171904.0,-5.6,54992112.0,2.26
2025-11-25,49.83,0.75,16471222.0,0.76,-39054058.0,-1.8,55525280.0,2.56,66582928.0,3.07,-83054144.0,-3.83
2025-11-26,49.6,-0.46,-72577437.0,-5.84,13158371.0,1.06,-85735808.0,-6.9,39866736.0,3.21,32710704.0,2.63
2025-11-27,49.9,0.6,104149992.0,9.06,62839240.0,5.47,41310752.0,3.59,-62782960.0,-5.46,-41367034.0,-3.6
2025-11-28,50.75,1.7,66858997.0,4.72,64849061.0,4.58,2009936.0,0.14,6839488.0,0.48,-73698480.0,-5.2
2025-12-01,49.7,-2.07,21106341.0,1.14,-90993179.0,-4.93,112099520.0,6.07,77965968.0,4.22,-99072320.0,-5.36
2025-12-02,49.13,-1.15,-110484485.0,-12.72,-59463960.0,-6.85,-51020525.0,-5.88,6995104.0,0.81,103489383.0,11.92
2025-12-03,48.8,-0.67,5262295.0,0.56,-64109752.0,-6.85,69372047.0,7.41,-81867920.0,-8.74,76605627.0,8.18
2025-12-04,48.96,0.33,-49580251.0,-6.71,-22615115.0,-3.06,-26965136.0,-3.65,16591614.0,2.25,32988637.0,4.47
2025-12-05,48.83,-0.27,44429121.0,5.14,-29473663.0,-3.41,73902784.0,8.55,4358161.0,0.5,-48787288.0,-5.64
2025-12-08,48.38,-0.92,6083905.0,0.46,-107917935.0,-8.24,114001840.0,8.7,76432160.0,5.83,-82516064.0,-6.3
