code,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr
sz.002714,2017-04-26,2017-03-31,0.113312,0.345574,0.404656,680036371.42,2.547993,,1033746218.0,597012897.0,True,2017-04-27,,,0.414595,217.079336,0.512573,0.142557,0.630217,0.83338,0.84814,0.833333,0.84814,0.645257,0.15099,0.130009,1.025425,0.567913,2.31435,0.26983,0.73017,0.411373,11.241458,0.175173,0.506905,0.175173,0.113312,2.300083,0.142557,1.0,0.345574,1.0,0.911044,0.379317
sz.002714,2017-07-20,2017-06-30,0.162495,0.283707,0.343574,1200268269.1,2.114644,4229264188.28,1158463457.0,602089493.0,True,2017-07-21,,,0.942421,190.997495,0.91031,0.279099,0.983171,0.874821,0.119205,0.076923,0.119205,1.001746,0.413372,0.261998,0.768419,0.475902,1.908041,0.320779,0.679221,0.501753,9.98613,0.199544,0.703345,0.199544,0.162495,2.052158,0.279099,1.0,0.283707,1.0,0.899861,0.315279
sz.002714,2017-10-18,2017-09-30,0.235583,0.253203,0.313888,1812211858.89,2.047693,,1158463457.0,602089493.0,True,2017-10-19,,,1.632154,165.425602,1.546977,0.448522,0.906013,0.737499,0.028536,-0.035294,0.028536,0.850717,0.328245,0.203389,0.589891,0.487779,1.952282,0.291571,0.708429,0.488229,9.524835,0.20961,0.827834,0.20961,0.235583,2.074387,0.448522,1.0,0.253203,1.0,0.895011,0.282905
sz.002714,2018-02-10,2017-12-31,0.25715,0.235554,0.298078,2365529363.99,2.041954,10042415931.26,1158463457.0,602089493.0,True,2018-02-11,,,2.070815,173.844565,1.611903,0.543186,1.249709,0.85941,0.018791,-0.057778,0.018791,1.050359,0.546949,0.504271,0.555464,0.470293,1.887836,0.36358,0.63642,0.51059,8.796146,0.177959,0.755491,0.177959,0.25715,2.009775,0.543186,1.0,0.235554,0.999987,0.886314,0.265771
sz.002714,2018-04-20,2018-03-31,0.010624,0.049369,0.130658,136037497.74,1.572368,,1158463457.0,599647556.0,True,2018-04-21,,,0.52033,172.967119,0.298898,0.108843,1.029911,0.811637,-0.799956,-0.818182,-0.799956,0.92564,0.446607,0.255267,0.645567,0.515853,2.06549,0.364662,0.635338,0.465845,2.1747,-0.077732,-1.574519,-0.077732,0.010624,1.977135,0.108843,1.0,0.049369,1.000017,0.540166,0.091394
sz.002714,2018-08-15,2018-06-30,-0.006396,-0.014267,0.063499,-78655727.56,0.937971,5512954783.41,1158463457.0,596851613.0,True,2018-08-16,,,1.119702,160.757034,0.658049,0.222044,0.301493,0.473197,-1.065532,-1.064516,-1.065532,0.747673,0.278168,0.102208,0.662291,0.536987,2.159767,0.312875,0.687125,0.443861,0.672368,-0.033024,,-0.033024,-0.006396,2.018948,0.222044,1.0,-0.014267,1.001009,-0.487281,0.02925
sz.002714,2018-10-23,2018-09-30,0.027988,0.038141,0.107895,350190782.34,0.433289,,2085234222.0,1074332903.0,True,2018-10-24,,,1.598446,168.914012,1.028566,0.355279,0.263688,0.456095,-0.806761,-0.813187,-0.806761,0.80475,0.269598,0.136089,0.658144,0.555464,2.249534,0.329608,0.670392,0.426811,1.891718,0.078444,2.056677,0.078444,0.027988,2.065439,0.355279,1.0,0.038141,0.999774,0.47138,0.080932
sz.002714,2019-03-27,2018-12-31,0.041574,0.039444,0.098155,528078999.48,0.249473,13388157685.94,2085234222.0,1163143397.0,True,2019-03-28,,,2.414176,149.119185,1.445583,0.496902,-0.035123,0.241103,-0.776761,-0.855932,-0.780088,0.719822,0.292028,0.204472,0.426794,0.540658,2.177025,0.327751,0.672249,0.395144,2.001772,0.101407,2.57094,0.101407,0.041574,2.153231,0.496902,0.985097,0.039444,1.003735,0.500443,0.078524
sz.002714,2019-04-13,2019-03-31,-0.045008,-0.182684,-0.102247,-556841708.79,-0.075179,,2085234222.0,1163143397.0,True,2019-04-14,44.562771,2.019623,0.545637,164.944911,0.308999,0.100029,-0.087342,0.169783,-5.093296,-4.714286,-4.976385,0.681713,0.236134,0.168655,0.308852,0.57718,2.365073,0.319852,0.680148,0.362318,-2.124523,-0.042811,,-0.042811,-0.045008,2.535381,0.100029,0.971439,-0.182684,1.005379,1.470694,-0.123552
sz.002714,2019-08-27,2019-06-30,-0.012805,-0.020889,0.040842,-149560395.11,0.212524,7159864726.96,2085234222.0,1166990330.0,True,2019-08-28,64.313225,2.798802,1.177763,152.832083,0.769692,0.234221,0.014394,0.221932,-0.901456,-0.75,-0.979536,0.583959,0.196866,0.138434,0.297303,0.57011,2.326174,0.281948,0.718053,0.368531,0.483719,0.197083,,0.197083,-0.012805,2.514037,0.234221,1.041064,-0.020889,0.970896,-1.067314,0.020158
sz.002714,2019-10-12,2019-09-30,0.089947,0.123958,0.187441,1454430895.59,0.720169,,2161897822.0,1166990330.0,True,2019-10-13,59.317011,4.551814,1.57957,170.932591,1.076109,0.349854,0.509616,0.347033,3.153253,2.882353,2.960449,0.842703,0.404127,0.271792,0.12014,0.461902,1.858397,0.322994,0.677006,0.483826,4.009436,0.402771,3.249265,0.402771,0.089947,2.175042,0.349854,0.953578,0.123958,1.008878,0.750588,0.163694
sz.002714,2020-02-27,2019-12-31,0.345474,0.313355,0.359531,6336458087.53,2.828239,20221332525.64,2161897822.0,1166990330.0,True,2020-02-28,1286.366513,0.279858,1.995722,180.385872,1.376863,0.48886,0.880319,0.772228,10.999072,15.588235,10.753671,1.078331,0.683916,0.601746,0.312428,0.400385,1.667738,0.37046,0.62954,0.424891,13.197934,0.493978,1.576416,0.493978,0.345474,2.33716,0.48886,0.96495,0.313355,1.002707,0.924231,0.338129
