entry_policy,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,windows
all_days,reversal_fundamental_regime_sector,extra_trees_600_d3,50.0,177,0.615819209039548,0.0038293706263964567,0.004146546762589857,0.9020400510639497,-0.17506607523176743,1.6904241392775752,10
all_days,reversal_fundamental_regime_sector,xgb_d3_400_lr003_mcw3,50.0,147,0.6394557823129252,0.0044579750359037395,0.004776996466431042,0.8777099491740137,-0.10880494729109935,1.91161683292405,10
all_days,reversal_fundamental_regime,xgb_d3_400_lr003_mcw3,50.0,227,0.5947136563876652,0.002607920442831854,0.004673396835647384,0.6961437798165662,-0.2355026423743556,1.3438403777866874,10
all_days,reversal_fundamental_regime_sector,xgb_d3_600_lr002_mcw3,50.0,207,0.5748792270531401,0.0027239687678914,0.0022991358024691023,0.6917177492361797,-0.11998771879206471,1.451758610922829,10
all_days,reversal_fundamental_regime_sector_external,extra_trees_600_d3,50.0,107,0.6074766355140186,0.004948845588733045,0.004752067268252617,0.6534027871645536,-0.18150849624826126,1.843263401651618,10
all_days,reversal_fundamental_regime,extra_trees_600_d3,50.0,218,0.5825688073394495,0.0025342602685002502,0.0032518919156158156,0.6524568865735048,-0.19557413298166093,1.3714697674716931,10
all_days,reversal_fundamental_regime,xgb_d4_500_lr002_mcw5,50.0,238,0.5966386554621849,0.002370842744848547,0.0040019170977241315,0.6503466465398506,-0.22209768587816914,1.3211418729364517,10
all_days,reversal_fundamental_regime_sector,lgbm_leaves15_700,50.0,189,0.6031746031746031,0.002742104814121989,0.00424640378548902,0.6165661061724663,-0.1666201161488834,1.441162437625195,10
all_days,reversal_fundamental_regime_sector,lgbm_leaves7_400,50.0,194,0.5927835051546392,0.00265131327723236,0.004674605324628715,0.6115958480542338,-0.11366908395801312,1.4135396638504398,10
all_days,reversal_fundamental_regime,random_forest_600_d4,50.0,139,0.5827338129496403,0.0036339619945091224,0.004146546762589857,0.6039256109668851,-0.14094198486002762,1.5636051707304897,10
all_days,all_no_ak,xgb_d3_400_lr003_mcw3,50.0,139,0.5755395683453237,0.0036593651750659356,0.004752067268252617,0.597729233240704,-0.19559560840211332,1.5270897175767655,10
all_days,reversal_fundamental_regime,xgb_d3_600_lr002_mcw3,50.0,190,0.6,0.002328045675667651,0.004712732051950001,0.48384695238788056,-0.16558831879373748,1.3206970197222145,10
