code,baostock_code,name,board,industry,industryClassification,list_date,asof_date,history_start,history_end,history_rows,valid_days_7y,valid_ratio_7y,valid_days_252,has_recent_st,is_current_st,recent_close,recent_turn,recent_volume,recent_amount,approx_float_shares,implied_float_shares_5d_median,implied_float_shares_5d_min,implied_float_shares_5d_max,implied_float_shares_5d_obs,implied_float_shares_5d_range_pct,implied_float_shares_unstable_3pct,implied_float_shares_unstable_5pct,approx_circ_mv,pass_90,pass_95,pass_recent,pass_current_trade,pass_st,error
300017,sz.300017,网宿科技,chinext,I65软件和信息技术服务业,证监会行业分类,2009-10-30,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,14.61,4.4129,103324792.0,1504605867.42,2341426091.68574,2341439593.708181,2341419401.7866106,2341462420.3257794,5,1.837268801827402e-05,False,False,34208432464.076523,True,True,True,True,True,
603606,sh.603606,东方电缆,sh_mainboard,C38电气机械和器材制造业,证监会行业分类,2014-10-15,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,41.31,3.0778,25386299.0,1057313172.81,824819643.9014881,824804101.1974164,824780811.063891,824819643.9014881,5,4.7081285775175725e-05,False,False,34072657420.465275,True,True,True,True,True,
600085,sh.600085,同仁堂,sh_mainboard,C27医药制造业,证监会行业分类,1997-06-25,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,24.83,0.3951,5418528.0,134498382.31,1371432042.520881,1371418896.696068,1371374972.5576289,1371438638.3995225,5,4.642333720721837e-05,False,False,34052331204.963367,True,True,True,True,True,
002608,sz.002608,江苏国信,sz_mainboard,D44电力、热力生产和供应业,证监会行业分类,2011-08-10,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,9.01,1.5956,60283810.0,539077118.78,3778127976.936576,3778116602.008629,3778011099.8057537,3778170939.668352,5,4.230675742337878e-05,False,False,34040830584.097744,True,True,True,True,True,
601799,sh.601799,星宇股份,sh_mainboard,C36汽车制造业,证监会行业分类,2011-02-01,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,118.72,1.0302,2943109.0,351854493.56,285683265.385362,285675009.2695588,285670227.170152,285683265.385362,5,4.5640027258099684e-05,False,False,33915337100.482018,True,True,True,True,True,
002032,sz.002032,苏泊尔,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2004-08-17,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,42.4,0.3203,2560475.0,108010487.75,799399000.936622,799556153.8461539,799399000.936622,799623949.5798321,5,0.0002813418946598925,False,False,33901180923.076923,True,True,True,True,True,
601611,sh.601611,中国核建,sh_mainboard,E48土木工程建筑业,证监会行业分类,2016-06-06,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,11.17,1.1784,35516450.0,392412329.86,3013955363.204345,3013858314.479638,3013698191.4893622,3013955363.204345,5,8.532972958531025e-05,False,False,33664797372.737556,True,True,True,True,True,
002859,sz.002859,洁美科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2017-04-07,2026-06-15,2019-06-15,2026-06-15,1697,1687,1.0041666666666667,242,False,False,82.81,5.3441,21691480.0,1769139376.91,405895847.75733984,405898642.6855834,405895847.75733984,405901328.1943212,5,1.3501984005463239e-05,False,False,33612466600.793163,True,True,True,True,True,
600259,sh.600259,中稀有色,sh_mainboard,B09有色金属矿采选业,证监会行业分类,2000-05-25,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,99.9,7.7147,25954982.0,2503172153.68,336435402.5431968,336436286.19350284,336435279.8227432,336438603.2810854,5,9.878418228297334e-06,False,False,33609984990.730934,True,True,True,True,True,
600177,sh.600177,雅戈尔,sh_mainboard,C18纺织服装、服饰业,证监会行业分类,1998-11-19,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,7.44,0.5507,24798609.0,184832802.16,4503106773.197748,4503487861.720722,4503106773.197748,4503649568.664024,5,0.00012052779599782777,False,False,33505949691.202175,True,True,True,True,True,
600699,sh.600699,均胜电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,1993-12-06,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,24.65,2.2419,30378374.0,744475730.45,1355028056.5591686,1355038524.9527485,1355028056.5591686,1355059752.1448998,5,2.339091114208224e-05,False,False,33401699640.08525,True,True,True,True,True,
002046,sz.002046,国机精工,sz_mainboard,C34通用设备制造业,证监会行业分类,2005-05-26,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,62.7,3.727,19759656.0,1213060064.34,530175905.554065,530175905.554065,530172323.75979114,530180736.8770163,5,1.5868539360305206e-05,False,False,33242029278.239876,True,True,True,True,True,
000811,sz.000811,冰轮环境,sz_mainboard,C34通用设备制造业,证监会行业分类,1998-05-28,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,33.85,4.6733,45723446.0,1515328349.17,978397406.5435559,978397406.5435559,978381622.234827,978411260.3966732,5,3.0292559698073435e-05,False,False,33118752211.499367,True,True,True,True,True,
600733,sh.600733,北汽蓝谷,sh_mainboard,C36汽车制造业,证监会行业分类,1996-08-16,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,5.96,1.4552,80845278.0,480328326.34,5555612836.7234745,5555545454.545455,5555298307.952623,5555741562.29085,5,7.97859259460572e-05,False,False,33111050909.09091,True,True,True,True,True,
603298,sh.603298,杭叉集团,sh_mainboard,C34通用设备制造业,证监会行业分类,2016-12-27,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,25.19,0.6658,8720085.0,220708868.11,1309715379.9939923,1309799118.079373,1309715379.9939923,1309849129.3532338,5,0.00010211440624392029,False,False,32993839784.419403,True,True,True,True,True,
601001,sh.601001,晋控煤业,sh_mainboard,B06煤炭开采和洗选业,证监会行业分类,2006-06-23,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,19.64,2.4378,40801202.0,799945548.12,1673689474.1160061,1673704490.12713,1673689474.1160061,1673732647.0059342,5,2.5794810363938974e-05,False,False,32871556186.096836,True,True,True,True,True,
600246,sh.600246,万通发展,sh_mainboard,K70房地产业,证监会行业分类,2000-09-22,2026-06-15,2019-06-15,2026-06-15,1697,1696,1.0095238095238095,252,False,False,17.33,8.8884,168028275.0,2802316456.38,1890422066.963683,1890414163.5558643,1890404595.498245,1890422163.950631,5,9.293440942516104e-06,False,False,32760877454.423126,True,True,True,True,True,
600109,sh.600109,国金证券,sh_mainboard,J67资本市场服务,证监会行业分类,1997-08-07,2026-06-15,2019-06-15,2026-06-15,1697,1687,1.0041666666666667,252,False,False,8.8,2.2371,82894245.0,731142422.21,3705433150.060346,3705433150.060346,3705288643.3231263,3705466250.6276455,5,4.7931590539228594e-05,False,False,32607811720.531048,True,True,True,True,True,
000883,sz.000883,湖北能源,sz_mainboard,D44电力、热力生产和供应业,证监会行业分类,1998-05-19,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,5.02,0.7631,49446601.0,248153939.01,6479701349.757568,6479696505.505026,6479631411.214023,6479871194.100856,5,3.700526508139324e-05,False,False,32528076457.635227,True,True,True,True,True,
000062,sz.000062,深圳华强,sz_mainboard,F51批发业,证监会行业分类,1997-01-30,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,31.12,5.5747,58249553.0,1771795415.08,1044891258.7224425,1044893959.4464324,1044891258.7224425,1044903755.4622939,5,1.1959816341532035e-05,False,False,32517100017.972977,True,True,True,True,True,
002252,sz.002252,上海莱士,sz_mainboard,C27医药制造业,证监会行业分类,2008-06-23,2026-06-15,2019-06-15,2026-06-15,1697,1686,1.0035714285714286,252,False,False,4.93,1.6861,111082765.0,550309084.98,6588148093.2329035,6587992967.741936,6587325336.988806,6588148093.2329035,5,0.0001248872377560708,False,False,32478805330.967743,True,True,True,True,True,
600483,sh.600483,福能股份,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,2004-05-31,2026-06-15,2019-06-15,2026-06-15,1697,1688,1.0047619047619047,252,False,False,11.6,1.4229,39558857.0,456137707.03,2780157214.1401362,2780110892.1864414,2780023811.631407,2780206557.377049,5,6.573325767536679e-05,False,False,32249286349.36272,True,True,True,True,True,
002245,sz.002245,蔚蓝锂芯,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2008-06-05,2026-06-15,2019-06-15,2026-06-15,1697,1693,1.0077380952380952,252,False,False,20.06,6.8671,110327267.0,2215680677.61,1606606384.0631418,1606598010.3928227,1606593050.126958,1606606384.0631418,5,8.299485059532233e-06,False,False,32228356088.480022,True,True,True,True,True,
300251,sz.300251,光线传媒,chinext,R87广播、电视、电影和录音制作业,证监会行业分类,2011-08-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,11.56,1.4389,39933398.0,459011553.91,2775272638.8213215,2775364402.2077436,2775272638.8213215,2775479529.170931,5,7.454529194249162e-05,False,False,32083212489.52152,True,True,True,True,True,
002472,sz.002472,双环传动,sz_mainboard,C36汽车制造业,证监会行业分类,2010-09-10,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,42.81,4.4641,33414871.0,1403468069.64,748524249.0087588,748534013.0759652,748524249.0087588,748536533.8565917,5,1.641187657249643e-05,False,False,32044741099.78207,True,True,True,True,True,
603369,sh.603369,今世缘,sh_mainboard,C15酒、饮料和精制茶制造业,证监会行业分类,2014-07-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,25.62,1.0581,13192589.0,338573479.2,1246818731.6888764,1246787701.9369028,1246739773.5151374,1246838988.8021717,5,7.957672896527673e-05,False,False,31942700923.62345,True,True,True,True,True,
300759,sz.300759,康龙化成,chinext,M73研究和试验发展,证监会行业分类,2019-01-28,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,22.47,3.0158,42825150.0,952594959.02,1420026195.3710458,1420024079.0327816,1419987900.1590266,1420036861.2788804,5,3.4479077204862444e-05,False,False,31907941055.8666,True,True,True,True,True,
603663,sh.603663,三祥新材,sh_mainboard,C30非金属矿物制品业,证监会行业分类,2016-08-01,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,75.44,5.4564,23070928.0,1699004413.5,422823253.4271681,422820399.4023195,422817340.98328215,422823253.4271681,5,1.3983345870445241e-05,False,False,31897570930.91098,True,True,True,True,True,
603486,sh.603486,科沃斯,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2018-05-28,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,55.58,1.3915,7978289.0,439899707.78,573358893.2806324,573358893.2806324,573345109.5340943,573367130.9192201,5,3.840768039674903e-05,False,False,31867287288.537548,True,True,True,True,True,
600839,sh.600839,四川长虹,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,1994-03-11,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,6.87,1.2955,59788636.0,409495915.46,4615101196.449247,4614918158.738643,4614830850.646805,4615101196.449247,5,5.858084437112576e-05,False,False,31704487750.534477,True,True,True,True,True,
000981,sz.000981,山子高科,sz_mainboard,C36汽车制造业,证监会行业分类,2000-06-22,2026-06-15,2019-06-15,2026-06-15,1697,1686,1.0035714285714286,252,False,False,3.33,2.6636,253401110.0,841334788.48,9513482129.448866,9513223553.2554,9513133532.29999,9513482129.448866,5,3.664343079133268e-05,False,False,31679034432.34048,True,True,True,True,True,
000547,sz.000547,航天发展,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,1993-11-30,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,19.92,10.0927,160385948.0,3157318169.32,1589128261.0203414,1589121783.6928256,1589118367.3469388,1589132312.5245385,5,8.775398929629222e-06,False,False,31655305931.161087,True,True,True,True,True,
600348,sh.600348,华阳股份,sh_mainboard,B06煤炭开采和洗选业,证监会行业分类,2003-08-21,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,8.76,1.3292,47951432.0,423853092.64,3607540776.4068613,3607466480.446927,3607359150.39691,3607604550.6022854,5,6.802563702401805e-05,False,False,31601406368.71508,True,True,True,True,True,
300339,sz.300339,润和软件,chinext,I65软件和信息技术服务业,证监会行业分类,2012-07-18,2026-06-15,2019-06-15,2026-06-15,1697,1692,1.0071428571428571,252,False,False,40.61,2.7426,21328741.0,863785106.95,777683256.763655,777683256.763655,777679027.3864819,777694495.3661269,5,1.9889819551193798e-05,False,False,31581717057.172028,True,True,True,True,True,
000423,sz.000423,东阿阿胶,sz_mainboard,C27医药制造业,证监会行业分类,1996-07-29,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,49.05,1.4375,9241023.0,454764339.37,642853773.9130435,642853773.9130435,642830253.2511978,642899938.9871873,5,0.00010840060184336344,False,False,31531977610.43478,True,True,True,True,True,
002131,sz.002131,利欧股份,sz_mainboard,L72商务服务业,证监会行业分类,2007-04-27,2026-06-15,2019-06-15,2026-06-15,1697,1694,1.0083333333333333,249,False,False,5.38,4.2833,250778205.0,1346845973.1,5854789648.168468,5854784749.33163,5854746731.326962,5854808602.341649,5,1.0567598525914644e-05,False,False,31498741951.404167,True,True,True,True,True,
000728,sz.000728,国元证券,sz_mainboard,J67资本市场服务,证监会行业分类,1997-06-16,2026-06-15,2019-06-15,2026-06-15,1697,1691,1.006547619047619,252,False,False,7.16,1.3225,57711664.0,414240822.65,4363830926.275992,4363830926.275992,4363692246.203038,4363853448.275862,5,3.6940494612858695e-05,False,False,31245029432.136105,True,True,True,True,True,
002601,sz.002601,龙佰集团,sz_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2011-07-15,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,15.69,2.9443,58521759.0,916613923.94,1987628944.0614069,1987619137.5054452,1987562336.9184754,1987628944.0614069,5,3.3511019125654224e-05,False,False,31185744267.460434,True,True,True,True,True,
002432,sz.002432,九安医疗,sz_mainboard,C35专用设备制造业,证监会行业分类,2010-06-10,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,66.99,1.5529,7225403.0,478089673.01,465284499.96780217,465273093.69389176,465267971.4906175,465284499.96780217,5,3.552424889526827e-05,False,False,31168644546.553806,True,True,True,True,True,
603773,sh.603773,沃格光电,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2018-04-17,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,137.3,16.9085,37989809.0,5040587220.4,224678765.11813584,224658456.6291472,224658150.8053043,224678765.11813584,5,9.175845477110046e-05,False,False,30845606095.18191,True,True,True,True,True,
000962,sz.000962,东方钽业,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2000-01-20,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,61.1,7.4168,37319673.0,2248916565.98,503177556.3585374,503179816.62371904,503176917.0834695,503183118.23075426,5,1.2323918964705666e-05,False,False,30744286795.709232,True,True,True,True,True,
600332,sh.600332,白云山,sh_mainboard,C27医药制造业,证监会行业分类,2001-02-06,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,21.76,0.7059,9924769.0,215349147.05,1405973792.3218586,1405936700.2450314,1405850832.5624423,1405978919.239905,5,9.110415670953952e-05,False,False,30593182597.331886,True,True,True,True,True,
000800,sz.000800,一汽解放,sz_mainboard,C36汽车制造业,证监会行业分类,1997-06-18,2026-06-15,2019-06-15,2026-06-15,1697,1696,1.0095238095238095,252,False,False,6.2,0.7117,35023463.0,219308758.08,4921099199.100744,4921099199.100744,4920668804.397618,4921443399.92166,5,0.00015740294854931498,False,False,30510815034.424614,True,True,True,True,True,
600298,sh.600298,安琪酵母,sh_mainboard,C14食品制造业,证监会行业分类,2000-08-18,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,35.59,1.4117,12100304.0,435320694.84,857144152.4403203,857144152.4403203,857110515.8235734,857174089.0688258,5,7.41686740456605e-05,False,False,30505760385.351,True,True,True,True,True,
600871,sh.600871,石化油服,sh_mainboard,B11开采专业及辅助性活动,证监会行业分类,1995-04-11,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,2.25,0.8226,111434150.0,250678963.0,13546577923.656696,13546690239.289532,13546498752.339363,13547227776.767859,5,5.3815686017608496e-05,False,False,30480053038.401447,True,True,True,True,True,
600499,sh.600499,科达制造,sh_mainboard,C35专用设备制造业,证监会行业分类,2002-10-10,2026-06-15,2019-06-15,2026-06-15,1697,1687,1.0041666666666667,242,False,False,15.89,1.4579,27960208.0,442424695.68,1917841278.551341,1917856493.1783729,1917823156.4572768,1917905997.603043,5,4.319465302065929e-05,False,False,30474739676.604347,True,True,True,True,True,
600282,sh.600282,南钢股份,sh_mainboard,C31黑色金属冶炼和压延加工业,证监会行业分类,2000-09-19,2026-06-15,2019-06-15,2026-06-15,1697,1693,1.0077380952380952,252,False,False,4.94,0.986,60786641.0,302957037.12,6164973732.251521,6165399737.8768015,6164725000.0,6165501668.957394,5,0.00012597219814024747,False,False,30457074705.1114,True,True,True,True,True,
603678,sh.603678,火炬电子,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2015-01-26,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,63.97,3.8188,18161028.0,1136395325.81,475568974.5469781,475566858.25234145,475565698.6262368,475568974.5469781,5,6.888454660945725e-06,False,False,30422011922.402283,True,True,True,True,True,
000002,sz.000002,万科A,sz_mainboard,K70房地产业,证监会行业分类,1991-01-29,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,3.13,1.3113,127420017.0,401086507.09,9717075955.159002,9717044253.83331,9716811430.926702,9717192533.730652,5,3.9220033787436296e-05,False,False,30414348514.498257,True,True,True,True,True,
002939,sz.002939,长城证券,sz_mainboard,J67资本市场服务,证监会行业分类,2018-10-26,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,8.42,1.247,44926022.0,378781816.33,3602728307.939053,3602563190.2808456,3602343012.704174,3602796790.235081,5,0.0001259596312235064,False,False,30333582062.16472,True,True,True,True,True,
000629,sz.000629,钒钛股份,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,1996-11-15,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,3.25,2.0085,186595915.0,597208452.35,9290311924.321632,9290585393.364037,9290085920.740656,9290806954.30934,5,7.760905671225358e-05,False,False,30194402528.43312,True,True,True,True,True,
600206,sh.600206,有研新材,sh_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,1999-03-19,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,35.55,16.517,139825558.0,4779316365.22,846555415.6323788,846554014.2062373,846551916.6179733,846555449.126504,5,4.172809379362497e-06,False,False,30094995205.031734,True,True,True,True,True,
300438,sz.300438,鹏辉能源,chinext,C38电气机械和器材制造业,证监会行业分类,2015-04-24,2026-06-15,2019-06-15,2026-06-15,1697,1693,1.0077380952380952,252,False,False,74.13,7.7497,31321356.0,2315537428.88,404162174.0196395,404162451.6988674,404160052.387585,404164571.5287748,5,1.1181496872897849e-05,False,False,29960562544.43704,True,True,True,True,True,
002025,sz.002025,航天电器,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2004-07-26,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,65.88,3.8848,17632044.0,1158461077.58,453872631.79571664,453871042.7625171,453866818.6118517,453872631.79571664,5,1.2808007819949898e-05,False,False,29901024297.194626,True,True,True,True,True,
601598,sh.601598,中国外运,sh_mainboard,G58多式联运和运输代理业,证监会行业分类,2019-01-18,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,5.76,0.3669,18924968.0,109293418.89,5158072499.318616,5156753552.180305,5156581147.852528,5158128424.657535,5,0.000300048623489634,False,False,29702900460.55855,True,True,True,True,True,
002015,sz.002015,协鑫能科,sz_mainboard,D44电力、热力生产和供应业,证监会行业分类,2004-07-08,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,18.26,6.0796,98692005.0,1765080158.03,1623330564.510823,1623330564.510823,1623313549.9063065,1623334593.625721,5,1.2963298957420867e-05,False,False,29642016107.967632,True,True,True,True,True,
002456,sz.002456,欧菲光,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2010-08-03,2026-06-15,2019-06-15,2026-06-15,1697,1687,1.0041666666666667,252,False,False,8.93,2.2246,73804842.0,657362795.58,3317667985.255776,3317597185.618607,3317578427.419355,3317667985.255776,5,2.6994789123054346e-05,False,False,29626142867.57416,True,True,True,True,True,
000876,sz.000876,新希望,sz_mainboard,C13农副食品加工业,证监会行业分类,1998-03-11,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,6.58,1.5568,70057870.0,456175193.38,4500120118.191161,4500120118.191161,4499848137.778909,4500222115.910334,5,8.310403313750337e-05,False,False,29610790377.69784,True,True,True,True,True,
600500,sh.600500,中化国际,sh_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2000-03-01,2026-06-15,2019-06-15,2026-06-15,1697,1688,1.0047619047619047,243,False,False,8.24,15.0253,539153844.0,4348808892.96,3588306682.7284646,3588355541.201439,3588306682.7284646,3588499029.79112,5,5.360312278059494e-05,False,False,29568049659.49986,True,True,True,True,True,
603618,sh.603618,杭电股份,sh_mainboard,C38电气机械和器材制造业,证监会行业分类,2015-02-17,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,42.75,13.5982,94014385.0,3953371177.29,691373747.9960583,691374888.0793808,691373657.9393483,691378719.1415995,5,7.320488982837921e-06,False,False,29556276465.393528,True,True,True,True,True,
002673,sz.002673,西部证券,sz_mainboard,J67资本市场服务,证监会行业分类,2012-05-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,6.61,1.1398,50945464.0,338370768.88,4469684506.053695,4469664971.751412,4469589381.99917,4469930883.502737,5,7.640427318938998e-05,False,False,29544485463.276836,True,True,True,True,True,
600737,sh.600737,中粮糖业,sh_mainboard,C13农副食品加工业,证监会行业分类,1996-07-31,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,13.81,1.5003,32088848.0,435097876.77,2138828767.5798175,2138828767.5798175,2138787459.7791114,2138925477.2393537,5,6.45294575864736e-05,False,False,29537225280.277283,True,True,True,True,True,
601933,sh.601933,永辉超市,sh_mainboard,F52零售业,证监会行业分类,2010-12-15,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,3.25,1.2367,112235053.0,365173980.72,9075366135.683674,9074963625.721214,9074699127.790668,9075411990.698614,5,7.855270140424167e-05,False,False,29493631783.59395,True,True,True,True,True,
000887,sz.000887,中鼎股份,sz_mainboard,C29橡胶和塑料制品业,证监会行业分类,1998-12-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,22.35,6.7118,88218370.0,1913561337.93,1314377216.2460146,1314372804.133396,1314357788.5054734,1314377216.2460146,5,1.478099705055065e-05,False,False,29376232172.3814,True,True,True,True,True,
603186,sh.603186,华正新材,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2017-01-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,187.33,3.9235,6151740.0,1131380429.59,156792149.8661909,156790369.98204896,156790199.25300163,156792149.8661909,5,1.2440899205119295e-05,False,False,29371540008.737232,True,True,True,True,True,
300454,sz.300454,深信服,chinext,I65软件和信息技术服务业,证监会行业分类,2018-05-16,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,101.92,3.2354,9318167.0,940406143.64,288006645.23706496,288004658.75471824,288001075.92991084,288006645.23706496,5,1.9337559254075e-05,False,False,29353434820.280884,True,True,True,True,True,
002149,sz.002149,西部材料,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2007-08-10,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,59.8,11.6802,57015585.0,3336778767.07,488138773.30867624,488138773.30867624,488137150.91952896,488140989.0903562,5,7.862868178231908e-06,False,False,29190698643.858837,True,True,True,True,True,
603730,sh.603730,岱美股份,sh_mainboard,C36汽车制造业,证监会行业分类,2017-07-28,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,13.58,1.947,41834027.0,554990168.71,2148640318.4386234,2148581571.218796,2148554009.8199673,2148640318.4386234,5,4.017004511827744e-05,False,False,29177737737.151245,True,True,True,True,True,
002085,sz.002085,万丰奥威,sz_mainboard,C36汽车制造业,证监会行业分类,2006-11-28,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,13.72,6.1106,129746960.0,1783532855.55,2123309658.6259942,2123308277.905311,2123296776.7503302,2123317818.205277,5,9.909750348411115e-06,False,False,29131789572.86087,True,True,True,True,True,
600637,sh.600637,东方明珠,sh_mainboard,I63电信、广播电视和卫星传输服务,证监会行业分类,1993-03-16,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,8.64,1.3111,44076286.0,380148117.39,3361779116.7721763,3361830869.63359,3361779116.7721763,3361914485.4633813,5,4.026635974693715e-05,False,False,29046218713.63422,True,True,True,True,True,
600641,sh.600641,先导基电,sh_mainboard,K70房地产业,证监会行业分类,1993-04-07,2026-06-15,2019-06-15,2026-06-15,1697,1696,1.0095238095238095,252,False,False,31.05,10.0083,93140532.0,2815765844.89,930632894.6974012,930632894.6974012,930624662.8571429,930633352.4119813,5,9.337253054271633e-06,False,False,28896151380.354305,True,True,True,True,True,
002555,sz.002555,三七互娱,sz_mainboard,I64互联网和相关服务,证监会行业分类,2011-03-02,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,18.19,2.0892,33163340.0,598288217.94,1587370285.276661,1587370285.276661,1587352869.860404,1587384843.2390845,5,2.0142356813045044e-05,False,False,28874265489.182465,True,True,True,True,True,
000877,sz.000877,天山股份,sz_mainboard,C30非金属矿物制品业,证监会行业分类,1999-01-07,2026-06-15,2019-06-15,2026-06-15,1697,1686,1.0035714285714286,252,False,False,4.05,0.2236,15899543.0,64640001.86,7110707960.644007,7110707960.644007,7109505705.394191,7112157672.8499155,5,0.00037295406735907225,False,False,28798367240.608227,True,True,True,True,True,
002459,sz.002459,晶澳科技,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2010-08-10,2026-06-15,2019-06-15,2026-06-15,1697,1696,1.0095238095238095,252,False,False,8.7,2.14,70742484.0,613395341.63,3305723551.401869,3305776118.9055886,3305723551.401869,3305809051.513672,5,2.586385427436644e-05,False,False,28760252234.47862,True,True,True,True,True,
000733,sz.000733,振华科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,1997-07-03,2026-06-15,2019-06-15,2026-06-15,1697,1697,1.0101190476190476,252,False,False,51.88,5.2805,29259214.0,1489587136.6,554099308.7775779,554095999.5550426,554091832.0540656,554099308.7775779,5,1.3493552594308502e-05,False,False,28746500456.91561,True,True,True,True,True,
