code,baostock_code,name,board,industry,industryClassification,list_date,asof_date,total_mv,circ_mv,marketcap_source,marketcap_confidence,rank_circ_mv,rank_total_mv,approx_float_shares,implied_float_shares_5d_median,implied_float_shares_5d_obs,implied_float_shares_5d_range_pct,implied_float_shares_unstable_3pct,implied_float_shares_unstable_5pct,history_start,history_end,valid_days_7y,valid_ratio_7y,valid_days_252,has_recent_st,is_current_st,selected_for_train,selected_for_trade
601233,sh.601233,桐昆股份,sh_mainboard,C28化学纤维制造业,证监会行业分类,2011-05-18,2026-06-15,,55733376863.40095,baostock_approx_circ_mv,low_confidence_approx,259,259,2374676582.161362,2374664544.669832,5,2.7195774700708748e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002532,sz.002532,天山铝业,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2010-12-31,2026-06-15,,55525168361.59442,baostock_approx_circ_mv,low_confidence_approx,260,260,4106891151.0055046,4106891151.0055046,5,2.131968290445965e-05,False,False,2019-06-15,2026-06-15,1696,1.0095238095238095,252,False,False,False,True
603083,sh.603083,剑桥科技,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2017-11-10,2026-06-15,,55473032409.6559,baostock_approx_circ_mv,low_confidence_approx,261,261,275588810.5780558,275587621.8871077,5,6.466168158699513e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600580,sh.600580,卧龙电驱,sh_mainboard,C38电气机械和器材制造业,证监会行业分类,2002-06-06,2026-06-15,,55405337288.24726,baostock_approx_circ_mv,low_confidence_approx,262,262,1557655615.5924351,1557642319.0398445,5,2.9778732466435177e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600219,sh.600219,南山铝业,sh_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,1999-12-23,2026-06-15,,55236103921.42568,baostock_approx_circ_mv,low_confidence_approx,263,263,11483885968.321836,11483597488.861889,5,5.706832087129962e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600578,sh.600578,京能电力,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,2002-05-10,2026-06-15,,55163725509.6956,baostock_approx_circ_mv,low_confidence_approx,264,264,6694656808.603401,6694626882.244611,5,1.4592987768422637e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603260,sh.603260,合盛硅业,sh_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2017-10-30,2026-06-15,,54843488423.06006,baostock_approx_circ_mv,low_confidence_approx,265,265,1182220998.208043,1182226523.4546251,5,4.305274537376494e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002203,sz.002203,海亮股份,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2008-01-16,2026-06-15,,54839090502.3888,baostock_approx_circ_mv,low_confidence_approx,266,266,2212153412.5795126,2212145643.5009604,5,4.314301926008363e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600988,sh.600988,赤峰黄金,sh_mainboard,B09有色金属矿采选业,证监会行业分类,2004-04-14,2026-06-15,,54293408876.65925,baostock_approx_circ_mv,low_confidence_approx,267,267,1663910783.8387754,1663910783.8387754,5,2.783871681465739e-05,False,False,2019-06-15,2026-06-15,1694,1.0083333333333333,250,False,False,False,True
002064,sz.002064,华峰化学,sz_mainboard,C28化学纤维制造业,证监会行业分类,2006-08-23,2026-06-15,,54076642274.49993,baostock_approx_circ_mv,low_confidence_approx,268,268,4952004670.392773,4952073468.3608,5,6.222540564403702e-05,False,False,2019-06-15,2026-06-15,1692,1.0071428571428571,252,False,False,False,True
600803,sh.600803,新奥股份,sh_mainboard,D45燃气生产和供应业,证监会行业分类,1994-01-03,2026-06-15,,54063403290.67642,baostock_approx_circ_mv,low_confidence_approx,269,269,3071746341.4634147,3071784277.879342,5,0.0002566150370823,False,False,2019-06-15,2026-06-15,1678,0.9988095238095238,252,False,False,False,True
000688,sz.000688,国城矿业,sz_mainboard,B09有色金属矿采选业,证监会行业分类,1997-01-20,2026-06-15,,54039039152.58104,baostock_approx_circ_mv,low_confidence_approx,270,270,1185066648.0829177,1185066648.0829177,5,3.2860853136209844e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000157,sz.000157,中联重科,sz_mainboard,C35专用设备制造业,证监会行业分类,2000-10-12,2026-06-15,,53940229598.62847,baostock_approx_circ_mv,low_confidence_approx,272,272,7069444715.390511,7069492739.007664,5,4.702812041444581e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600372,sh.600372,中航机载,sh_mainboard,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2001-07-06,2026-06-15,,53809231482.55813,baostock_approx_circ_mv,low_confidence_approx,273,273,4838655419.956927,4838959665.697674,5,0.0001302149831543,False,False,2019-06-15,2026-06-15,1679,0.999404761904762,252,False,False,False,True
600741,sh.600741,华域汽车,sh_mainboard,C36汽车制造业,证监会行业分类,1996-08-26,2026-06-15,,53690152218.53083,baostock_approx_circ_mv,low_confidence_approx,274,274,3152826920.056541,3152680693.98302,5,0.0001140726269361,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603156,sh.603156,养元饮品,sh_mainboard,C15酒、饮料和精制茶制造业,证监会行业分类,2018-02-12,2026-06-15,,53473355603.04274,baostock_approx_circ_mv,low_confidence_approx,275,275,1260272345.1105995,1260272345.1105995,5,4.329141494209975e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600350,sh.600350,山东高速,sh_mainboard,G54道路运输业,证监会行业分类,2002-03-18,2026-06-15,,53420950858.77863,baostock_approx_circ_mv,low_confidence_approx,276,276,4834475190.839695,4834475190.839695,5,0.0002853659312843,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002920,sz.002920,德赛西威,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2017-12-26,2026-06-15,,53290832322.1314,baostock_approx_circ_mv,low_confidence_approx,277,277,596601569.3810554,596628216.772631,5,6.607769674154225e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601377,sh.601377,兴业证券,sh_mainboard,J67资本市场服务,证监会行业分类,2010-10-13,2026-06-15,,52765078199.64872,baostock_approx_circ_mv,low_confidence_approx,278,278,8635892990.341396,8635855679.15691,5,0.000107190154466,False,False,2019-06-15,2026-06-15,1691,1.006547619047619,252,False,False,False,True
601699,sh.601699,潞安环能,sh_mainboard,B06煤炭开采和洗选业,证监会行业分类,2006-09-22,2026-06-15,,52649781295.34363,baostock_approx_circ_mv,low_confidence_approx,279,279,2991359515.6275573,2991464846.326342,5,4.986698849096352e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600895,sh.600895,张江高科,sh_mainboard,K70房地产业,证监会行业分类,1996-04-22,2026-06-15,,52237398659.13216,baostock_approx_circ_mv,low_confidence_approx,281,281,1548714707.5980752,1548692518.800242,5,2.898093790979633e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000066,sz.000066,中国长城,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,1997-06-26,2026-06-15,,52222073938.81817,baostock_approx_circ_mv,low_confidence_approx,282,282,3225593498.148551,3225575907.2772183,5,1.5125726876812245e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600497,sh.600497,驰宏锌锗,sh_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2004-04-20,2026-06-15,,51008618194.121056,baostock_approx_circ_mv,low_confidence_approx,283,283,5040379929.130173,5040377291.909196,5,3.93722416205358e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002074,sz.002074,国轩高科,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2006-10-18,2026-06-15,,50958446998.63575,baostock_approx_circ_mv,low_confidence_approx,284,284,1736234894.906767,1736233287.858117,5,2.826062739935756e-05,False,False,2019-06-15,2026-06-15,1690,1.005952380952381,252,False,False,False,True
000963,sz.000963,华东医药,sz_mainboard,F52零售业,证监会行业分类,2000-01-27,2026-06-15,,50838364203.41332,baostock_approx_circ_mv,low_confidence_approx,285,285,1753093287.621797,1753047041.497011,5,0.0001312352473702,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600885,sh.600885,宏发股份,sh_mainboard,C38电气机械和器材制造业,证监会行业分类,1996-02-05,2026-06-15,,50699991472.54226,baostock_approx_circ_mv,low_confidence_approx,286,286,1547626564.5432467,1547618787.3181398,5,6.590406242762389e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002429,sz.002429,兆驰股份,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2010-06-10,2026-06-15,,50491790181.47222,baostock_approx_circ_mv,low_confidence_approx,287,287,4524382209.302325,4524353958.913281,5,3.891345122486282e-05,False,False,2019-06-15,2026-06-15,1692,1.0071428571428571,252,False,False,False,True
600009,sh.600009,上海机场,sh_mainboard,G56航空运输业,证监会行业分类,1998-02-18,2026-06-15,,49518958689.81194,baostock_approx_circ_mv,low_confidence_approx,288,288,2046220859.847897,2046237962.3889236,5,0.0001110177733074,False,False,2019-06-15,2026-06-15,1686,1.0035714285714286,252,False,False,False,True
600021,sh.600021,上海电力,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,2003-10-29,2026-06-15,,49483999063.22329,baostock_approx_circ_mv,low_confidence_approx,289,289,2821185251.386406,2821208612.498477,5,2.2276440810535065e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000703,sz.000703,恒逸石化,sz_mainboard,C28化学纤维制造业,证监会行业分类,1997-03-28,2026-06-15,,49081522791.70908,baostock_approx_circ_mv,low_confidence_approx,290,290,3801937868.0203047,3801822059.776071,5,4.352797688337536e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603979,sh.603979,金诚信,sh_mainboard,B11开采专业及辅助性活动,证监会行业分类,2015-06-30,2026-06-15,,48555595144.73327,baostock_approx_circ_mv,low_confidence_approx,291,291,623787193.5346,623787193.5346,5,7.185740977341511e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601618,sh.601618,中国中冶,sh_mainboard,E48土木工程建筑业,证监会行业分类,2009-09-21,2026-06-15,,48200644615.38462,baostock_approx_circ_mv,low_confidence_approx,292,292,17852664006.719864,17852090598.2906,5,0.0001402413205339,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601298,sh.601298,青岛港,sh_mainboard,G55水上运输业,证监会行业分类,2019-01-21,2026-06-15,,47665434650.11286,baostock_approx_circ_mv,low_confidence_approx,293,293,5391901399.650087,5392017494.356659,5,0.0002024342819356,False,False,2019-06-15,2026-06-15,1691,1.006547619047619,252,False,False,False,True
001872,sz.001872,招商港口,sz_mainboard,G55水上运输业,证监会行业分类,1993-05-05,2026-06-15,,47629670375.62013,baostock_approx_circ_mv,low_confidence_approx,294,294,2302196145.905024,2302062367.115521,5,0.0003083452705786,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600642,sh.600642,申能股份,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,1993-04-16,2026-06-15,,47617426239.097565,baostock_approx_circ_mv,low_confidence_approx,295,295,4894192987.948035,4893877311.3152685,5,0.0001375515003052,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002422,sz.002422,科伦药业,sz_mainboard,C27医药制造业,证监会行业分类,2010-06-03,2026-06-15,,47386671655.84416,baostock_approx_circ_mv,low_confidence_approx,296,296,1298620763.382959,1298620763.382959,5,5.805825883425068e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601021,sh.601021,春秋航空,sh_mainboard,G56航空运输业,证监会行业分类,2015-01-21,2026-06-15,,47360264401.56367,baostock_approx_circ_mv,low_confidence_approx,297,297,978338544.872584,978315728.1876404,5,8.686667081938487e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600196,sh.600196,复星医药,sh_mainboard,C27医药制造业,证监会行业分类,1998-08-07,2026-06-15,,47261707040.035,baostock_approx_circ_mv,low_confidence_approx,299,299,2118468095.838588,2118409100.8532047,5,4.72057354985612e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002240,sz.002240,盛新锂能,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2008-05-23,2026-06-15,,47133347774.97527,baostock_approx_circ_mv,low_confidence_approx,300,300,912904961.6649526,912906212.9571036,5,7.874559311767022e-06,False,False,2019-06-15,2026-06-15,1696,1.0095238095238095,252,False,False,False,True
002273,sz.002273,水晶光电,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2008-09-19,2026-06-15,,46937409278.9828,baostock_approx_circ_mv,low_confidence_approx,301,301,1362083844.4278235,1362083844.4278235,5,9.350768260756056e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601117,sh.601117,中国化学,sh_mainboard,E48土木工程建筑业,证监会行业分类,2010-01-07,2026-06-15,,46695882281.306885,baostock_approx_circ_mv,low_confidence_approx,302,302,6088120370.893878,6088120245.281211,5,7.233477404017693e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600027,sh.600027,华电国际,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,2005-02-03,2026-06-15,,46631761835.85634,baostock_approx_circ_mv,low_confidence_approx,303,303,9215880855.004244,9215763208.66726,5,2.5452438296573805e-05,False,False,2019-06-15,2026-06-15,1686,1.0035714285714286,252,False,False,False,True
002414,sz.002414,高德红外,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2010-07-16,2026-06-15,,46493489133.20639,baostock_approx_circ_mv,low_confidence_approx,304,304,3398646866.462456,3398646866.462456,5,3.795340209493251e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002138,sz.002138,顺络电子,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2007-06-13,2026-06-15,,46373478000.061584,baostock_approx_circ_mv,low_confidence_approx,305,305,756497363.4560496,756500456.7709883,5,8.139243225519243e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600392,sh.600392,盛和资源,sh_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2003-05-29,2026-06-15,,46257068170.94016,baostock_approx_circ_mv,low_confidence_approx,306,306,1752817517.6307635,1752825622.2410066,5,9.522765525083407e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002558,sz.002558,巨人网络,sz_mainboard,I64互联网和相关服务,证监会行业分类,2011-03-02,2026-06-15,,46202115267.002846,baostock_approx_circ_mv,low_confidence_approx,307,307,1900539500.9050944,1900539500.9050944,5,3.658206800067365e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000559,sz.000559,万向钱潮,sz_mainboard,C36汽车制造业,证监会行业分类,1994-01-10,2026-06-15,,46135436490.4387,baostock_approx_circ_mv,low_confidence_approx,308,308,3314289307.2056785,3314327334.08324,5,3.595025337465404e-05,False,False,2019-06-15,2026-06-15,1687,1.0041666666666669,252,False,False,False,True
600377,sh.600377,宁沪高速,sh_mainboard,G54道路运输业,证监会行业分类,2001-01-16,2026-06-15,,46082737184.82252,baostock_approx_circ_mv,low_confidence_approx,310,310,3802438339.249884,3802206038.351693,5,0.0001581770375128,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603929,sh.603929,亚翔集成,sh_mainboard,E49建筑安装业,证监会行业分类,2016-12-30,2026-06-15,,45955845233.80845,baostock_approx_circ_mv,low_confidence_approx,311,311,213361602.92221743,213361090.2725681,5,1.087507453565349e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601607,sh.601607,上海医药,sh_mainboard,F52零售业,证监会行业分类,1994-03-24,2026-06-15,,45408586858.45047,baostock_approx_circ_mv,low_confidence_approx,312,312,2789002434.406276,2789225237.005557,5,0.0002131577321579,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002222,sz.002222,福晶科技,sz_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2008-03-19,2026-06-15,,45078477690.354416,baostock_approx_circ_mv,low_confidence_approx,313,313,468149128.5214778,468153262.95933545,5,1.545654357372932e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600143,sh.600143,金发科技,sh_mainboard,C29橡胶和塑料制品业,证监会行业分类,2004-06-23,2026-06-15,,44792650174.39608,baostock_approx_circ_mv,low_confidence_approx,314,314,2634843886.676676,2634861774.964475,5,4.750976332756664e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600141,sh.600141,兴发集团,sh_mainboard,C26化学原料和化学制品制造业,证监会行业分类,1999-06-16,2026-06-15,,44752707018.602745,baostock_approx_circ_mv,low_confidence_approx,315,315,1201731403.6996737,1201737567.6316526,5,5.219429852093059e-05,False,False,2019-06-15,2026-06-15,1696,1.0095238095238095,252,False,False,False,True
002378,sz.002378,章源钨业,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2010-03-31,2026-06-15,,44697611549.12337,baostock_approx_circ_mv,low_confidence_approx,316,316,1195123303.4524963,1195123303.4524963,5,1.3116524680099082e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601212,sh.601212,白银有色,sh_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2017-02-15,2026-06-15,,44650512234.58122,baostock_approx_circ_mv,low_confidence_approx,317,317,7404742979.149034,7404728397.111314,5,4.485325054339723e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002738,sz.002738,中矿资源,sz_mainboard,C32有色金属冶炼和压延加工业,证监会行业分类,2014-12-30,2026-06-15,,44451590657.45265,baostock_approx_circ_mv,low_confidence_approx,318,318,711225778.6079155,711225450.5192424,5,3.5974588184949618e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002409,sz.002409,雅克科技,sz_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2010-05-25,2026-06-15,,44220487208.14182,baostock_approx_circ_mv,low_confidence_approx,319,319,318523580.47129613,318522561.4646821,5,4.936901827621778e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601777,sh.601777,千里科技,sh_mainboard,C36汽车制造业,证监会行业分类,2010-11-25,2026-06-15,,44035389583.49159,baostock_approx_circ_mv,low_confidence_approx,320,320,4520964418.481147,4521087226.231169,5,3.948667353445623e-05,False,False,2019-06-15,2026-06-15,1692,1.0071428571428571,252,False,False,False,True
600985,sh.600985,淮北矿业,sh_mainboard,B06煤炭开采和洗选业,证监会行业分类,2004-04-28,2026-06-15,,44033957306.85696,baostock_approx_circ_mv,low_confidence_approx,321,321,2693269175.6095147,2693208397.972903,5,5.1372833976380856e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601216,sh.601216,君正集团,sh_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2011-02-22,2026-06-15,,43961991910.204834,baostock_approx_circ_mv,low_confidence_approx,322,322,8438018268.559459,8438002286.027799,5,7.567039867954741e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000783,sz.000783,长江证券,sz_mainboard,J67资本市场服务,证监会行业分类,1997-07-31,2026-06-15,,43798481714.44476,baostock_approx_circ_mv,low_confidence_approx,323,323,5530070140.374803,5530111327.5814085,5,4.446338373718469e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601238,sh.601238,广汽集团,sh_mainboard,C36汽车制造业,证监会行业分类,2012-03-29,2026-06-15,,43560516747.337845,baostock_approx_circ_mv,low_confidence_approx,324,324,7383138431.752177,7383138431.752177,5,0.0001385725601065,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600995,sh.600995,南网储能,sh_mainboard,D44电力、热力生产和供应业,证监会行业分类,2004-06-15,2026-06-15,,43466288504.25213,baostock_approx_circ_mv,low_confidence_approx,325,325,3196019945.7475667,3196050625.3126564,5,5.516403500769828e-05,False,False,2019-06-15,2026-06-15,1686,1.0035714285714286,252,False,False,False,True
601878,sh.601878,浙商证券,sh_mainboard,J67资本市场服务,证监会行业分类,2017-06-26,2026-06-15,,43360474040.88491,baostock_approx_circ_mv,low_confidence_approx,326,326,4573972079.77208,4573889666.760012,5,7.572923513397138e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002407,sz.002407,多氟多,sz_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2010-05-18,2026-06-15,,43301774407.34376,baostock_approx_circ_mv,low_confidence_approx,327,327,1078765320.7262735,1078768669.8391569,5,4.703370427424727e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603629,sh.603629,利通电子,sh_mainboard,C33金属制品业,证监会行业分类,2018-12-24,2026-06-15,,43186521620.38381,baostock_approx_circ_mv,low_confidence_approx,328,328,258030915.31236848,258030242.10063815,5,3.010156400813377e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600570,sh.600570,恒生电子,sh_mainboard,I65软件和信息技术服务业,证监会行业分类,2003-12-16,2026-06-15,,42872865333.59523,baostock_approx_circ_mv,low_confidence_approx,329,329,1893666806.8817568,1893677797.420284,5,8.006316554551575e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
601058,sh.601058,赛轮轮胎,sh_mainboard,C29橡胶和塑料制品业,证监会行业分类,2011-06-30,2026-06-15,,42613773229.28915,baostock_approx_circ_mv,low_confidence_approx,331,331,3288161710.440634,3288099786.2105823,5,6.211001920799544e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603806,sh.603806,福斯特,sh_mainboard,C29橡胶和塑料制品业,证监会行业分类,2014-09-05,2026-06-15,,42522889163.60128,baostock_approx_circ_mv,low_confidence_approx,332,332,2608794737.105408,2608766206.3559065,5,3.86694645480891e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603699,sh.603699,纽威股份,sh_mainboard,C34通用设备制造业,证监会行业分类,2014-01-17,2026-06-15,,42456609016.99926,baostock_approx_circ_mv,low_confidence_approx,333,333,758148093.2622012,758153732.4464153,5,4.813930684653406e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600600,sh.600600,青岛啤酒,sh_mainboard,C15酒、饮料和精制茶制造业,证监会行业分类,1993-08-27,2026-06-15,,42193037531.80661,baostock_approx_circ_mv,low_confidence_approx,334,334,709104888.2152331,709126681.2068338,5,8.595074100803376e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600061,sh.600061,国投资本,sh_mainboard,J67资本市场服务,证监会行业分类,1997-05-19,2026-06-15,,41946364110.13137,baostock_approx_circ_mv,low_confidence_approx,335,335,6394262821.666368,6394262821.666368,5,0.0001242952002666,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603308,sh.603308,应流股份,sh_mainboard,C34通用设备制造业,证监会行业分类,2014-01-22,2026-06-15,,41815784737.11511,baostock_approx_circ_mv,low_confidence_approx,337,337,679048435.8523726,679048144.4805962,5,1.7927706592851605e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603920,sh.603920,世运电路,sh_mainboard,C39计算机、通信和其他电子设备制造业,证监会行业分类,2017-04-26,2026-06-15,,41563640804.4763,baostock_approx_circ_mv,low_confidence_approx,339,339,720590166.5131121,720590166.5131121,5,2.0341816619065515e-05,False,False,2019-06-15,2026-06-15,1694,1.0083333333333333,252,False,False,False,True
603688,sh.603688,石英股份,sh_mainboard,C30非金属矿物制品业,证监会行业分类,2014-10-31,2026-06-15,,41454681736.54972,baostock_approx_circ_mv,low_confidence_approx,340,340,541677497.0651536,541678841.4549813,5,1.070261700676943e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002129,sz.002129,TCL中环,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2007-04-20,2026-06-15,,41448216668.38122,baostock_approx_circ_mv,low_confidence_approx,341,341,4039787199.647292,4039787199.647292,5,1.0757380649201194e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002056,sz.002056,横店东磁,sz_mainboard,C38电气机械和器材制造业,证监会行业分类,2006-08-02,2026-06-15,,41356795570.97247,baostock_approx_circ_mv,low_confidence_approx,342,342,1625021436.973378,1625021436.973378,5,6.069178463693032e-06,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
603379,sh.603379,三美股份,sh_mainboard,C26化学原料和化学制品制造业,证监会行业分类,2019-04-02,2026-06-15,,41078894324.03735,baostock_approx_circ_mv,low_confidence_approx,344,344,610474792.5283161,610475469.2233222,5,2.8057074364173845e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000999,sz.000999,华润三九,sz_mainboard,C27医药制造业,证监会行业分类,2000-03-09,2026-06-15,,40821007708.90781,baostock_approx_circ_mv,low_confidence_approx,345,345,1662637738.5159009,1662770171.4422731,5,8.400585668116322e-05,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
002155,sz.002155,湖南黄金,sz_mainboard,B09有色金属矿采选业,证监会行业分类,2007-08-16,2026-06-15,,40078331215.56859,baostock_approx_circ_mv,low_confidence_approx,347,347,1562518269.8780763,1562508039.5933175,5,4.078247593728409e-05,False,False,2019-06-15,2026-06-15,1687,1.0041666666666669,242,False,False,False,True
000983,sz.000983,山西焦煤,sz_mainboard,B06煤炭开采和洗选业,证监会行业分类,2000-07-26,2026-06-15,,40023385076.92307,baostock_approx_circ_mv,low_confidence_approx,348,348,5676985755.300353,5677075897.435897,5,3.610592902014532e-05,False,False,2019-06-15,2026-06-15,1687,1.0041666666666669,252,False,False,False,True
002850,sz.002850,科达利,sz_mainboard,C33金属制品业,证监会行业分类,2017-03-02,2026-06-15,,40012079633.732765,baostock_approx_circ_mv,low_confidence_approx,349,349,209401027.82827577,209158806.2401085,5,0.0388214631467267,True,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
600909,sh.600909,华安证券,sh_mainboard,J67资本市场服务,证监会行业分类,2016-12-06,2026-06-15,,39992582800.45783,baostock_approx_circ_mv,low_confidence_approx,350,350,5024224648.708974,5024193819.152994,5,1.9522428751661e-05,False,False,2019-06-15,2026-06-15,1691,1.006547619047619,252,False,False,False,True
002195,sz.002195,岩山科技,sz_mainboard,I64互联网和相关服务,证监会行业分类,2007-12-12,2026-06-15,,39788410019.79485,baostock_approx_circ_mv,low_confidence_approx,351,351,5615956103.884494,5619831923.699838,5,0.0007101386300005,False,False,2019-06-15,2026-06-15,1697,1.0101190476190476,252,False,False,False,True
000893,sz.000893,亚钾国际,sz_mainboard,C26化学原料和化学制品制造业,证监会行业分类,1998-12-24,2026-06-15,,39412489096.73337,baostock_approx_circ_mv,low_confidence_approx,352,352,811811772.3156534,811791742.4661869,5,4.827723525523642e-05,False,False,2019-06-15,2026-06-15,1685,1.0029761904761905,252,False,False,False,True
