code,code_name,ipoDate,outDate,type,status,code6,baostock_code,name,list_date,out_date,board
sh.000001,上证综合指数,1991-07-15,,2,1,000001,sh.000001,上证综合指数,1991-07-15,,sz_mainboard
sh.000002,上证A股指数,1992-02-21,,2,1,000002,sh.000002,上证A股指数,1992-02-21,,sz_mainboard
sh.000003,上证B股指数,1992-08-17,,2,1,000003,sh.000003,上证B股指数,1992-08-17,,sz_mainboard
sh.000004,上证工业类指数,1993-05-03,,2,1,000004,sh.000004,上证工业类指数,1993-05-03,,sz_mainboard
sh.000005,上证商业类指数,1993-05-03,,2,1,000005,sh.000005,上证商业类指数,1993-05-03,,sz_mainboard
sh.000006,上证房地产指数,1993-05-03,,2,1,000006,sh.000006,上证房地产指数,1993-05-03,,sz_mainboard
sh.000007,上证公用事业指数,1993-05-03,,2,1,000007,sh.000007,上证公用事业指数,1993-05-03,,sz_mainboard
sh.000008,上证综合业类指数,1993-05-03,,2,1,000008,sh.000008,上证综合业类指数,1993-05-03,,sz_mainboard
sh.000009,上证380,2010-11-29,,2,1,000009,sh.000009,上证380,2010-11-29,,sz_mainboard
sh.000010,上证180指数,2002-07-01,,2,1,000010,sh.000010,上证180指数,2002-07-01,,sz_mainboard
sh.000011,上证基金指数,2000-06-09,,2,1,000011,sh.000011,上证基金指数,2000-06-09,,sz_mainboard
sh.000012,上证国债指数,2003-01-02,,2,1,000012,sh.000012,上证国债指数,2003-01-02,,sz_mainboard
sh.000013,上证企业债指数,2003-06-09,,2,1,000013,sh.000013,上证企业债指数,2003-06-09,,sz_mainboard
sh.000015,上证红利指数,2005-01-04,,2,1,000015,sh.000015,上证红利指数,2005-01-04,,sz_mainboard
sh.000016,上证50指数,2004-01-02,,2,1,000016,sh.000016,上证50指数,2004-01-02,,sz_mainboard
sh.000017,新上证综指,2006-01-04,,2,1,000017,sh.000017,新上证综指,2006-01-04,,sz_mainboard
sh.000018,上证180金融股指数,2007-12-10,,2,1,000018,sh.000018,上证180金融股指数,2007-12-10,,sz_mainboard
sh.000019,上证公司治理指数,2008-01-02,,2,1,000019,sh.000019,上证公司治理指数,2008-01-02,,sz_mainboard
sh.000020,上证中型企业综合指数,2008-05-12,,2,1,000020,sh.000020,上证中型企业综合指数,2008-05-12,,sz_mainboard
sh.000021,上证180公司治理指数,2008-09-10,,2,1,000021,sh.000021,上证180公司治理指数,2008-09-10,,sz_mainboard
sh.000022,沪公司债,2008-11-19,,2,1,000022,sh.000022,沪公司债,2008-11-19,,sz_mainboard
sh.000025,上证180基建指数,2008-12-15,,2,1,000025,sh.000025,上证180基建指数,2008-12-15,,sz_mainboard
sh.000026,上证180资源指数,2008-12-15,,2,1,000026,sh.000026,上证180资源指数,2008-12-15,,sz_mainboard
sh.000027,上证180交通运输指数,2008-12-15,,2,1,000027,sh.000027,上证180交通运输指数,2008-12-15,,sz_mainboard
sh.000028,上证180成长指数,2009-01-09,,2,1,000028,sh.000028,上证180成长指数,2009-01-09,,sz_mainboard
sh.000029,上证180价值指数,2009-01-09,,2,1,000029,sh.000029,上证180价值指数,2009-01-09,,sz_mainboard
sh.000030,上证180相对成长指数,2009-01-09,,2,1,000030,sh.000030,上证180相对成长指数,2009-01-09,,sz_mainboard
sh.000031,上证180相对价值指数,2009-01-09,,2,1,000031,sh.000031,上证180相对价值指数,2009-01-09,,sz_mainboard
sh.000032,上证能源行业指数,2009-01-09,,2,1,000032,sh.000032,上证能源行业指数,2009-01-09,,sz_mainboard
sh.000033,上证原材料行业指数,2009-01-09,,2,1,000033,sh.000033,上证原材料行业指数,2009-01-09,,sz_mainboard
sh.000034,上证工业行业指数,2009-01-09,,2,1,000034,sh.000034,上证工业行业指数,2009-01-09,,sz_mainboard
sh.000035,上证可选消费行业指数,2009-01-09,,2,1,000035,sh.000035,上证可选消费行业指数,2009-01-09,,sz_mainboard
sh.000036,上证主要消费行业指数,2009-01-09,,2,1,000036,sh.000036,上证主要消费行业指数,2009-01-09,,sz_mainboard
sh.000037,上证医药卫生行业指数,2009-01-09,,2,1,000037,sh.000037,上证医药卫生行业指数,2009-01-09,,sz_mainboard
sh.000038,上证金融地产行业指数,2009-01-09,,2,1,000038,sh.000038,上证金融地产行业指数,2009-01-09,,sz_mainboard
sh.000039,上证信息技术行业指数,2009-01-09,,2,1,000039,sh.000039,上证信息技术行业指数,2009-01-09,,sz_mainboard
sh.000040,上证电信业务行业指数,2009-01-09,,2,1,000040,sh.000040,上证电信业务行业指数,2009-01-09,,sz_mainboard
sh.000041,上证公用事业行业指数,2009-01-09,,2,1,000041,sh.000041,上证公用事业行业指数,2009-01-09,,sz_mainboard
sh.000042,上证中央企业50指数,2009-03-30,,2,1,000042,sh.000042,上证中央企业50指数,2009-03-30,,sz_mainboard
sh.000043,上证超级大盘指数,2009-04-23,,2,1,000043,sh.000043,上证超级大盘指数,2009-04-23,,sz_mainboard
sh.000044,上证中盘,2009-07-03,,2,1,000044,sh.000044,上证中盘,2009-07-03,,sz_mainboard
sh.000045,上证小盘,2009-07-03,,2,1,000045,sh.000045,上证小盘,2009-07-03,,sz_mainboard
sh.000046,上证中小,2009-07-03,,2,1,000046,sh.000046,上证中小,2009-07-03,,sz_mainboard
sh.000047,上证全指,2009-07-03,,2,1,000047,sh.000047,上证全指,2009-07-03,,sz_mainboard
sh.000048,责任指数,2009-08-05,,2,1,000048,sh.000048,责任指数,2009-08-05,,sz_mainboard
sh.000049,上证民企,2009-08-25,,2,1,000049,sh.000049,上证民企,2009-08-25,,sz_mainboard
sh.000050,50等权,2011-01-04,,2,1,000050,sh.000050,50等权,2011-01-04,,sz_mainboard
sh.000051,180等权,2011-05-24,,2,1,000051,sh.000051,180等权,2011-05-24,,sz_mainboard
sh.000052,50基本,2012-01-09,,2,1,000052,sh.000052,50基本,2012-01-09,,sz_mainboard
sh.000053,180基本,2012-01-09,,2,1,000053,sh.000053,180基本,2012-01-09,,sz_mainboard
sh.000054,上证海外,2010-01-04,,2,1,000054,sh.000054,上证海外,2010-01-04,,sz_mainboard
sh.000056,上证国企,2010-01-04,,2,1,000056,sh.000056,上证国企,2010-01-04,,sz_mainboard
sh.000057,全指成长,2010-01-04,,2,1,000057,sh.000057,全指成长,2010-01-04,,sz_mainboard
sh.000058,全指价值,2010-01-04,,2,1,000058,sh.000058,全指价值,2010-01-04,,sz_mainboard
sh.000059,全R成长,2010-01-04,,2,1,000059,sh.000059,全R成长,2010-01-04,,sz_mainboard
sh.000060,全R价值,2010-01-04,,2,1,000060,sh.000060,全R价值,2010-01-04,,sz_mainboard
sh.000061,沪企债30,2010-01-04,,2,1,000061,sh.000061,沪企债30,2010-01-04,,sz_mainboard
sh.000062,上证沪企,2010-01-04,,2,1,000062,sh.000062,上证沪企,2010-01-04,,sz_mainboard
sh.000063,上证周期,2010-02-03,,2,1,000063,sh.000063,上证周期,2010-02-03,,sz_mainboard
sh.000064,非周期,2010-02-03,,2,1,000064,sh.000064,非周期,2010-02-03,,sz_mainboard
sh.000065,上证龙头,2010-02-09,,2,1,000065,sh.000065,上证龙头,2010-02-09,,sz_mainboard
sh.000066,上证商品,2010-04-30,,2,1,000066,sh.000066,上证商品,2010-04-30,,sz_mainboard
sh.000067,上证新兴,2010-04-30,,2,1,000067,sh.000067,上证新兴,2010-04-30,,sz_mainboard
sh.000068,上证资源,2010-05-28,,2,1,000068,sh.000068,上证资源,2010-05-28,,sz_mainboard
sh.000069,消费80,2010-05-28,,2,1,000069,sh.000069,消费80,2010-05-28,,sz_mainboard
sh.000070,能源等权,2010-08-18,,2,1,000070,sh.000070,能源等权,2010-08-18,,sz_mainboard
sh.000071,材料等权,2010-08-18,,2,1,000071,sh.000071,材料等权,2010-08-18,,sz_mainboard
sh.000072,工业等权,2010-08-18,,2,1,000072,sh.000072,工业等权,2010-08-18,,sz_mainboard
sh.000073,可选等权,2010-08-18,,2,1,000073,sh.000073,可选等权,2010-08-18,,sz_mainboard
sh.000074,消费等权,2010-08-18,,2,1,000074,sh.000074,消费等权,2010-08-18,,sz_mainboard
sh.000075,医药等权,2010-08-18,,2,1,000075,sh.000075,医药等权,2010-08-18,,sz_mainboard
sh.000076,金融等权,2010-08-18,,2,1,000076,sh.000076,金融等权,2010-08-18,,sz_mainboard
sh.000077,信息等权,2010-08-18,,2,1,000077,sh.000077,信息等权,2010-08-18,,sz_mainboard
sh.000078,电信等权,2010-08-18,,2,1,000078,sh.000078,电信等权,2010-08-18,,sz_mainboard
sh.000079,公用等权,2010-08-18,,2,1,000079,sh.000079,公用等权,2010-08-18,,sz_mainboard
sh.000090,上证流通,2010-12-02,,2,1,000090,sh.000090,上证流通,2010-12-02,,sz_mainboard
sh.000091,沪财中小,2011-04-06,,2,1,000091,sh.000091,沪财中小,2011-04-06,,sz_mainboard
sh.000092,资源50,2011-05-10,,2,1,000092,sh.000092,资源50,2011-05-10,,sz_mainboard
sh.000093,180分层,2011-05-24,,2,1,000093,sh.000093,180分层,2011-05-24,,sz_mainboard
sh.000094,上证上游,2011-05-10,,2,1,000094,sh.000094,上证上游,2011-05-10,,sz_mainboard
sh.000095,上证中游,2011-05-10,,2,1,000095,sh.000095,上证中游,2011-05-10,,sz_mainboard
sh.000096,上证下游,2011-05-10,,2,1,000096,sh.000096,上证下游,2011-05-10,,sz_mainboard
sh.000097,高端装备,2011-05-24,,2,1,000097,sh.000097,高端装备,2011-05-24,,sz_mainboard
sh.000098,上证F200,2011-07-01,,2,1,000098,sh.000098,上证F200,2011-07-01,,sz_mainboard
sh.000099,上证F300,2011-07-01,,2,1,000099,sh.000099,上证F300,2011-07-01,,sz_mainboard
sh.000100,上证F500,2011-07-01,,2,1,000100,sh.000100,上证F500,2011-07-01,,sz_mainboard
sh.000101,上证5年期信用债指数,2013-04-01,,2,1,000101,sh.000101,上证5年期信用债指数,2013-04-01,,sz_mainboard
sh.000102,沪投资品,2011-06-13,,2,1,000102,sh.000102,沪投资品,2011-06-13,,sz_mainboard
sh.000103,沪消费品,2011-06-13,,2,1,000103,sh.000103,沪消费品,2011-06-13,,sz_mainboard
sh.000104,380能源,2011-06-13,,2,1,000104,sh.000104,380能源,2011-06-13,,sz_mainboard
sh.000105,380材料,2011-06-13,,2,1,000105,sh.000105,380材料,2011-06-13,,sz_mainboard
sh.000106,380工业,2011-06-13,,2,1,000106,sh.000106,380工业,2011-06-13,,sz_mainboard
sh.000107,380可选,2011-06-13,,2,1,000107,sh.000107,380可选,2011-06-13,,sz_mainboard
sh.000108,380消费,2011-06-13,,2,1,000108,sh.000108,380消费,2011-06-13,,sz_mainboard
sh.000109,380医药,2011-06-13,,2,1,000109,sh.000109,380医药,2011-06-13,,sz_mainboard
sh.000110,380金融,2011-06-13,,2,1,000110,sh.000110,380金融,2011-06-13,,sz_mainboard
sh.000111,380信息,2011-06-13,,2,1,000111,sh.000111,380信息,2011-06-13,,sz_mainboard
sh.000112,380电信,2011-06-13,,2,1,000112,sh.000112,380电信,2011-06-13,,sz_mainboard
sh.000113,380公用,2011-06-13,,2,1,000113,sh.000113,380公用,2011-06-13,,sz_mainboard
sh.000114,持续产业,2011-08-22,,2,1,000114,sh.000114,持续产业,2011-08-22,,sz_mainboard
sh.000115,380等权,2011-08-12,,2,1,000115,sh.000115,380等权,2011-08-12,,sz_mainboard
sh.000116,上证信用债100指数,2013-02-26,,2,1,000116,sh.000116,上证信用债100指数,2013-02-26,,sz_mainboard
sh.000117,380成长,2011-10-18,,2,1,000117,sh.000117,380成长,2011-10-18,,sz_mainboard
sh.000118,380价值,2011-10-18,,2,1,000118,sh.000118,380价值,2011-10-18,,sz_mainboard
sh.000119,380R成长,2011-10-18,,2,1,000119,sh.000119,380R成长,2011-10-18,,sz_mainboard
sh.000120,380R价值,2011-10-18,,2,1,000120,sh.000120,380R价值,2011-10-18,,sz_mainboard
sh.000121,医药主题,2011-10-18,,2,1,000121,sh.000121,医药主题,2011-10-18,,sz_mainboard
sh.000122,上证农业主题指数,2011-10-18,,2,1,000122,sh.000122,上证农业主题指数,2011-10-18,,sz_mainboard
sh.000123,上证180动态指数,2013-02-08,,2,1,000123,sh.000123,上证180动态指数,2013-02-08,,sz_mainboard
sh.000125,上证180稳定指数,2013-02-08,,2,1,000125,sh.000125,上证180稳定指数,2013-02-08,,sz_mainboard
sh.000126,消费50,2011-12-09,,2,1,000126,sh.000126,消费50,2011-12-09,,sz_mainboard
sh.000128,380基本,2012-01-09,,2,1,000128,sh.000128,380基本,2012-01-09,,sz_mainboard
sh.000129,180波动,2012-01-09,,2,1,000129,sh.000129,180波动,2012-01-09,,sz_mainboard
sh.000130,380波动,2012-01-09,,2,1,000130,sh.000130,380波动,2012-01-09,,sz_mainboard
sh.000131,上证高新,2012-02-10,,2,1,000131,sh.000131,上证高新,2012-02-10,,sz_mainboard
sh.000132,上证100,2012-04-20,,2,1,000132,sh.000132,上证100,2012-04-20,,sz_mainboard
sh.000133,上证150,2012-04-20,,2,1,000133,sh.000133,上证150,2012-04-20,,sz_mainboard
sh.000134,上证银行股指数,2012-05-29,,2,1,000134,sh.000134,上证银行股指数,2012-05-29,,sz_mainboard
sh.000135,上证180高贝塔指数,2012-08-06,,2,1,000135,sh.000135,上证180高贝塔指数,2012-08-06,,sz_mainboard
sh.000136,上证180低贝塔指数,2012-08-06,,2,1,000136,sh.000136,上证180低贝塔指数,2012-08-06,,sz_mainboard
sh.000137,上证380高贝塔指数,2012-08-06,,2,1,000137,sh.000137,上证380高贝塔指数,2012-08-06,,sz_mainboard
sh.000138,上证380低贝塔指数,2012-08-06,,2,1,000138,sh.000138,上证380低贝塔指数,2012-08-06,,sz_mainboard
sh.000139,上证可转换债券指数,2012-09-12,,2,1,000139,sh.000139,上证可转换债券指数,2012-09-12,,sz_mainboard
sh.000141,上证380动态指数,2013-02-08,,2,1,000141,sh.000141,上证380动态指数,2013-02-08,,sz_mainboard
sh.000142,上证380稳定指数,2013-02-08,,2,1,000142,sh.000142,上证380稳定指数,2013-02-08,,sz_mainboard
sh.000145,上证优势资源产业指数,2012-05-29,,2,1,000145,sh.000145,上证优势资源产业指数,2012-05-29,,sz_mainboard
sh.000146,上证优势制造产业指数,2012-05-29,,2,1,000146,sh.000146,上证优势制造产业指数,2012-05-29,,sz_mainboard
sh.000147,上证优势消费产业指数,2012-05-29,,2,1,000147,sh.000147,上证优势消费产业指数,2012-05-29,,sz_mainboard
sh.000148,上证消费服务领先指数,2012-05-29,,2,1,000148,sh.000148,上证消费服务领先指数,2012-05-29,,sz_mainboard
sh.000149,上证180红利指数,2012-07-20,,2,1,000149,sh.000149,上证180红利指数,2012-07-20,,sz_mainboard
sh.000150,上证380红利指数,2012-07-20,,2,1,000150,sh.000150,上证380红利指数,2012-07-20,,sz_mainboard
sh.000151,上证国有企业红利指数,2012-07-20,,2,1,000151,sh.000151,上证国有企业红利指数,2012-07-20,,sz_mainboard
sh.000152,上证中央企业红利指数,2012-07-20,,2,1,000152,sh.000152,上证中央企业红利指数,2012-07-20,,sz_mainboard
sh.000153,上证民营企业红利指数,2012-07-20,,2,1,000153,sh.000153,上证民营企业红利指数,2012-07-20,,sz_mainboard
sh.000155,上证市值百强指数,2012-07-20,,2,1,000155,sh.000155,上证市值百强指数,2012-07-20,,sz_mainboard
sh.000158,上证环保产业指数,2012-09-25,,2,1,000158,sh.000158,上证环保产业指数,2012-09-25,,sz_mainboard
sh.000159,上证沪股通指数,2014-11-17,,2,1,000159,sh.000159,上证沪股通指数,2014-11-17,,sz_mainboard
sh.000160,上证一带一路主题指数,2015-06-24,,2,1,000160,sh.000160,上证一带一路主题指数,2015-06-24,,sz_mainboard
sh.000161,上证中国制造主题指数,2015-10-29,,2,1,000161,sh.000161,上证中国制造主题指数,2015-10-29,,sz_mainboard
sh.000162,上证互联网+主题指数,2015-10-29,,2,1,000162,sh.000162,上证互联网+主题指数,2015-10-29,,sz_mainboard
sh.000300,沪深300指数,2005-04-08,,2,1,000300,sh.000300,沪深300指数,2005-04-08,,sz_mainboard
sh.000802,500沪市,2011-11-08,,2,1,000802,sh.000802,500沪市,2011-11-08,,sz_mainboard
sh.000805,A股资源,2012-01-06,,2,1,000805,sh.000805,A股资源,2012-01-06,,sz_mainboard
sh.000806,消费服务,2012-02-10,,2,1,000806,sh.000806,消费服务,2012-02-10,,sz_mainboard
sh.000807,食品饮料,2012-02-17,,2,1,000807,sh.000807,食品饮料,2012-02-17,,sz_mainboard
sh.000808,医药生物,2012-02-17,,2,1,000808,sh.000808,医药生物,2012-02-17,,sz_mainboard
sh.000814,细分医药,2012-04-11,,2,1,000814,sh.000814,细分医药,2012-04-11,,sz_mainboard
sh.000816,细分地产,2012-04-11,,2,1,000816,sh.000816,细分地产,2012-04-11,,sz_mainboard
sh.000817,中证兴证海西主题指数,2011-09-27,2018-07-11,2,0,000817,sh.000817,中证兴证海西主题指数,2011-09-27,2018-07-11,sz_mainboard
sh.000819,有色金属,2012-05-09,,2,1,000819,sh.000819,有色金属,2012-05-09,,sz_mainboard
sh.000821,沪深300红利指数,2012-07-20,,2,1,000821,sh.000821,沪深300红利指数,2012-07-20,,sz_mainboard
sh.000823,中证800有色,2013-08-02,,2,1,000823,sh.000823,中证800有色,2013-08-02,,sz_mainboard
sh.000827,中证环保产业指数,2012-09-25,,2,1,000827,sh.000827,中证环保产业指数,2012-09-25,,sz_mainboard
sh.000828,沪深300高贝塔指数,2012-08-06,,2,1,000828,sh.000828,沪深300高贝塔指数,2012-08-06,,sz_mainboard
sh.000832,中证可转换债券指数,2012-09-12,,2,1,000832,sh.000832,中证可转换债券指数,2012-09-12,,sz_mainboard
sh.000833,中证1-7年中高收益企债指数,2012-09-10,,2,1,000833,sh.000833,中证1-7年中高收益企债指数,2012-09-10,,sz_mainboard
sh.000841,中证800制药与生物科技指数,2012-12-21,,2,1,000841,sh.000841,中证800制药与生物科技指数,2012-12-21,,sz_mainboard
sh.000842,中证800等权重指数,2012-12-21,,2,1,000842,sh.000842,中证800等权重指数,2012-12-21,,sz_mainboard
sh.000846,中证财通中国可持续发展100(ECPIESG)指数,2012-10-16,,2,1,000846,sh.000846,中证财通中国可持续发展100(ECPIESG)指数,2012-10-16,,sz_mainboard
sh.000847,中证腾讯济安价值100A股指数,2013-11-18,,2,1,000847,sh.000847,中证腾讯济安价值100A股指数,2013-11-18,,sz_mainboard
sh.000849,沪深300非银行金融指数,2012-12-21,,2,1,000849,sh.000849,沪深300非银行金融指数,2012-12-21,,sz_mainboard
sh.000850,沪深300有色金属指数,2012-12-21,2018-12-25,2,0,000850,sh.000850,沪深300有色金属指数,2012-12-21,2018-12-25,sz_mainboard
sh.000851,百发100指数,2014-07-30,,2,1,000851,sh.000851,百发100指数,2014-07-30,,sz_mainboard
sh.000852,中证1000指数,2014-10-17,,2,1,000852,sh.000852,中证1000指数,2014-10-17,,sz_mainboard
sh.000853,中证申万一带一路主题投资指数,2015-04-23,,2,1,000853,sh.000853,中证申万一带一路主题投资指数,2015-04-23,,sz_mainboard
sh.000854,中证500原材料指数,2013-11-06,,2,1,000854,sh.000854,中证500原材料指数,2013-11-06,,sz_mainboard
sh.000855,央视财经500指数,2014-11-03,,2,1,000855,sh.000855,央视财经500指数,2014-11-03,,sz_mainboard
sh.000856,中证500工业指数,2013-11-06,,2,1,000856,sh.000856,中证500工业指数,2013-11-06,,sz_mainboard
sh.000857,中证500医药卫生指数,2013-11-06,,2,1,000857,sh.000857,中证500医药卫生指数,2013-11-06,,sz_mainboard
sh.000858,中证500信息技术指数,2013-11-06,,2,1,000858,sh.000858,中证500信息技术指数,2013-11-06,,sz_mainboard
sh.000901,中证南方小康产业指数,2010-04-02,,2,1,000901,sh.000901,中证南方小康产业指数,2010-04-02,,sz_mainboard
sh.000903,中证A100指数,2006-05-29,,2,1,000903,sh.000903,中证A100指数,2006-05-29,,sz_mainboard
sh.000904,中证200指数,2007-01-15,,2,1,000904,sh.000904,中证200指数,2007-01-15,,sz_mainboard
sh.000905,中证500指数,2007-01-15,,2,1,000905,sh.000905,中证500指数,2007-01-15,,sz_mainboard
sh.000906,中证800指数,2007-01-15,,2,1,000906,sh.000906,中证800指数,2007-01-15,,sz_mainboard
sh.000908,沪深300能源指数,2007-07-02,,2,1,000908,sh.000908,沪深300能源指数,2007-07-02,,sz_mainboard
sh.000909,沪深300原材料指数,2007-07-02,,2,1,000909,sh.000909,沪深300原材料指数,2007-07-02,,sz_mainboard
sh.000910,沪深300工业指数,2007-07-02,,2,1,000910,sh.000910,沪深300工业指数,2007-07-02,,sz_mainboard
sh.000911,沪深300可选消费指数,2007-07-02,,2,1,000911,sh.000911,沪深300可选消费指数,2007-07-02,,sz_mainboard
sh.000912,沪深300主要消费指数,2007-07-02,,2,1,000912,sh.000912,沪深300主要消费指数,2007-07-02,,sz_mainboard
sh.000913,沪深300医药卫生指数,2007-07-02,,2,1,000913,sh.000913,沪深300医药卫生指数,2007-07-02,,sz_mainboard
sh.000914,沪深300金融地产指数,2007-07-02,,2,1,000914,sh.000914,沪深300金融地产指数,2007-07-02,,sz_mainboard
sh.000917,沪深300公用事业指数,2007-07-02,,2,1,000917,sh.000917,沪深300公用事业指数,2007-07-02,,sz_mainboard
sh.000918,沪深300成长指数,2008-01-21,,2,1,000918,sh.000918,沪深300成长指数,2008-01-21,,sz_mainboard
sh.000919,沪深300价值指数,2008-01-21,,2,1,000919,sh.000919,沪深300价值指数,2008-01-21,,sz_mainboard
sh.000922,中证红利指数,2008-05-26,,2,1,000922,sh.000922,中证红利指数,2008-05-26,,sz_mainboard
sh.000925,中证锐联基本面50指数,2009-02-26,,2,1,000925,sh.000925,中证锐联基本面50指数,2009-02-26,,sz_mainboard
sh.000928,中证能源指数,2009-07-03,,2,1,000928,sh.000928,中证能源指数,2009-07-03,,sz_mainboard
sh.000931,中证可选消费指数,2009-07-03,,2,1,000931,sh.000931,中证可选消费指数,2009-07-03,,sz_mainboard
sh.000932,中证主要消费指数,2009-07-03,,2,1,000932,sh.000932,中证主要消费指数,2009-07-03,,sz_mainboard
sh.000933,中证医药卫生指数,2009-07-03,,2,1,000933,sh.000933,中证医药卫生指数,2009-07-03,,sz_mainboard
sh.000934,中证金融地产指数,2009-07-03,,2,1,000934,sh.000934,中证金融地产指数,2009-07-03,,sz_mainboard
sh.000935,中证信息技术指数,2009-07-03,,2,1,000935,sh.000935,中证信息技术指数,2009-07-03,,sz_mainboard
sh.000939,中证民企成长指数,2009-08-25,,2,1,000939,sh.000939,中证民企成长指数,2009-08-25,,sz_mainboard
sh.000940,中证财富大盘指数,2009-09-25,,2,1,000940,sh.000940,中证财富大盘指数,2009-09-25,,sz_mainboard
sh.000944,中证内地资源主题指数,2009-10-28,,2,1,000944,sh.000944,中证内地资源主题指数,2009-10-28,,sz_mainboard
sh.000950,沪深300基建主题指数,2009-10-28,,2,1,000950,sh.000950,沪深300基建主题指数,2009-10-28,,sz_mainboard
sh.000951,沪深300银行指数,2009-10-28,,2,1,000951,sh.000951,沪深300银行指数,2009-10-28,,sz_mainboard
sh.000952,沪深300房地产指数,2009-10-28,,2,1,000952,sh.000952,沪深300房地产指数,2009-10-28,,sz_mainboard
sh.000957,沪深300运输指数,2010-03-17,,2,1,000957,sh.000957,沪深300运输指数,2010-03-17,,sz_mainboard
sh.000958,中证创业成长指数,2010-03-24,,2,1,000958,sh.000958,中证创业成长指数,2010-03-24,,sz_mainboard
sh.000959,银河99,2010-02-09,,2,1,000959,sh.000959,银河99,2010-02-09,,sz_mainboard
sh.000961,中证上游资源产业指数,2010-04-16,,2,1,000961,sh.000961,中证上游资源产业指数,2010-04-16,,sz_mainboard
sh.000963,中证下游消费与服务产业指数,2010-04-16,,2,1,000963,sh.000963,中证下游消费与服务产业指数,2010-04-16,,sz_mainboard
sh.000964,中证新兴产业指数,2010-04-30,,2,1,000964,sh.000964,中证新兴产业指数,2010-04-30,,sz_mainboard
sh.000966,中证锐联基本面400指数,2010-06-02,,2,1,000966,sh.000966,中证锐联基本面400指数,2010-06-02,,sz_mainboard
sh.000969,沪深300非周期行业指数,2010-05-28,,2,1,000969,sh.000969,沪深300非周期行业指数,2010-05-28,,sz_mainboard
sh.000971,等权90,2010-12-02,,2,1,000971,sh.000971,等权90,2010-12-02,,sz_mainboard
sh.000973,技术领先,2011-01-04,2018-02-05,2,0,000973,sh.000973,技术领先,2011-01-04,2018-02-05,sz_mainboard
sh.000974,中证800金融指数,2013-08-02,,2,1,000974,sh.000974,中证800金融指数,2013-08-02,,sz_mainboard
sh.000975,中证钱江30指数,2014-01-02,,2,1,000975,sh.000975,中证钱江30指数,2014-01-02,,sz_mainboard
sh.000976,新华金牛50指数,2014-02-18,2017-04-28,2,0,000976,sh.000976,新华金牛50指数,2014-02-18,2017-04-28,sz_mainboard
sh.000977,中证内地低碳经济主题指数,2011-01-21,,2,1,000977,sh.000977,中证内地低碳经济主题指数,2011-01-21,,sz_mainboard
sh.000978,中证医药100指数,2011-03-18,,2,1,000978,sh.000978,中证医药100指数,2011-03-18,,sz_mainboard
sh.000979,中证大宗商品股票指数,2011-08-22,,2,1,000979,sh.000979,中证大宗商品股票指数,2011-08-22,,sz_mainboard
sh.000982,中证500等权重指数,2011-06-13,,2,1,000982,sh.000982,中证500等权重指数,2011-06-13,,sz_mainboard
sh.000983,智能资产,2011-06-17,2022-08-30,2,0,000983,sh.000983,智能资产,2011-06-17,2022-08-30,sz_mainboard
sh.000984,沪深300等权重指数,2011-08-02,,2,1,000984,sh.000984,沪深300等权重指数,2011-08-02,,sz_mainboard
sh.000986,中证全指能源指数,2011-08-02,,2,1,000986,sh.000986,中证全指能源指数,2011-08-02,,sz_mainboard
sh.000987,中证全指原材料指数,2011-08-02,,2,1,000987,sh.000987,中证全指原材料指数,2011-08-02,,sz_mainboard
sh.000989,中证全指可选消费指数,2011-08-02,,2,1,000989,sh.000989,中证全指可选消费指数,2011-08-02,,sz_mainboard
sh.000990,中证全指主要消费指数,2011-08-02,,2,1,000990,sh.000990,中证全指主要消费指数,2011-08-02,,sz_mainboard
sh.000991,中证全指医药卫生指数,2011-08-02,,2,1,000991,sh.000991,中证全指医药卫生指数,2011-08-02,,sz_mainboard
sh.000992,中证全指金融地产指数,2011-08-02,,2,1,000992,sh.000992,中证全指金融地产指数,2011-08-02,,sz_mainboard
sh.000993,中证全指信息技术指数,2011-08-02,,2,1,000993,sh.000993,中证全指信息技术指数,2011-08-02,,sz_mainboard
sh.000996,领先行业,2011-08-02,2018-02-05,2,0,000996,sh.000996,领先行业,2011-08-02,2018-02-05,sz_mainboard
sh.000997,大消费,2011-11-11,2018-02-05,2,0,000997,sh.000997,大消费,2011-11-11,2018-02-05,sz_mainboard
sh.000998,中证TMT产业主题指数,2011-11-08,,2,1,000998,sh.000998,中证TMT产业主题指数,2011-11-08,,sz_mainboard
sh.000999,两岸三地,2010-01-18,,2,1,000999,sh.000999,两岸三地,2010-01-18,,sz_mainboard
sh.100001,南化转债,1998-09-02,2001-05-28,4,0,100001,sh.100001,南化转债,1998-09-02,2001-05-28,other
sh.100009,机场转债,2000-03-16,2004-05-14,4,0,100009,sh.100009,机场转债,2000-03-16,2004-05-14,other
sh.100016,民生转债,2003-03-18,2008-02-26,4,0,100016,sh.100016,民生转债,2003-03-18,2008-02-26,other
sh.100087,水运转债,2002-08-28,2007-04-11,4,0,100087,sh.100087,水运转债,2002-08-28,2007-04-11,other
sh.100096,云化转债,2003-09-25,2006-09-09,4,0,100096,sh.100096,云化转债,2003-09-25,2006-09-09,other
sh.100117,西钢转债,2003-08-26,2007-06-14,4,0,100117,sh.100117,西钢转债,2003-08-26,2007-06-14,other
sh.100177,雅戈转债,2003-04-21,2006-04-10,4,0,100177,sh.100177,雅戈转债,2003-04-21,2006-04-10,other
