code,code_name,ipoDate,outDate,type,status,code6,baostock_code,name,list_date,out_date,board
sh.113036,宁建转债,2020-08-06,2022-04-12,4,0,113036,sh.113036,宁建转债,2020-08-06,2022-04-12,other
sh.113037,紫银转债,2020-08-17,,4,1,113037,sh.113037,紫银转债,2020-08-17,,other
sh.113038,隆20转债,2020-09-08,2021-03-31,4,0,113038,sh.113038,隆20转债,2020-09-08,2021-03-31,other
sh.113039,嘉泽转债,2020-09-17,,4,1,113039,sh.113039,嘉泽转债,2020-09-17,,other
sh.113040,星宇转债,2020-11-16,2021-08-03,4,0,113040,sh.113040,星宇转债,2020-11-16,2021-08-03,other
sh.113041,紫金转债,2020-11-27,2021-06-28,4,0,113041,sh.113041,紫金转债,2020-11-27,2021-06-28,other
sh.113042,上银转债,2021-02-10,,4,1,113042,sh.113042,上银转债,2021-02-10,,other
sh.113043,财通转债,2020-12-28,,4,1,113043,sh.113043,财通转债,2020-12-28,,other
sh.113044,大秦转债,2021-01-15,2025-02-11,4,0,113044,sh.113044,大秦转债,2021-01-15,2025-02-11,other
sh.113045,环旭转债,2021-04-02,2026-01-29,4,0,113045,sh.113045,环旭转债,2021-04-02,2026-01-29,other
sh.113046,金田转债,2021-04-12,,4,1,113046,sh.113046,金田转债,2021-04-12,,other
sh.113047,旗滨转债,2021-05-07,2025-12-03,4,0,113047,sh.113047,旗滨转债,2021-05-07,2025-12-03,other
sh.113048,晶科转债,2021-05-31,,4,1,113048,sh.113048,晶科转债,2021-05-31,,other
sh.113049,长汽转债,2021-07-08,,4,1,113049,sh.113049,长汽转债,2021-07-08,,other
sh.113050,南银转债,2021-07-01,2025-07-18,4,0,113050,sh.113050,南银转债,2021-07-01,2025-07-18,other
sh.113051,节能转债,2021-07-22,,4,1,113051,sh.113051,节能转债,2021-07-22,,other
sh.113052,兴业转债,2022-01-14,,4,1,113052,sh.113052,兴业转债,2022-01-14,,other
sh.113053,隆22转债,2022-02-17,,4,1,113053,sh.113053,隆22转债,2022-02-17,,other
sh.113054,绿动转债,2022-03-23,,4,1,113054,sh.113054,绿动转债,2022-03-23,,other
sh.113055,成银转债,2022-04-06,2025-02-06,4,0,113055,sh.113055,成银转债,2022-04-06,2025-02-06,other
sh.113056,重银转债,2022-04-14,,4,1,113056,sh.113056,重银转债,2022-04-14,,other
sh.113057,中银转债,2022-05-10,2023-12-19,4,0,113057,sh.113057,中银转债,2022-05-10,2023-12-19,other
sh.113058,友发转债,2022-04-26,,4,1,113058,sh.113058,友发转债,2022-04-26,,other
sh.113059,福莱转债,2022-06-13,,4,1,113059,sh.113059,福莱转债,2022-06-13,,other
sh.113060,浙22转债,2022-07-08,2024-11-28,4,0,113060,sh.113060,浙22转债,2022-07-08,2024-11-28,other
sh.113061,拓普转债,2022-08-12,2025-03-14,4,0,113061,sh.113061,拓普转债,2022-08-12,2025-03-14,other
sh.113062,常银转债,2022-10-17,,4,1,113062,sh.113062,常银转债,2022-10-17,,other
sh.113063,赛轮转债,2022-11-24,2024-02-23,4,0,113063,sh.113063,赛轮转债,2022-11-24,2024-02-23,other
sh.113064,东材转债,2022-12-12,2025-09-08,4,0,113064,sh.113064,东材转债,2022-12-12,2025-09-08,other
sh.113065,齐鲁转债,2022-12-19,2025-08-14,4,0,113065,sh.113065,齐鲁转债,2022-12-19,2025-08-14,other
sh.113066,平煤转债,2023-04-10,,4,1,113066,sh.113066,平煤转债,2023-04-10,,other
sh.113067,燃23转债,2023-08-18,,4,1,113067,sh.113067,燃23转债,2023-08-18,,other
sh.113068,金铜转债,2023-08-28,2025-08-26,4,0,113068,sh.113068,金铜转债,2023-08-28,2025-08-26,other
sh.113069,博23转债,2024-01-18,2026-01-22,4,0,113069,sh.113069,博23转债,2024-01-18,2026-01-22,other
sh.113070,渝水转债,2025-02-13,,4,1,113070,sh.113070,渝水转债,2025-02-13,,other
sh.113501,洛钼转债,2014-12-16,2015-07-16,4,0,113501,sh.113501,洛钼转债,2014-12-16,2015-07-16,other
sh.113502,嘉澳转债,2017-11-27,2022-09-23,4,0,113502,sh.113502,嘉澳转债,2017-11-27,2022-09-23,other
sh.113503,泰晶转债,2018-01-02,2020-05-27,4,0,113503,sh.113503,泰晶转债,2018-01-02,2020-05-27,other
sh.113504,艾华转债,2018-03-23,2024-03-04,4,0,113504,sh.113504,艾华转债,2018-03-23,2024-03-04,other
sh.113505,杭电转债,2018-03-27,2024-03-06,4,0,113505,sh.113505,杭电转债,2018-03-27,2024-03-06,other
sh.113506,鼎信转债,2018-05-14,2019-05-08,4,0,113506,sh.113506,鼎信转债,2018-05-14,2019-05-08,other
sh.113507,天马转债,2018-05-07,2019-11-19,4,0,113507,sh.113507,天马转债,2018-05-07,2019-11-19,other
sh.113508,新凤转债,2018-05-16,2021-09-01,4,0,113508,sh.113508,新凤转债,2018-05-16,2021-09-01,other
sh.113509,新泉转债,2018-06-22,2021-08-18,4,0,113509,sh.113509,新泉转债,2018-06-22,2021-08-18,other
sh.113510,再升转债,2018-07-13,2020-03-25,4,0,113510,sh.113510,再升转债,2018-07-13,2020-03-25,other
sh.113511,千禾转债,2018-07-10,2020-05-29,4,0,113511,sh.113511,千禾转债,2018-07-10,2020-05-29,other
sh.113512,景旺转债,2018-07-24,2019-04-30,4,0,113512,sh.113512,景旺转债,2018-07-24,2019-04-30,other
sh.113513,安井转债,2018-07-31,2019-07-05,4,0,113513,sh.113513,安井转债,2018-07-31,2019-07-05,other
sh.113514,威帝转债,2018-08-13,2020-08-31,4,0,113514,sh.113514,威帝转债,2018-08-13,2020-08-31,other
sh.113515,高能转债,2018-08-27,2020-06-18,4,0,113515,sh.113515,高能转债,2018-08-27,2020-06-18,other
sh.113516,苏农转债,2018-08-20,2024-08-02,4,0,113516,sh.113516,苏农转债,2018-08-20,2024-08-02,other
sh.113517,曙光转债,2018-08-23,2020-03-31,4,0,113517,sh.113517,曙光转债,2018-08-23,2020-03-31,other
sh.113518,顾家转债,2018-10-09,2020-08-28,4,0,113518,sh.113518,顾家转债,2018-10-09,2020-08-28,other
sh.113519,长久转债,2018-11-30,2024-11-07,4,0,113519,sh.113519,长久转债,2018-11-30,2024-11-07,other
sh.113520,百合转债,2018-11-26,2021-01-07,4,0,113520,sh.113520,百合转债,2018-11-26,2021-01-07,other
sh.113521,科森转债,2018-12-07,2020-11-27,4,0,113521,sh.113521,科森转债,2018-12-07,2020-11-27,other
sh.113522,旭升转债,2018-12-11,2020-02-28,4,0,113522,sh.113522,旭升转债,2018-12-11,2020-02-28,other
sh.113523,伟明转债,2018-12-26,2020-02-06,4,0,113523,sh.113523,伟明转债,2018-12-26,2020-02-06,other
sh.113524,奇精转债,2019-01-07,2024-12-16,4,0,113524,sh.113524,奇精转债,2019-01-07,2024-12-16,other
sh.113525,台华转债,2019-01-11,2023-01-06,4,0,113525,sh.113525,台华转债,2019-01-11,2023-01-06,other
sh.113526,联泰转债,2019-02-18,2025-01-23,4,0,113526,sh.113526,联泰转债,2019-02-18,2025-01-23,other
sh.113527,维格转债,2019-02-19,2025-01-24,4,0,113527,sh.113527,维格转债,2019-02-19,2025-01-24,other
sh.113528,长城转债,2019-03-20,2021-12-24,4,0,113528,sh.113528,长城转债,2019-03-20,2021-12-24,other
sh.113529,绝味转债,2019-04-02,2019-11-22,4,0,113529,sh.113529,绝味转债,2019-04-02,2019-11-22,other
sh.113530,大丰转债,2019-04-18,2025-03-27,4,0,113530,sh.113530,大丰转债,2019-04-18,2025-03-27,other
sh.113531,百姓转债,2019-04-22,2020-05-21,4,0,113531,sh.113531,百姓转债,2019-04-22,2020-05-21,other
sh.113532,海环转债,2019-04-24,2025-04-02,4,0,113532,sh.113532,海环转债,2019-04-24,2025-04-02,other
sh.113533,参林转债,2019-04-24,2020-01-17,4,0,113533,sh.113533,参林转债,2019-04-24,2020-01-17,other
sh.113534,鼎胜转债,2019-04-30,2025-04-09,4,0,113534,sh.113534,鼎胜转债,2019-04-30,2025-04-09,other
sh.113535,大业转债,2019-06-03,2024-01-16,4,0,113535,sh.113535,大业转债,2019-06-03,2024-01-16,other
sh.113536,三星转债,2019-06-24,2021-12-31,4,0,113536,sh.113536,三星转债,2019-06-24,2021-12-31,other
sh.113537,文灿转债,2019-07-05,2024-12-18,4,0,113537,sh.113537,文灿转债,2019-07-05,2024-12-18,other
sh.113538,安图转债,2019-07-22,2020-02-19,4,0,113538,sh.113538,安图转债,2019-07-22,2020-02-19,other
sh.113539,圣达转债,2019-07-26,2020-03-11,4,0,113539,sh.113539,圣达转债,2019-07-26,2020-03-11,other
sh.113540,南威转债,2019-08-05,2020-03-25,4,0,113540,sh.113540,南威转债,2019-08-05,2020-03-25,other
sh.113541,荣晟转债,2019-08-13,2022-06-28,4,0,113541,sh.113541,荣晟转债,2019-08-13,2022-06-28,other
sh.113542,好客转债,2019-08-23,2025-08-01,4,0,113542,sh.113542,好客转债,2019-08-23,2025-08-01,other
sh.113543,欧派转债,2019-09-04,2021-07-12,4,0,113543,sh.113543,欧派转债,2019-09-04,2021-07-12,other
sh.113544,桃李转债,2019-10-15,2020-09-18,4,0,113544,sh.113544,桃李转债,2019-10-15,2020-09-18,other
sh.113545,金能转债,2019-11-07,2025-10-14,4,0,113545,sh.113545,金能转债,2019-11-07,2025-10-14,other
sh.113546,迪贝转债,2019-11-21,2025-02-19,4,0,113546,sh.113546,迪贝转债,2019-11-21,2025-02-19,other
sh.113547,索发转债,2019-11-22,2020-09-16,4,0,113547,sh.113547,索发转债,2019-11-22,2020-09-16,other
sh.113548,石英转债,2019-11-22,2022-08-15,4,0,113548,sh.113548,石英转债,2019-11-22,2022-08-15,other
sh.113549,白电转债,2019-12-11,2025-08-29,4,0,113549,sh.113549,白电转债,2019-12-11,2025-08-29,other
sh.113550,常汽转债,2019-12-12,2022-04-19,4,0,113550,sh.113550,常汽转债,2019-12-12,2022-04-19,other
sh.113551,福特转债,2019-12-11,2020-07-16,4,0,113551,sh.113551,福特转债,2019-12-11,2020-07-16,other
sh.113552,克来转债,2019-12-19,2020-08-07,4,0,113552,sh.113552,克来转债,2019-12-19,2020-08-07,other
sh.113553,金牌转债,2020-01-07,2020-12-04,4,0,113553,sh.113553,金牌转债,2020-01-07,2020-12-04,other
sh.113554,仙鹤转债,2020-01-10,2020-09-11,4,0,113554,sh.113554,仙鹤转债,2020-01-10,2020-09-11,other
sh.113555,振德转债,2020-01-14,2020-12-04,4,0,113555,sh.113555,振德转债,2020-01-14,2020-12-04,other
sh.113556,至纯转债,2020-01-09,2021-01-26,4,0,113556,sh.113556,至纯转债,2020-01-09,2021-01-26,other
sh.113557,森特转债,2020-01-10,2021-04-30,4,0,113557,sh.113557,森特转债,2020-01-10,2021-04-30,other
sh.113558,日月转债,2020-01-14,2020-08-19,4,0,113558,sh.113558,日月转债,2020-01-14,2020-08-19,other
sh.113559,永创转债,2020-01-10,2021-06-28,4,0,113559,sh.113559,永创转债,2020-01-10,2021-06-28,other
sh.113561,正裕转债,2020-02-10,2025-06-19,4,0,113561,sh.113561,正裕转债,2020-02-10,2025-06-19,other
sh.113562,璞泰转债,2020-02-04,2020-12-21,4,0,113562,sh.113562,璞泰转债,2020-02-04,2020-12-21,other
sh.113563,柳药转债,2020-02-24,2026-01-16,4,0,113563,sh.113563,柳药转债,2020-02-24,2026-01-16,other
sh.113564,天目转债,2020-03-16,2021-05-19,4,0,113564,sh.113564,天目转债,2020-03-16,2021-05-19,other
sh.113565,宏辉转债,2020-03-16,2025-09-19,4,0,113565,sh.113565,宏辉转债,2020-03-16,2025-09-19,other
sh.113566,翔港转债,2020-03-31,2024-04-15,4,0,113566,sh.113566,翔港转债,2020-03-31,2024-04-15,other
sh.113567,君禾转债,2020-04-03,2023-03-15,4,0,113567,sh.113567,君禾转债,2020-04-03,2023-03-15,other
sh.113568,新春转债,2020-04-02,2022-06-13,4,0,113568,sh.113568,新春转债,2020-04-02,2022-06-13,other
sh.113569,科达转债,2020-04-08,2025-10-21,4,0,113569,sh.113569,科达转债,2020-04-08,2025-10-21,other
sh.113570,百达转债,2020-04-08,2023-03-24,4,0,113570,sh.113570,百达转债,2020-04-08,2023-03-24,other
sh.113571,博特转债,2020-04-01,2020-11-18,4,0,113571,sh.113571,博特转债,2020-04-01,2020-11-18,other
sh.113572,三祥转债,2020-04-09,2021-09-24,4,0,113572,sh.113572,三祥转债,2020-04-09,2021-09-24,other
sh.113573,纵横转债,2020-05-22,2024-12-05,4,0,113573,sh.113573,纵横转债,2020-05-22,2024-12-05,other
sh.113574,华体转债,2020-04-27,2026-03-31,4,0,113574,sh.113574,华体转债,2020-04-27,2026-03-31,other
sh.113575,东时转债,2020-04-30,,4,1,113575,sh.113575,东时转债,2020-04-30,,other
sh.113576,起步转债,2020-05-07,2025-01-17,4,0,113576,sh.113576,起步转债,2020-05-07,2025-01-17,other
sh.113577,春秋转债,2020-05-13,2025-11-07,4,0,113577,sh.113577,春秋转债,2020-05-13,2025-11-07,other
sh.113578,全筑转债,2020-05-19,2024-01-30,4,0,113578,sh.113578,全筑转债,2020-05-19,2024-01-30,other
sh.113579,健友转债,2020-05-22,2026-04-23,4,0,113579,sh.113579,健友转债,2020-05-22,2026-04-23,other
sh.113580,康隆转债,2020-05-20,2021-11-19,4,0,113580,sh.113580,康隆转债,2020-05-20,2021-11-19,other
sh.113581,龙蟠转债,2020-05-19,2020-12-11,4,0,113581,sh.113581,龙蟠转债,2020-05-19,2020-12-11,other
sh.113582,火炬转债,2020-06-23,2025-04-23,4,0,113582,sh.113582,火炬转债,2020-06-23,2025-04-23,other
sh.113583,益丰转债,2020-06-22,2021-03-05,4,0,113583,sh.113583,益丰转债,2020-06-22,2021-03-05,other
sh.113584,家悦转债,2020-06-24,2026-06-05,4,0,113584,sh.113584,家悦转债,2020-06-24,2026-06-05,other
sh.113585,寿仙转债,2020-07-07,2023-06-06,4,0,113585,sh.113585,寿仙转债,2020-07-07,2023-06-06,other
sh.113586,上机转债,2020-07-07,2021-01-20,4,0,113586,sh.113586,上机转债,2020-07-07,2021-01-20,other
sh.113587,泛微转债,2020-07-14,2021-02-23,4,0,113587,sh.113587,泛微转债,2020-07-14,2021-02-23,other
sh.113588,润达转债,2020-07-13,2026-06-17,4,0,113588,sh.113588,润达转债,2020-07-13,2026-06-17,other
sh.113589,天创转债,2020-07-16,2026-06-24,4,0,113589,sh.113589,天创转债,2020-07-16,2026-06-24,other
sh.113590,海容转债,2020-07-27,2021-03-08,4,0,113590,sh.113590,海容转债,2020-07-27,2021-03-08,other
sh.113591,胜达转债,2020-07-23,2023-12-27,4,0,113591,sh.113591,胜达转债,2020-07-23,2023-12-27,other
sh.113592,安20转债,2020-07-31,2021-03-08,4,0,113592,sh.113592,安20转债,2020-07-31,2021-03-08,other
sh.113593,沪工转债,2020-08-10,2026-01-22,4,0,113593,sh.113593,沪工转债,2020-08-10,2026-01-22,other
sh.113594,淳中转债,2020-08-28,2024-04-12,4,0,113594,sh.113594,淳中转债,2020-08-28,2024-04-12,other
sh.113595,花王转债,2020-08-18,2024-02-27,4,0,113595,sh.113595,花王转债,2020-08-18,2024-02-27,other
sh.113596,城地转债,2020-08-20,2024-12-18,4,0,113596,sh.113596,城地转债,2020-08-20,2024-12-18,other
sh.113597,佳力转债,2020-08-21,,4,1,113597,sh.113597,佳力转债,2020-08-21,,other
sh.113598,法兰转债,2020-08-25,2025-06-20,4,0,113598,sh.113598,法兰转债,2020-08-25,2025-06-20,other
sh.113599,嘉友转债,2020-09-07,2022-07-26,4,0,113599,sh.113599,嘉友转债,2020-09-07,2022-07-26,other
sh.113600,新星转债,2020-09-11,2024-11-21,4,0,113600,sh.113600,新星转债,2020-09-11,2024-11-21,other
sh.113601,塞力转债,2020-09-15,2026-04-10,4,0,113601,sh.113601,塞力转债,2020-09-15,2026-04-10,other
sh.113602,景20转债,2020-09-22,2024-08-13,4,0,113602,sh.113602,景20转债,2020-09-22,2024-08-13,other
sh.113603,东缆转债,2020-10-29,2021-11-30,4,0,113603,sh.113603,东缆转债,2020-10-29,2021-11-30,other
sh.113604,多伦转债,2020-11-17,2023-12-26,4,0,113604,sh.113604,多伦转债,2020-11-17,2023-12-26,other
sh.113605,大参转债,2020-11-13,,4,1,113605,sh.113605,大参转债,2020-11-13,,other
sh.113606,荣泰转债,2020-11-20,2025-09-12,4,0,113606,sh.113606,荣泰转债,2020-11-20,2025-09-12,other
sh.113607,伟20转债,2020-11-27,2021-12-29,4,0,113607,sh.113607,伟20转债,2020-11-27,2021-12-29,other
sh.113608,威派转债,2020-11-27,2025-03-31,4,0,113608,sh.113608,威派转债,2020-11-27,2025-03-31,other
sh.113609,永安转债,2020-12-23,2025-08-12,4,0,113609,sh.113609,永安转债,2020-12-23,2025-08-12,other
sh.113610,灵康转债,2020-12-22,,4,1,113610,sh.113610,灵康转债,2020-12-22,,other
sh.113611,福20转债,2020-12-22,2021-07-29,4,0,113611,sh.113611,福20转债,2020-12-22,2021-07-29,other
sh.113612,永冠转债,2021-01-07,2021-09-10,4,0,113612,sh.113612,永冠转债,2021-01-07,2021-09-10,other
sh.113614,健20转债,2021-01-18,2021-12-15,4,0,113614,sh.113614,健20转债,2021-01-18,2021-12-15,other
sh.113615,金诚转债,2021-01-14,,4,1,113615,sh.113615,金诚转债,2021-01-14,,other
sh.113616,韦尔转债,2021-01-22,,4,1,113616,sh.113616,韦尔转债,2021-01-22,,other
sh.113618,美诺转债,2021-02-04,2026-05-08,4,0,113618,sh.113618,美诺转债,2021-02-04,2026-05-08,other
sh.113619,世运转债,2021-02-19,2024-12-03,4,0,113619,sh.113619,世运转债,2021-02-19,2024-12-03,other
sh.113620,傲农转债,2021-04-02,2022-09-01,4,0,113620,sh.113620,傲农转债,2021-04-02,2022-09-01,other
sh.113621,彤程转债,2021-02-22,2025-11-14,4,0,113621,sh.113621,彤程转债,2021-02-22,2025-11-14,other
sh.113622,杭叉转债,2021-04-14,2023-03-24,4,0,113622,sh.113622,杭叉转债,2021-04-14,2023-03-24,other
sh.113623,凤21转债,2021-05-07,2026-03-11,4,0,113623,sh.113623,凤21转债,2021-05-07,2026-03-11,other
sh.113624,正川转债,2021-06-01,,4,1,113624,sh.113624,正川转债,2021-06-01,,other
sh.113625,江山转债,2021-07-01,,4,1,113625,sh.113625,江山转债,2021-07-01,,other
sh.113626,伯特转债,2021-07-21,2023-10-31,4,0,113626,sh.113626,伯特转债,2021-07-21,2023-10-31,other
sh.113627,太平转债,2021-08-06,,4,1,113627,sh.113627,太平转债,2021-08-06,,other
sh.113628,晨丰转债,2021-09-17,2025-11-21,4,0,113628,sh.113628,晨丰转债,2021-09-17,2025-11-21,other
sh.113629,泉峰转债,2021-10-21,2025-07-30,4,0,113629,sh.113629,泉峰转债,2021-10-21,2025-07-30,other
sh.113630,赛伍转债,2021-11-23,2022-08-01,4,0,113630,sh.113630,赛伍转债,2021-11-23,2022-08-01,other
sh.113631,皖天转债,2021-12-10,,4,1,113631,sh.113631,皖天转债,2021-12-10,,other
sh.113632,鹤21转债,2021-12-09,,4,1,113632,sh.113632,鹤21转债,2021-12-09,,other
sh.113633,科沃转债,2021-12-29,,4,1,113633,sh.113633,科沃转债,2021-12-29,,other
sh.113634,珀莱转债,2022-01-04,,4,1,113634,sh.113634,珀莱转债,2022-01-04,,other
sh.113635,升21转债,2021-12-30,2022-09-29,4,0,113635,sh.113635,升21转债,2021-12-30,2022-09-29,other
sh.113636,甬金转债,2021-12-31,,4,1,113636,sh.113636,甬金转债,2021-12-31,,other
sh.113637,华翔转债,2022-01-20,2025-06-12,4,0,113637,sh.113637,华翔转债,2022-01-20,2025-06-12,other
sh.113638,台21转债,2022-01-21,,4,1,113638,sh.113638,台21转债,2022-01-21,,other
sh.113639,华正转债,2022-02-22,2026-02-24,4,0,113639,sh.113639,华正转债,2022-02-22,2026-02-24,other
sh.113640,苏利转债,2022-03-10,,4,1,113640,sh.113640,苏利转债,2022-03-10,,other
sh.113641,华友转债,2022-03-23,2025-09-29,4,0,113641,sh.113641,华友转债,2022-03-23,2025-09-29,other
sh.113642,上22转债,2022-04-06,2022-11-16,4,0,113642,sh.113642,上22转债,2022-04-06,2022-11-16,other
sh.113643,风语转债,2022-04-22,,4,1,113643,sh.113643,风语转债,2022-04-22,,other
sh.113644,艾迪转债,2022-05-12,,4,1,113644,sh.113644,艾迪转债,2022-05-12,,other
sh.113646,永吉转债,2022-05-17,,4,1,113646,sh.113646,永吉转债,2022-05-17,,other
sh.113647,禾丰转债,2022-05-18,,4,1,113647,sh.113647,禾丰转债,2022-05-18,,other
sh.113648,巨星转债,2022-05-17,,4,1,113648,sh.113648,巨星转债,2022-05-17,,other
sh.113649,丰山转债,2022-07-21,,4,1,113649,sh.113649,丰山转债,2022-07-21,,other
sh.113650,博22转债,2022-07-28,,4,1,113650,sh.113650,博22转债,2022-07-28,,other
sh.113651,松霖转债,2022-08-17,2026-03-23,4,0,113651,sh.113651,松霖转债,2022-08-17,2026-03-23,other
sh.113652,伟22转债,2022-08-12,,4,1,113652,sh.113652,伟22转债,2022-08-12,,other
sh.113653,永22转债,2022-08-26,2026-04-22,4,0,113653,sh.113653,永22转债,2022-08-26,2026-04-22,other
sh.113654,永02转债,2022-09-01,2026-05-13,4,0,113654,sh.113654,永02转债,2022-09-01,2026-05-13,other
sh.113655,欧22转债,2022-09-01,,4,1,113655,sh.113655,欧22转债,2022-09-01,,other
sh.113656,嘉诚转债,2022-10-12,,4,1,113656,sh.113656,嘉诚转债,2022-10-12,,other
sh.113657,再22转债,2022-10-27,2026-01-21,4,0,113657,sh.113657,再22转债,2022-10-27,2026-01-21,other
sh.113658,密卫转债,2022-10-25,,4,1,113658,sh.113658,密卫转债,2022-10-25,,other
sh.113659,莱克转债,2022-11-15,,4,1,113659,sh.113659,莱克转债,2022-11-15,,other
sh.113660,寿22转债,2022-12-12,,4,1,113660,sh.113660,寿22转债,2022-12-12,,other
sh.113661,福22转债,2022-12-22,,4,1,113661,sh.113661,福22转债,2022-12-22,,other
sh.113662,豪能转债,2022-12-23,2024-12-12,4,0,113662,sh.113662,豪能转债,2022-12-23,2024-12-12,other
sh.113663,新化转债,2022-12-16,2025-12-26,4,0,113663,sh.113663,新化转债,2022-12-16,2025-12-26,other
sh.113664,大元转债,2023-01-04,2025-09-17,4,0,113664,sh.113664,大元转债,2023-01-04,2025-09-17,other
sh.113665,汇通转债,2023-01-11,,4,1,113665,sh.113665,汇通转债,2023-01-11,,other
sh.113666,爱玛转债,2023-03-20,,4,1,113666,sh.113666,爱玛转债,2023-03-20,,other
sh.113667,春23转债,2023-04-11,,4,1,113667,sh.113667,春23转债,2023-04-11,,other
sh.113668,鹿山转债,2023-04-27,2025-10-20,4,0,113668,sh.113668,鹿山转债,2023-04-27,2025-10-20,other
sh.113669,景23转债,2023-05-09,2025-10-09,4,0,113669,sh.113669,景23转债,2023-05-09,2025-10-09,other
sh.113670,金23转债,2023-05-16,,4,1,113670,sh.113670,金23转债,2023-05-16,,other
sh.113671,武进转债,2023-08-03,,4,1,113671,sh.113671,武进转债,2023-08-03,,other
sh.113672,福蓉转债,2023-08-10,2026-01-29,4,0,113672,sh.113672,福蓉转债,2023-08-10,2026-01-29,other
sh.113673,岱美转债,2023-08-10,,4,1,113673,sh.113673,岱美转债,2023-08-10,,other
sh.113674,华设转债,2023-08-15,,4,1,113674,sh.113674,华设转债,2023-08-15,,other
sh.113675,新23转债,2023-09-05,2025-10-30,4,0,113675,sh.113675,新23转债,2023-09-05,2025-10-30,other
sh.113676,荣23转债,2023-09-13,2026-03-25,4,0,113676,sh.113676,荣23转债,2023-09-13,2026-03-25,other
sh.113677,华懋转债,2023-10-12,,4,1,113677,sh.113677,华懋转债,2023-10-12,,other
sh.113678,中贝转债,2023-11-21,,4,1,113678,sh.113678,中贝转债,2023-11-21,,other
sh.113679,芯能转债,2023-11-24,,4,1,113679,sh.113679,芯能转债,2023-11-24,,other
sh.113680,丽岛转债,2023-12-05,,4,1,113680,sh.113680,丽岛转债,2023-12-05,,other
sh.113681,镇洋转债,2024-01-17,,4,1,113681,sh.113681,镇洋转债,2024-01-17,,other
sh.113682,益丰转债,2024-03-27,,4,1,113682,sh.113682,益丰转债,2024-03-27,,other
sh.113683,伟24转债,2024-04-22,2025-12-18,4,0,113683,sh.113683,伟24转债,2024-04-22,2025-12-18,other
sh.113684,湘泵转债,2024-04-29,2025-04-09,4,0,113684,sh.113684,湘泵转债,2024-04-29,2025-04-09,other
sh.113685,升24转债,2024-07-10,2025-11-14,4,0,113685,sh.113685,升24转债,2024-07-10,2025-11-14,other
sh.113686,泰瑞转债,2024-07-24,,4,1,113686,sh.113686,泰瑞转债,2024-07-24,,other
sh.113687,振华转债,2024-08-02,2026-04-24,4,0,113687,sh.113687,振华转债,2024-08-02,2026-04-24,other
sh.113688,国检转债,2024-11-12,,4,1,113688,sh.113688,国检转债,2024-11-12,,other
sh.113689,洛凯转债,2024-11-11,2025-11-21,4,0,113689,sh.113689,洛凯转债,2024-11-11,2025-11-21,other
sh.113690,豪24转债,2024-11-20,2025-10-13,4,0,113690,sh.113690,豪24转债,2024-11-20,2025-10-13,other
sh.113691,和邦转债,2024-11-19,,4,1,113691,sh.113691,和邦转债,2024-11-19,,other
sh.113692,保隆转债,2024-11-27,,4,1,113692,sh.113692,保隆转债,2024-11-27,,other
sh.113693,志邦转债,2025-04-08,,4,1,113693,sh.113693,志邦转债,2025-04-08,,other
sh.113694,清源转债,2025-04-25,,4,1,113694,sh.113694,清源转债,2025-04-25,,other
sh.113695,华辰转债,2025-07-10,,4,1,113695,sh.113695,华辰转债,2025-07-10,,other
sh.113696,伯25转债,2025-07-28,,4,1,113696,sh.113696,伯25转债,2025-07-28,,other
sh.113697,应流转债,2025-10-22,,4,1,113697,sh.113697,应流转债,2025-10-22,,other
sh.113698,凯众转债,2025-09-10,,4,1,113698,sh.113698,凯众转债,2025-09-10,,other
sh.113699,金25转债,2025-10-27,,4,1,113699,sh.113699,金25转债,2025-10-27,,other
sh.113700,海天转债,2026-03-12,,4,1,113700,sh.113700,海天转债,2026-03-12,,other
sh.113701,祥和转债,2026-03-26,,4,1,113701,sh.113701,祥和转债,2026-03-26,,other
sh.113702,斯达转债,2026-05-11,,4,1,113702,sh.113702,斯达转债,2026-05-11,,other
sh.118000,嘉元转债,2021-03-15,2026-04-02,4,0,118000,sh.118000,嘉元转债,2021-03-15,2026-04-02,other
sh.118001,金博转债,2021-08-18,2022-09-26,4,0,118001,sh.118001,金博转债,2021-08-18,2022-09-26,other
sh.118002,天合转债,2021-09-01,2022-04-13,4,0,118002,sh.118002,天合转债,2021-09-01,2022-04-13,other
sh.118003,华兴转债,2021-12-20,2026-05-19,4,0,118003,sh.118003,华兴转债,2021-12-20,2026-05-19,other
sh.118004,博瑞转债,2022-01-27,2026-05-22,4,0,118004,sh.118004,博瑞转债,2022-01-27,2026-05-22,other
sh.118005,天奈转债,2022-03-01,,4,1,118005,sh.118005,天奈转债,2022-03-01,,other
sh.118006,阿拉转债,2022-04-12,2026-05-06,4,0,118006,sh.118006,阿拉转债,2022-04-12,2026-05-06,other
sh.118007,山石转债,2022-04-21,,4,1,118007,sh.118007,山石转债,2022-04-21,,other
sh.118008,海优转债,2022-07-21,2026-04-07,4,0,118008,sh.118008,海优转债,2022-07-21,2026-04-07,other
sh.118009,华锐转债,2022-07-21,2026-02-03,4,0,118009,sh.118009,华锐转债,2022-07-21,2026-02-03,other
sh.118010,洁特转债,2022-08-02,,4,1,118010,sh.118010,洁特转债,2022-08-02,,other
sh.118011,银微转债,2022-08-02,,4,1,118011,sh.118011,银微转债,2022-08-02,,other
sh.118012,微芯转债,2022-07-28,,4,1,118012,sh.118012,微芯转债,2022-07-28,,other
