date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2026-04-01,sh.600487,51.96,45.286616,4.163897,1.906897,62.318961
2026-04-02,sh.600487,53.39,46.532956,4.278493,1.959377,64.034052
2026-04-03,sh.600487,58.05,50.594458,4.651929,2.130396,69.623089
2026-04-07,sh.600487,58.7,51.160976,4.704018,2.15425,70.402676
2026-04-08,sh.600487,58.56,51.038957,4.692799,2.149113,70.234765
2026-04-09,sh.600487,59.54,51.893093,4.771333,2.185078,71.410142
2026-04-10,sh.600487,55.98,48.790315,4.486047,2.054428,67.140405
2026-04-13,sh.600487,53.49,46.620113,4.286506,1.963047,64.153989
2026-04-14,sh.600487,52.67,45.905428,4.220794,1.932954,63.17051
2026-04-15,sh.600487,52.13,45.434782,4.177521,1.913136,62.522853
2026-04-16,sh.600487,53.14,46.315065,4.258459,1.950202,63.734211
2026-04-17,sh.600487,55.65,48.502697,4.459601,2.042318,66.744615
2026-04-20,sh.600487,60.89,53.069708,4.879517,2.234622,73.029283
2026-04-21,sh.600487,59.8,52.1197,4.792168,2.19462,71.721976
2026-04-22,sh.600487,65.78,57.33167,5.271385,2.414082,78.894174
2026-04-23,sh.600487,69.52,60.59133,5.571096,2.551337,83.379796
2026-04-24,sh.600487,69.54,60.608762,5.572699,2.552071,83.403783
2026-04-27,sh.600487,71.38,54.524387,5.432206,2.46648,666.910811
2026-04-28,sh.600487,68.29,52.164057,5.197049,2.359707,638.040618
2026-04-29,sh.600487,67.38,51.468944,5.127795,2.328263,629.538393
2026-04-30,sh.600487,65.7,50.185658,4.999943,2.270212,613.841977
2026-05-06,sh.600487,71.8,54.845209,5.464169,2.480993,670.834915
2026-05-07,sh.600487,75.96,58.02287,5.780756,2.624738,709.702231
2026-05-08,sh.600487,77.27,59.023528,5.88045,2.670004,721.941698
2026-05-11,sh.600487,74.99,57.281925,5.706936,2.591221,700.639419
2026-05-12,sh.600487,75.1,57.36595,5.715308,2.595022,701.667161
2026-05-13,sh.600487,75.43,57.618024,5.740421,2.606425,704.750385
2026-05-14,sh.600487,74.0,56.525703,5.631595,2.557012,691.389746
2026-05-15,sh.600487,69.8,53.317487,5.311964,2.411884,652.148706
2026-05-18,sh.600487,71.8,54.845209,5.464169,2.480993,670.834915
2026-05-19,sh.600487,75.47,57.648578,5.743466,2.607807,705.12411
2026-05-20,sh.600487,75.78,57.885375,5.767057,2.618518,708.020472
2026-05-21,sh.600487,69.9,53.393873,5.319574,2.41534,653.083017
