stock_code,model_name,label_mode,model_type,sector,price,pred_return_bps,pred_prob,target_hit_bps,fail_loss_bps,entry_policy,entry_vwap_premium_bps,samples,expected_return_col,metadata_path,ev_bps,quality_weight,tier,tier_multiplier,vol_daily,vol_bps,max_drawdown_abs,max_drawdown_bps,profit_factor,trades,median_return_bps,utility_bps,enabled,weight_multiplier,override_reason,current_value,current_shares,held,max_weight,max_add_weight,min_trade_amount,min_lots,max_lots,reason,selected_buy,buy_lots,buy_shares,buy_amount,buy_commission,final_value_est,final_weight_est
603308.SH,a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5,close_profit,close,通用设备,73.49,79.68264792133479,0.5648854961832062,50.0,60.0,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,trade_net_close_return,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\603308.SH\a_active_024_close_exit_close_all_days_sector_xgb_d4_500_lr002_mcw5\metadata.json,55.98264792133479,0.8113670205939161,1,1.0,0.04322947407769683,432.2947407769683,0.1228193150444199,1228.1931504441989,1.919404501072686,131.0,46.492771084336,12.212716424468255,True,1.0,,0.0,0,False,0.15,0.12,6000.0,1,3,ok,True,2,200,14697.999999999998,1.2493299999999998,14697.999999999998,0.07312471945455173
