stock_code,sample_path,rows,features,feature_sets,target,status,feature_columns_by_set,elapsed_seconds
603308,saved_data/603308_pipeline_out/01_samples_asof1455/training_samples_asof1455.csv,1541,71,"A,B_technical,C_context,ABC_full",target_next_close_bps,ok,"{""A"": [""ret_prevclose_to_1455"", ""ret_open_to_1455"", ""gap_open"", ""vwap_dev_1455"", ""range_1455"", ""pos_in_range_1455"", ""high_ret_1455"", ""low_ret_1455"", ""amount_ratio_1455"", ""volume_ratio_1455"", ""ret_1d"", ""ret_2d"", ""ret_3d"", ""ret_5d"", ""ret_10d"", ""ret_20d"", ""rolling_ret_mean_5"", ""rolling_ret_mean_10"", ""rolling_ret_mean_20"", ""rolling_ret_std_5"", ""rolling_ret_std_10"", ""rolling_ret_std_20"", ""rolling_ret_z_20"", ""rolling_range_mean_10"", ""rolling_volume_z_20"", ""rolling_amount_z_20""], ""B_technical"": [""ret_prevclose_to_1455"", ""ret_open_to_1455"", ""gap_open"", ""vwap_dev_1455"", ""range_1455"", ""pos_in_range_1455"", ""high_ret_1455"", ""low_ret_1455"", ""amount_ratio_1455"", ""volume_ratio_1455"", ""ret_1d"", ""ret_2d"", ""ret_3d"", ""ret_5d"", ""ret_10d"", ""ret_20d"", ""rolling_ret_mean_5"", ""rolling_ret_mean_10"", ""rolling_ret_mean_20"", ""rolling_ret_std_5"", ""rolling_ret_std_10"", ""rolling_ret_std_20"", ""rolling_ret_z_20"", ""rolling_range_mean_10"", ""rolling_volume_z_20"", ""rolling_amount_z_20"", ""tech_close_ma_dev_3"", ""tech_close_z_3"", ""tech_ret_sum_3"", ""tech_ret_vol_3"", ""tech_close_ma_dev_5"", ""tech_close_z_5"", ""tech_ret_sum_5"", ""tech_ret_vol_5"", ""tech_close_ma_dev_10"", ""tech_close_z_10"", ""tech_ret_sum_10"", ""tech_ret_vol_10"", ""tech_close_ma_dev_20"", ""tech_close_z_20"", ""tech_ret_sum_20"", ""tech_ret_vol_20"", ""tech_close_ma_dev_40"", ""tech_close_z_40"", ""tech_ret_sum_40"", ""tech_ret_vol_40"", ""tech_close_ma_dev_60"", ""tech_close_z_60"", ""tech_ret_sum_60"", ""tech_ret_vol_60"", ""tech_close_ma_dev_120"", ""tech_close_z_120"", ""tech_ret_sum_120"", ""tech_ret_vol_120"", ""tech_rsi_6"", ""tech_rsi_12"", ""tech_rsi_14"", ""tech_rsi_24"", ""tech_macd"", ""tech_macd_signal"", ""tech_macd_hist"", ""tech_atr_pct_10"", ""tech_atr_pct_14"", ""tech_atr_pct_20"", ""tech_asof_vs_range20"", ""tech_open_gap_z20"", ""tech_amount_turnover_z20""], ""C_context"": [""ret_prevclose_to_1455"", ""ret_open_to_1455"", ""gap_open"", ""vwap_dev_1455"", ""range_1455"", ""pos_in_range_1455"", ""high_ret_1455"", ""low_ret_1455"", ""amount_ratio_1455"", ""volume_ratio_1455"", ""ret_1d"", ""ret_2d"", ""ret_3d"", ""ret_5d"", ""ret_10d"", ""ret_20d"", ""rolling_ret_mean_5"", ""rolling_ret_mean_10"", ""rolling_ret_mean_20"", ""rolling_ret_std_5"", ""rolling_ret_std_10"", ""rolling_ret_std_20"", ""rolling_ret_z_20"", ""rolling_range_mean_10"", ""rolling_volume_z_20"", ""rolling_amount_z_20"", ""bench_ret5"", ""x8_atrp_rank"", ""z_x8_atrp_rank"", ""coef_z_x8_atrp_rank""], ""ABC_full"": [""ret_prevclose_to_1455"", ""ret_open_to_1455"", ""gap_open"", ""vwap_dev_1455"", ""range_1455"", ""pos_in_range_1455"", ""high_ret_1455"", ""low_ret_1455"", ""amount_ratio_1455"", ""volume_ratio_1455"", ""ret_1d"", ""ret_2d"", ""ret_3d"", ""ret_5d"", ""ret_10d"", ""ret_20d"", ""rolling_ret_mean_5"", ""rolling_ret_mean_10"", ""rolling_ret_mean_20"", ""rolling_ret_std_5"", ""rolling_ret_std_10"", ""rolling_ret_std_20"", ""rolling_ret_z_20"", ""rolling_range_mean_10"", ""rolling_volume_z_20"", ""rolling_amount_z_20"", ""tech_close_ma_dev_3"", ""tech_close_z_3"", ""tech_ret_sum_3"", ""tech_ret_vol_3"", ""tech_close_ma_dev_5"", ""tech_close_z_5"", ""tech_ret_sum_5"", ""tech_ret_vol_5"", ""tech_close_ma_dev_10"", ""tech_close_z_10"", ""tech_ret_sum_10"", ""tech_ret_vol_10"", ""tech_close_ma_dev_20"", ""tech_close_z_20"", ""tech_ret_sum_20"", ""tech_ret_vol_20"", ""tech_close_ma_dev_40"", ""tech_close_z_40"", ""tech_ret_sum_40"", ""tech_ret_vol_40"", ""tech_close_ma_dev_60"", ""tech_close_z_60"", ""tech_ret_sum_60"", ""tech_ret_vol_60"", ""tech_close_ma_dev_120"", ""tech_close_z_120"", ""tech_ret_sum_120"", ""tech_ret_vol_120"", ""tech_rsi_6"", ""tech_rsi_12"", ""tech_rsi_14"", ""tech_rsi_24"", ""tech_macd"", ""tech_macd_signal"", ""tech_macd_hist"", ""tech_atr_pct_10"", ""tech_atr_pct_14"", ""tech_atr_pct_20"", ""tech_asof_vs_range20"", ""tech_open_gap_z20"", ""tech_amount_turnover_z20"", ""bench_ret5"", ""x8_atrp_rank"", ""z_x8_atrp_rank"", ""coef_z_x8_atrp_rank""]}",0.9440329074859619
