stock_code,model_name,label_mode,model_type,sector,price,pred_return_bps,pred_prob,target_hit_bps,fail_loss_bps,entry_policy,entry_vwap_premium_bps,samples,expected_return_col,metadata_path,ev_bps,quality_weight,tier,tier_multiplier,vol_daily,vol_bps,max_drawdown_abs,max_drawdown_bps,profit_factor,trades,median_return_bps,utility_bps,enabled,weight_multiplier,override_reason,current_value,current_shares,held,max_weight,max_add_weight,min_trade_amount,min_lots,max_lots,reason,selected_buy,buy_lots,buy_shares,buy_amount,buy_commission,final_value_est,final_weight_est
002028.SZ,a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3,close_profit,close,UNKNOWN,194.99,80.40932387630424,0.5909090909090909,50.0,60.0,all_days,50.0,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out\04_external\storage_power\training_samples_with_storage_power_external.csv,trade_net_close_return,portfolio_reports\backtests\a_active_asof1455_smoke\generated_active_metadata\002028.SZ\a_active_007_close_exit_close_all_days_reversal_xgb_d3_600_lr002_mcw3\metadata.json,56.70932387630424,0.9957009693346949,2,0.85,0.030611149219824482,306.11149219824483,0.0923098451998321,923.098451998321,2.482915642796352,88.0,54.892107425608,23.41150055692728,True,1.0,,0.0,0,False,0.15,0.1,6000.0,1,1,ok,True,1,100,19499.0,1.6574149999999999,19499.0,0.097495
