run_at,trade_date,sample_date,used_sample_date,used_live_bar_date,date_status,feature_status,snapshot_time,snapshot_age_seconds,max_snapshot_age_seconds,cutoff_time,source_used,core_complete,missing_core_fields,requires_price_snapshot,requires_intraday_bars,requires_bid_ask,uses_historical_context,requires_realtime_context,context_status,context_mode,context_snapshot_time,context_has_daily_fallback,context_stale_features,context_source_modes,required_context_features,missing_context_features,unsupported_realtime_features,stock_code,artifact_name,entry_policy,entry_vwap_premium_bps,entry_signal,close,daily_vwap,amount,volume,volume_unit_inferred,volume_unit_last,volume_unit_mixed,volume_unit_unknown_rows,volume_unit_ratio_median,pct_chg,pct_chg_raw,pct_chg_norm,pct_chg_source,pct_chg_unit,live_prev_close,hist_prev_close,prev_close_for_feature,sample_prev_close,prev_close_rel_diff,bench_close_asof,bench_ret1_asof,bench_ret5_asof,bench_ret20_asof,regime_market_ok_asof,regime_market_strict_asof,n_intraday_bars,min_intraday_bars,max_intraday_bars,intraday_feature_count,intraday_missing_count,hit_score,threshold,score_margin,signal_raw_score_pass,signal,missing_column_count,missing_feature_count,strict_features,samples,intraday_bars,reject_reason,error
2026-05-19T14:54:03,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,002270.SZ,nextday_all_days_close_profit_extra_trees_all_no_ak_v1,all_days,50.0,True,24.57,24.238423321445346,472752995.22,19504280.0,shares,shares,False,18,0.9967211899838623,0.012778235779060232,0.0127782357790602,0.012778235779060232,sina_batch,ratio,24.26,24.26,24.26,24.26,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.505341896845545,0.5278047087339155,-0.022462811888370515,False,False,0,19,False,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002270_pipeline_out/00_base/raw_cache/002270_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;filled_features_gt_5;score_below_threshold,
2026-05-19T14:54:04,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,002311.SZ,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,45.76,45.856997040076095,409330698.83,8926243.0,shares,shares,False,18,1.006733527427146,-0.013155057149018767,-0.0131550571490187,-0.013155057149018767,sina_batch,ratio,46.37,46.37,46.37,46.37,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,1.0,47,40,60,17,5,0.7673804759979248,0.745189368724823,0.022191107273101807,True,False,0,5,False,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002311_pipeline_out/00_base/raw_cache/002311_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5,
2026-05-19T14:54:05,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,002714.SZ,nextday_vwap_low_close_profit_random_forest_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,40.21,40.11306163706674,1702659231.23,42446504.0,shares,shares,False,18,1.008043850042436,-0.0054415038337867205,-0.0054415038337867,-0.0054415038337867205,sina_batch,ratio,40.43,40.43,40.43,40.43,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.5222290213800038,0.5073019855495596,0.01492703583044419,True,False,0,7,False,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/002714_pipeline_out/00_base/raw_cache/002714_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;filled_features_gt_5,
2026-05-19T14:54:06,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,600096.SH,nextday_all_days_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,all_days,50.0,True,31.21,31.109602466557824,905743072.0,29114582.0,shares,shares,False,18,1.0018320742742108,-0.012654223347042026,-0.012654223347042,-0.012654223347042026,sina_batch,ratio,31.61,31.61,31.61,31.61,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.4310021996498108,0.5165203511714935,-0.08551815152168274,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;score_below_threshold,
2026-05-19T14:54:07,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,600096.SH,nextday_all_days_hit80_xgb_d3_400_reversal_fundamental_regime_v1,all_days,50.0,True,31.21,31.109602466557824,905743072.0,29114582.0,shares,shares,False,18,1.0018320742742108,-0.012654223347042026,-0.012654223347042,-0.012654223347042026,sina_batch,ratio,31.61,31.61,31.61,31.61,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.4936944246292114,0.6920562386512756,-0.1983618140220642,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;score_below_threshold,
2026-05-19T14:54:08,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,600096.SH,nextday_vwap_low_close_profit_xgb_d4_reversal_fundamental_regime_sector_v1,vwap_low,50.0,True,31.21,31.109602466557824,905743072.0,29114582.0,shares,shares,False,18,1.0018320742742108,-0.012654223347042026,-0.012654223347042,-0.012654223347042026,sina_batch,ratio,31.61,31.61,31.61,31.61,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.4259791970252991,0.5220376133918763,-0.09605841636657719,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600096_pipeline_out/00_base/raw_cache/600096_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;score_below_threshold,
2026-05-19T14:54:09,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,600276.SH,nextday_all_days_hit80_extra_trees_reversal_fundamental_regime_sector_v1,all_days,50.0,True,51.65,51.894778426554424,3476227416.0,66986073.0,shares,shares,False,18,1.0092436111923913,-0.01487697882891481,-0.0148769788289148,-0.01487697882891481,sina_batch,ratio,52.43,52.43,52.43,52.43,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,0.0,47,40,60,17,5,0.4913864975047471,0.47285196923036155,0.018534528274385564,True,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600276_pipeline_out/00_base/raw_cache/600276_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5,
2026-05-19T14:54:11,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,True,ok,estimated_asof_cutoff,2026-05-19 14:51:18,,nan,snapshot_ret_only,"sector_amount,sector_amount_shock20,sector_amount_z20,sector_close,sector_high,sector_low,sector_ma20_gap,sector_ma60_gap,sector_open,sector_range_pct,sector_ret1,sector_ret20,sector_ret5,sector_ret60,sector_vol20,sector_volume,sector_volume_shock20,sector_volume_z20",nan,,600312.SH,nextday_all_days_close_profit_xgb_d3_400_reversal_fundamental_regime_sector_v1,all_days,50.0,True,22.46,22.137414812927926,567318363.0,25627128.0,shares,shares,False,18,0.9917161227006921,0.02933088909257564,0.0293308890925756,0.02933088909257564,sina_batch,ratio,21.82,21.82,21.82,21.82,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,1.0,47,40,60,17,5,0.527731716632843,0.6057325005531311,-0.07800078392028809,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;score_below_threshold,
2026-05-19T14:54:12,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,600312.SH,nextday_all_days_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,all_days,50.0,True,22.46,22.137414812927926,567318363.0,25627128.0,shares,shares,False,18,0.9917161227006921,0.02933088909257564,0.0293308890925756,0.02933088909257564,sina_batch,ratio,21.82,21.82,21.82,21.82,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,1.0,47,40,60,17,5,0.5245352387428284,0.5366069078445435,-0.012071669101715088,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;score_below_threshold,
2026-05-19T14:54:13,2026-05-19,2026-05-19,2026-05-19,2026-05-19,exact_trade_date,live_overlay_partial,2026-05-19 14:51:37,203.0,180,14:55,sina_batch,True,,True,True,False,True,False,not_required,not_required,,,,,,,,600312.SH,nextday_vwap_low_close_profit_xgb_d3_600_reversal_fundamental_regime_v1,vwap_low,50.0,False,22.46,22.137414812927926,567318363.0,25627128.0,shares,shares,False,18,0.9917161227006921,0.02933088909257564,0.0293308890925756,0.02933088909257564,sina_batch,ratio,21.82,21.82,21.82,21.82,0.0,4853.7525,0.004185104130139949,-0.019056813633420933,0.02473179275539339,1.0,1.0,47,40,60,17,5,0.4758889675140381,0.6244068145751953,-0.14851784706115723,False,False,0,5,False,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/03_sector/training_samples_with_sector.csv,/root/stock_realtime_v021_full/saved_data/600312_pipeline_out/00_base/raw_cache/600312_5m_raw.csv,stale_snapshot_gt_180s;intraday_features_missing_5;entry_signal_false;score_below_threshold,
