raw_code,stock_code,label_mode,entry_policy,search_dir,summary_file,feature_group,model_name,target_hit_bps,trades,win_rate,avg_return,median_return,compound_return,max_drawdown,profit_factor,windows,sample_file,intraday_bars,feature_pipeline,external,entry_vwap_premium_bps,rank_score,__leaderboard,reject_reason
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps/summary_80bps.csv,all_no_ak,xgb_d2_200_lr003_mcw5,80.0,121,0.7520661157024794,0.0007976422378478,0.008,0.0866233112159913,-0.0994461813198309,1.152837623341535,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0160874807136319,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps/summary_80bps.csv,reversal_fundamental_regime,lgbm_leaves7_400,80.0,148,0.6756756756756757,0.0007362218808859,0.008,0.1043438500951614,-0.1005971483984554,1.1657915431017922,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0161927613575369,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_50bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_50bps/summary_50bps.csv,reversal_fundamental_regime,lgbm_leaves15_700,50.0,185,0.8108108108108109,0.0004372742445909,0.005,0.0725935481594921,-0.0920364891063995,1.121849189058839,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0170615495345671,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,all_days,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_all_days_hit_80bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_all_days_hit_80bps/summary_80bps.csv,all_no_ak,xgb_d3_600_lr002_mcw3,80.0,175,0.72,0.0005116873226957,0.008,0.073973615981624,-0.0974733069726727,1.0980173569878235,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0175993397187817,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_50bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_50bps/summary_50bps.csv,reversal_fundamental_regime,xgb_d3_400_lr003_mcw3,50.0,179,0.8156424581005587,0.0004873100767443,0.005,0.080478245084578,-0.0965663108276644,1.1372210897791708,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0176218132287712,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps/summary_80bps.csv,all_no_ak,xgb_d4_500_lr002_mcw5,80.0,155,0.7548387096774194,0.0008277880589779,0.008,0.1158316919715436,-0.1119717075379819,1.1611086198494165,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0176870486618066,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,close_profit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_close_profit_50bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_close_profit_50bps/summary_50bps.csv,all_no_ak,xgb_d2_200_lr003_mcw5,50.0,199,0.5175879396984925,0.001990981339899,0.0006557638315443,0.400801755171646,-0.1865385643483751,1.267500859687407,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0185483929846971,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,all_days,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_all_days_hit_50bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_all_days_hit_50bps/summary_50bps.csv,reversal_fundamental_regime,xgb_d2_200_lr003_mcw5,50.0,187,0.8288770053475936,0.0004735860503491,0.005,0.0801547459770439,-0.1009295765984327,1.1291396329387255,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0187562023129696,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,hit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_hit_80bps/summary_80bps.csv,all_no_ak,lgbm_leaves15_700,80.0,152,0.7039473684210527,0.0003640982142353,0.008,0.0415149563494572,-0.0955650227063551,1.07020988579564,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0194023514160126,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,avg_return_lt_0.002;profit_factor_lt_1.35;rank_score_lt_0.0
600312,600312.SH,close_profit,vwap_low,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_close_profit_50bps,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/10_search/search_vwap_low_close_profit_50bps/summary_50bps.csv,all_no_ak,xgb_d3_600_lr002_mcw3,50.0,177,0.5084745762711864,0.0022055866499261,0.0004617119393557,0.3980596120332051,-0.1973674922841833,1.2814398035099657,10,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/03_sector/training_samples_with_sector.csv,/root/workspace/stock_realtime_v021_full/saved_data/600312_pipeline_out_v2_all14/00_base/600312_5m.csv,"fundamental,sector",,50.0,-0.0199984511975013,saved_data/600312_pipeline_out/99_summary/final_leaderboard.csv,profit_factor_lt_1.35;rank_score_lt_0.0
