datetime,date,open,high,low,close,volume,bar_no,atr5m12,rsi5m6,cum_volume,cum_pv,vwap,day_open,cum_ret_from_open,bar_close_pos,upper_shadow_ratio,dev_vwap,pull_vwap,avg_slot_volume,avg_slot_cum_volume,slot_vol_ratio,cum_vol_ratio,dev_vwap_q70,pull_vwap_q60,rsi_pos
2026-04-01 09:35:00,2026-04-01,54.66,54.68,52.62,52.89,19930695.0,1.0,,,19930695.0,1064232677.35,53.39666666666667,54.66,-0.03238199780462803,0.13106796116498629,0.009708737864074463,,,,,,,,,
2026-04-01 09:40:00,2026-04-01,52.87,52.87,50.7,50.72,15971459.0,2.0,,,35902154.0,1885644813.72,52.52177386682705,54.66,-0.07208196121479926,0.009216589861745094,0.0,,,,,,,,,
2026-04-01 09:45:00,2026-04-01,50.72,51.8,50.6,51.8,11756442.0,3.0,1.8166666666666653,,47658596.0,2489925932.52,52.245054229461566,54.66,-0.05232345407978323,0.9999999999991666,0.0,-0.24498397951999487,0.24498397951999487,,,,,,,
2026-04-01 09:50:00,2026-04-01,51.8,52.02,50.74,51.22,7372090.0,4.0,1.6824999999999992,,55030686.0,2868310738.5866666,52.12202403921817,54.66,-0.06293450420784741,0.37499999999970424,0.17187499999987021,-0.536121271451788,0.536121271451788,,,,,,,
2026-04-01 09:55:00,2026-04-01,51.14,51.42,50.76,50.9,5285560.0,5.0,1.4780000000000002,,60316246.0,3138015246.8533335,52.02603701253778,54.66,-0.06878887669229661,0.2121212121208904,0.4242424242417808,-0.7618653670751129,0.7618653670751129,,,,,,,
2026-04-01 10:00:00,2026-04-01,50.88,51.49,50.88,51.35,4372086.0,6.0,1.3333333333333333,,64688332.0,3362040933.4933333,51.97291118115912,54.66,-0.060556165386039806,0.7704918032774243,0.2295081967209364,-0.4671833858689882,0.4671833858689882,,,,,,,
2026-04-01 10:05:00,2026-04-01,51.31,51.35,50.91,51.06,3748900.0,7.0,1.2057142857142864,12.841372002701036,68437232.0,3553634716.16,51.92545946568967,54.66,-0.06586169045007195,0.34090909090832533,0.09090909090888137,-0.7177981350500765,0.7177981350500765,,,,,,,
2026-04-01 10:10:00,2026-04-01,51.02,51.83,50.95,51.83,5069363.0,8.0,1.165,23.035428497290212,73506595.0,3814892787.3033333,51.898646472514926,54.66,-0.05177460665936606,0.9999999999988637,0.0,-0.05892401074237674,0.05892401074237674,,,,,,,
2026-04-01 10:15:00,2026-04-01,51.83,52.3,51.5,52.3,3836040.0,9.0,1.1244444444444441,29.10863912197567,77342635.0,4014494735.3033333,51.90532667141911,54.66,-0.04317599707283126,0.99999999999875,0.0,0.3509940669194483,-0.3509940669194483,,,,,,,
2026-04-01 10:20:00,2026-04-01,52.27,52.4,51.65,51.8,3350200.0,10.0,1.0869999999999997,26.444726589486365,80692835.0,4188537625.3033333,51.907181415838636,54.66,-0.05232345407978323,0.19999999999973145,0.17333333333309617,-0.0986029584531189,0.0986029584531189,,,,,,,
2026-04-01 10:25:00,2026-04-01,51.79,52.05,51.7,51.7,1352400.0,11.0,1.0199999999999994,25.876380559864714,82045235.0,4258614485.3033333,51.905689407841095,54.66,-0.05415294548117344,0.0,0.7428571428550268,-0.20165628219695145,0.20165628219695145,,,,,,,
2026-04-01 10:30:00,2026-04-01,51.68,51.68,51.45,51.47,1537093.0,12.0,0.9558333333333326,24.427407821993526,83582328.0,4337826011.236667,51.89884171731453,54.66,-0.05836077570437137,0.08695652173873625,0.0,-0.4486574200321726,0.4486574200321726,,,,,,,
2026-04-01 10:35:00,2026-04-01,51.46,51.72,51.43,51.51,1377044.0,13.0,0.8083333333333323,25.30035630862652,84959372.0,4408817219.583333,51.89324162593072,54.66,-0.05762897914381526,0.27586206896456095,0.7241379310319909,-0.47411335166628704,0.47411335166628704,,,,,,,
2026-04-01 10:40:00,2026-04-01,51.51,51.51,51.3,51.3,1318200.0,14.0,0.6433333333333326,23.584092603385216,86277572.0,4476533153.583333,51.885247229527195,54.66,-0.06147091108673508,0.0,0.0,-0.9097107194709154,0.9097107194709154,,,,,,,
2026-04-01 10:45:00,2026-04-01,51.3,51.57,51.28,51.54,730200.0,15.0,0.5674999999999996,30.088108940786626,87007772.0,4514111679.583333,51.88170637886616,54.66,-0.0570801317233981,0.8965517241348353,0.10344827586171648,-0.6021257777366728,0.6021257777366728,,,,,,,
2026-04-01 10:50:00,2026-04-01,51.56,51.74,51.52,51.62,1119700.0,16.0,0.4791666666666661,32.389918041080136,88127472.0,4571918058.25,51.878465982208134,54.66,-0.05561653860228588,0.4545454545433649,0.5454545454520896,-0.5394072672158551,0.5394072672158551,,,,,,,
2026-04-01 10:55:00,2026-04-01,51.61,51.88,51.61,51.83,609100.0,17.0,0.44666666666666605,38.74300096390416,88736572.0,4603453195.583333,51.87774433728782,54.66,-0.05177460665936606,0.8148148148117834,0.18518518518451296,-0.10689030736056113,0.10689030736056113,,,,,,,
2026-04-01 11:00:00,2026-04-01,51.82,51.84,51.63,51.8,805100.0,18.0,0.41333333333333283,38.1288015154557,89541672.0,4645122487.916666,51.87665568626713,54.66,-0.05232345407978323,0.8095238095199256,0.09523809523765622,-0.18545730548454548,0.18545730548454548,,,,,,,
2026-04-01 11:05:00,2026-04-01,51.81,51.95,51.79,51.83,832305.0,19.0,0.3899999999999994,39.28385370966654,90373977.0,4688283050.866666,51.87647159609526,54.66,-0.05177460665936606,0.2499999999984264,0.7499999999953236,-0.1191579387054866,0.1191579387054866,,,,,,,
2026-04-01 11:10:00,2026-04-01,51.83,52.29,51.83,52.19,2314165.0,20.0,0.3549999999999998,52.147876196710016,92688142.0,4808858761.249999,51.8821357024289,54.66,-0.045188437614360644,0.78260869565047,0.2173913043473562,0.8672233734372775,-0.8672233734372775,,,,,,,
