date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM
2025-01-02,sh.600522,13.40359151,16.882449,1.34027,1.001998,27.271243
2025-01-03,sh.600522,13.36442835,16.833121,1.336354,0.99907,27.191561
2025-01-06,sh.600522,13.40359151,16.882449,1.34027,1.001998,27.271243
2025-01-07,sh.600522,13.43296388,16.919445,1.343207,1.004194,27.331005
2025-01-08,sh.600522,13.22735729,16.660474,1.322648,0.988823,26.912673
2025-01-09,sh.600522,13.08049544,16.475495,1.307963,0.977845,26.613865
2025-01-10,sh.600522,12.84551648,16.179528,1.284466,0.960278,26.135772
2025-01-13,sh.600522,12.5322112,15.784905,1.253138,0.936857,25.498314
2025-01-14,sh.600522,13.0217507,16.401503,1.302089,0.973453,26.494342
2025-01-15,sh.600522,12.97279675,16.339843,1.297194,0.969793,26.394739
2025-01-16,sh.600522,13.08049544,16.475495,1.307963,0.977845,26.613865
2025-01-17,sh.600522,13.50149941,17.005769,1.35006,1.009317,27.470449
2025-01-20,sh.600522,13.35463756,16.820789,1.335375,0.998338,27.171641
2025-01-21,sh.600522,13.37421914,16.845453,1.337333,0.999802,27.211482
2025-01-22,sh.600522,13.43296388,16.919445,1.343207,1.004194,27.331005
2025-01-23,sh.600522,13.30568361,16.75913,1.33048,0.994679,27.072038
2025-01-24,sh.600522,13.67773363,17.227744,1.367683,1.022492,27.829019
2025-01-27,sh.600522,13.35463756,16.820789,1.335375,0.998338,27.171641
2025-02-05,sh.600522,13.08049544,16.475495,1.307963,0.977845,26.613865
2025-02-06,sh.600522,13.37421914,16.845453,1.337333,0.999802,27.211482
2025-02-07,sh.600522,13.67773363,17.227744,1.367683,1.022492,27.829019
2025-02-10,sh.600522,13.65815205,17.20308,1.365725,1.021028,27.789178
2025-02-11,sh.600522,13.54066257,17.055097,1.353976,1.012245,27.550131
2025-02-12,sh.600522,13.6091981,17.14142,1.36083,1.017368,27.689575
2025-02-13,sh.600522,13.43296388,16.919445,1.343207,1.004194,27.331005
2025-02-14,sh.600522,13.65815205,17.20308,1.365725,1.021028,27.789178
2025-02-17,sh.600522,13.52108099,17.030433,1.352018,1.010781,27.51029
2025-02-18,sh.600522,13.35463756,16.820789,1.335375,0.998338,27.171641
2025-02-19,sh.600522,13.6091981,17.14142,1.36083,1.017368,27.689575
2025-02-20,sh.600522,13.5112902,17.018101,1.351039,1.010049,27.49037
2025-02-21,sh.600522,14.12810997,17.795014,1.412717,1.05616,28.745365
2025-02-24,sh.600522,14.13790076,17.807346,1.413696,1.056892,28.765285
2025-02-25,sh.600522,13.91271259,17.523711,1.391179,1.040058,28.307112
2025-02-26,sh.600522,14.0987376,17.758018,1.40978,1.053964,28.685603
2025-02-27,sh.600522,13.93229417,17.548375,1.393137,1.041522,28.346953
2025-02-28,sh.600522,13.5112902,17.018101,1.351039,1.010049,27.49037
2025-03-03,sh.600522,13.72668758,17.289404,1.372578,1.026151,27.928622
2025-03-04,sh.600522,13.75605995,17.3264,1.375515,1.028347,27.988383
2025-03-05,sh.600522,13.75605995,17.3264,1.375515,1.028347,27.988383
2025-03-06,sh.600522,14.03020207,17.671694,1.402927,1.048841,28.546159
2025-03-07,sh.600522,13.83438627,17.425055,1.383347,1.034202,28.147748
2025-03-10,sh.600522,13.83438627,17.425055,1.383347,1.034202,28.147748
2025-03-11,sh.600522,13.78543232,17.363396,1.378452,1.030543,28.048145
2025-03-12,sh.600522,13.95187575,17.573039,1.395095,1.042985,28.386795
2025-03-13,sh.600522,14.05957444,17.70869,1.405864,1.051037,28.605921
2025-03-14,sh.600522,14.96032712,18.84323,1.495934,1.118373,30.438612
2025-03-17,sh.600522,15.25405082,19.213189,1.525304,1.140331,31.036229
2025-03-18,sh.600522,15.02886265,18.929554,1.502787,1.123497,30.578056
2025-03-19,sh.600522,14.69597579,18.510268,1.4695,1.098611,29.900757
2025-03-20,sh.600522,14.84283764,18.695247,1.484185,1.10959,30.199565
2025-03-21,sh.600522,15.44007583,19.447496,1.543905,1.154237,31.414719
2025-03-24,sh.600522,15.31279556,19.287181,1.531178,1.144722,31.155752
2025-03-25,sh.600522,14.66660342,18.473272,1.466563,1.096416,29.840995
2025-03-26,sh.600522,14.50995078,18.27596,1.450899,1.084705,29.522266
2025-03-27,sh.600522,14.36308893,18.090981,1.436214,1.073726,29.223458
2025-03-28,sh.600522,14.2945534,18.004657,1.429361,1.068603,29.084014
2025-03-31,sh.600522,14.25539024,17.955329,1.425445,1.065675,29.004332
2025-04-01,sh.600522,14.21622708,17.906002,1.421528,1.062747,28.92465
2025-04-02,sh.600522,14.10852839,17.77035,1.410759,1.054696,28.705524
2025-04-03,sh.600522,13.85396785,17.449719,1.385305,1.035666,28.187589
2025-04-07,sh.600522,12.47346646,15.710913,1.247264,0.932466,25.37879
2025-04-08,sh.600522,12.5322112,15.784905,1.253138,0.936857,25.498314
2025-04-09,sh.600522,12.77698095,16.093204,1.277613,0.955155,25.996328
2025-04-10,sh.600522,13.14903097,16.561818,1.314816,0.982968,26.753309
2025-04-11,sh.600522,13.1196586,16.524822,1.311879,0.980772,26.693547
2025-04-14,sh.600522,13.35463756,16.820789,1.335375,0.998338,27.171641
2025-04-15,sh.600522,13.15882176,16.57415,1.315795,0.9837,26.773229
2025-04-16,sh.600522,13.10007702,16.500159,1.309921,0.979308,26.653706
2025-04-17,sh.600522,13.10007702,16.500159,1.309921,0.979308,26.653706
2025-04-18,sh.600522,13.54066257,17.055097,1.353976,1.012245,27.550131
2025-04-21,sh.600522,13.6091981,17.14142,1.36083,1.017368,27.689575
