date,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_eod,pbMRQ_eod,psTTM_eod,pcfNcfTTM_eod,valuation_time_mode,valuation_reference_lag_days,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2025-01-02,13.40359151,16.882449,1.34027,1.001998,27.271243,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,63,16.882449,1.34027,1.001998,27.271243,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,13.36442835,16.80845725858291,1.3343959167275385,0.9976064821037254,27.15171965595325,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,64,16.833121,1.336354,0.99907,27.191561,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,13.40359151,16.85778491355311,1.3383120278388279,1.0005338388278389,27.231402115018316,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,67,16.882449,1.34027,1.001998,27.271243,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,13.43296388,16.907112913805697,1.3422280277574872,1.0034618392987582,27.311084114682245,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,68,16.919445,1.343207,1.004194,27.331005,asof1455_from_lagged_eod,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,13.22735729,16.660473903061224,1.3226477091836735,0.9888236836734694,26.912673290816326,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,69,16.660474,1.322648,0.988823,26.912673,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-09,13.08049544,16.487826601036268,1.3089418031088083,0.9785761295336787,26.633785196891193,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,70,16.475495,1.307963,0.977845,26.613865,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-10,12.84551648,16.191859981287426,1.2854456729041916,0.9610108420658683,26.1556921744012,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,71,16.179528,1.284466,0.960278,26.135772,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-13,12.5322112,15.747909493902439,1.2502005198170731,0.9346608277439024,25.438552472560975,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,74,15.784905,1.253138,0.936857,25.498314,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-14,13.0217507,16.389170894531247,1.3011096890624998,0.9727210570312499,26.474421332812497,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,75,16.401503,1.302089,0.973453,26.494342,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-15,12.97279675,16.339843214285718,1.2971939285714287,0.9697934022556391,26.394739210526318,2024-10-30,2024-09-30,0.067944,0.067112,0.15833,2302976221.13,0.810901,,3412949652.0,3412949652.0,True,2024-10-31,2.115348,127.638565,5.016731,53.82024,0.877072,0.609836,0.062523,0.06487,-0.164945,-0.127086,-0.131217,2.116582,1.79956,0.673945,0.105939,0.003832,1.6212,0.706587,0.293413,0.567148,104.716088,-0.012332,-0.18375,-0.012332,0.067944,1.654518,0.609836,1.003387,0.067112,0.866633,1.022433,0.07574,76,16.339843,1.297194,0.969793,26.394739,asof1455_from_lagged_eod,1,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
