trade_date,stock_code,pipeline_dir,sample_file,intraday_bars,feature_group,feature_count,comparable_features,live_missing,train_missing,exactish_features,exactish_share,median_abs_rel_diff,p90_abs_rel_diff,p99_abs_rel_diff,max_abs_rel_diff,lagged_daily_filled,lagged_daily_missing
2026/5/21,600919.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\00_base\600919_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,6.77E-15,9.60E-15,9,0
2026/5/22,600919.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\00_base\600919_5m.csv,all_no_ak,73,73,0,0,73,1,0,1.27E-16,1.68E-14,1.68E-14,9,0
2026/5/25,600919.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\600919_pipeline_out\00_base\600919_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,1.94E-14,2.64E-14,9,0
2026/5/19,601818.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\00_base\601818_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,5.76E-15,6.09E-15,9,0
2026/5/20,601818.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\00_base\601818_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,3.45E-14,5.01E-14,9,0
2026/5/21,601818.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\00_base\601818_5m.csv,all_no_ak,73,73,0,0,73,1,0,1.25E-16,1.34E-14,2.14E-14,9,0
2026/5/22,601818.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\00_base\601818_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,1.69E-14,1.69E-14,9,0
2026/5/25,601818.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\03_sector\training_samples_with_sector.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601818_pipeline_out\00_base\601818_5m.csv,all_no_ak,73,73,0,0,73,1,0,0,1.02E-14,1.73E-14,9,0
2026/5/19,601899.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\00_base\601899_5m.csv,all_no_ak,98,98,0,0,98,1,0,0,1.11E-15,1.03E-14,9,0
2026/5/20,601899.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\00_base\601899_5m.csv,all_no_ak,98,98,0,0,98,1,0,0,5.73E-16,8.07E-16,9,0
2026/5/21,601899.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\00_base\601899_5m.csv,all_no_ak,98,98,0,0,98,1,0,0,4.08E-16,8.29E-16,9,0
2026/5/22,601899.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\00_base\601899_5m.csv,all_no_ak,98,98,0,0,98,1,0,0,8.51E-16,1.04E-14,9,0
2026/5/25,601899.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\04_external\zijin_external\training_samples_with_zijin_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\601899_pipeline_out\00_base\601899_5m.csv,all_no_ak,98,98,0,0,98,1,0,0,2.72E-15,6.14E-14,9,0
2026/5/19,603308.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\00_base\603308_5m.csv,all_no_ak,164,164,0,0,164,1,0,0,7.93E-16,1.72E-15,75,0
2026/5/20,603308.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\00_base\603308_5m.csv,all_no_ak,164,164,0,0,164,1,0,0,4.00E-15,2.59E-14,75,0
2026/5/21,603308.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\00_base\603308_5m.csv,all_no_ak,164,164,0,0,164,1,0,0,2.53E-15,5.82E-13,75,0
2026/5/22,603308.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\00_base\603308_5m.csv,all_no_ak,164,164,0,0,164,1,0,0,2.77E-15,4.46E-15,75,0
2026/5/25,603308.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\04_external\aero_nuclear_equipment\training_samples_with_aero_nuclear_equipment_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603308_pipeline_out\00_base\603308_5m.csv,all_no_ak,164,164,0,0,164,1,0,0,3.88E-15,1.22E-13,75,0
2026/5/19,603986.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\00_base\603986_5m.csv,all_no_ak,144,144,0,0,144,1,0,0,3.18E-16,2.92E-15,57,0
2026/5/20,603986.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\00_base\603986_5m.csv,all_no_ak,144,144,0,0,144,1,0,0,1.60E-16,2.78E-16,57,0
2026/5/21,603986.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\00_base\603986_5m.csv,all_no_ak,144,144,0,0,144,1,0,0,4.14E-16,5.99E-16,57,0
2026/5/22,603986.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\00_base\603986_5m.csv,all_no_ak,144,144,0,0,144,1,0,0,1.27E-16,9.74E-16,57,0
2026/5/25,603986.SH,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\04_external\ai_compute\training_samples_with_ai_compute_external.csv,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\603986_pipeline_out\00_base\603986_5m.csv,all_no_ak,144,144,0,0,144,1,0,0,1.49E-16,2.78E-16,57,0
