trade_date,stock_code,pipeline_dir,feature,feature_category,live_value,train_value,diff,abs_rel_diff,scale_ratio_live_over_train,live_missing,train_missing
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CAToAsset,fundamental,0.8031,0.8031,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CAToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToGr,fundamental,-0.105612,-0.105612,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToGr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToNP,fundamental,-0.843849,-0.843849,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToNP_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToOR,fundamental,-0.105612,-0.105612,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_CFOToOR_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_NCAToAsset,fundamental,0.1969,0.1969,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_NCAToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_tangibleAssetToAsset,fundamental,0.470868,0.470868,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,cashflow_tangibleAssetToAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontAssetStoEquity,fundamental,1.904813,1.904813,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontAssetStoEquity_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontAssetTurn,fundamental,0.151751,0.151751,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontAssetTurn_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontEbittogr,fundamental,0.140234,0.140234,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontEbittogr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontIntburden,fundamental,1.01639,1.01639,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontIntburden_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontNitogr,fundamental,0.125155,0.125155,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontNitogr_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontPnitoni,fundamental,0.96181,0.96181,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontPnitoni_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontROE,fundamental,0.034795,0.034795,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontROE_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontTaxBurden,fundamental,0.878077,0.878077,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,dupont_dupontTaxBurden_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,fund_days_since_effective,fundamental,23.0,23.0,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,growth_YOYAsset,fundamental,0.281794,0.281794,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,growth_YOYAsset_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,growth_YOYEPSBasic,fundamental,0.22807,0.22807,0.0,0.0,1.0,False,False
2026-05-19,002028.SZ,D:\VSCodeWorkspace\stock_realtime_v021_full\saved_data\asof1455_week_check\002028_pipeline_out,growth_YOYEPSBasic_chg4q,fundamental,0.0,0.0,0.0,0.0,,False,False
